 [File Information]      		 [Data Line]	36
Measured Date	2016/09/08 11:06:36
ID	03001	Version	5.01
Name	ChiK13	[HeaderType]	5.01/2.01
Comment	
[Measurement Info.]
Holder Location	      19
Block Design	Off     
Pre.Rest Time	      60
Task Time	     120
Pos.Rest Time	      30
Loop	       1
Averaging	       1
Total Points	   10913
[.INF File]
Filename	thuong0402.INF
[Condition-1]
HV Switching	OFF
 R1 ,R2 ,R3 ,R4 ,R5 ,R6 ,R7 ,R8 
   0.00,  0.00,  0.00,  0.00,536.00,458.00,653.00,  0.00
 Gain(X1,X4,X16,X64)
 R1 ,R2 ,R3 ,R4 ,R5 ,R6 ,R7 ,R8 
 1,1,1,1,1,1,1,1
[Analysis Condition]
Smoothed Type	None            
Smoothed Points	       0
Smoothed Loop	       0
Baseline Method	None            
Baseline location	
[Text Info.]
Output Mode	Continious      	Task No.		Data Type	Voltage 
Time Range	    0.00	  600.16	Averaing	1
(8,6)(3,6)(8,7)(5,6)(3,5)(5,7)(5,5)
         	     	     	     	    ch- 1	    ch- 1	    ch- 1	    ch- 2	    ch- 2	    ch- 2	    ch- 3	    ch- 3	    ch- 3	    ch- 4	    ch- 4	    ch- 4	    ch- 5	    ch- 5	    ch- 5	    ch- 6	    ch- 6	    ch- 6	    ch- 7	    ch- 7	    ch- 7
Time(sec)	Task	Mark	Count	Volt780nm	Volt805nm	Volt830nm	Volt780nm	Volt805nm	Volt830nm	Volt780nm	Volt805nm	Volt830nm	Volt780nm	Volt805nm	Volt830nm	Volt780nm	Volt805nm	Volt830nm	Volt780nm	Volt805nm	Volt830nm	Volt780nm	Volt805nm	Volt830nm
   181.885	2	0	    0	    0.751507	    0.691386	    0.707256	    1.829404	    1.315480	    1.786374	    1.921874	    1.390555	    1.537957	    0.272984	    0.202792	    0.196994	    1.649653	    1.340810	    1.421988	    1.754940	    1.196765	    1.105516	    1.677119	    1.210803	    1.165942
   181.940	2	0	    0	    0.757916	    0.689555	    0.709087	    1.829709	    1.323415	    1.786679	    1.926146	    1.394217	    1.536736	    0.272679	    0.201572	    0.199130	    1.651484	    1.349050	    1.423819	    1.739071	    1.184558	    1.128405	    1.674372	    1.205921	    1.166247
   181.995	2	0	    0	    0.755169	    0.690471	    0.704509	    1.829404	    1.321584	    1.784543	    1.928588	    1.392386	    1.536431	    0.272068	    0.202792	    0.197910	    1.656062	    1.353628	    1.423819	    1.739681	    1.196765	    1.117113	    1.674983	    1.209583	    1.166857
   182.050	2	0	    0	    0.755779	    0.691081	    0.705119	    1.825742	    1.322194	    1.783017	    1.933776	    1.393606	    1.549248	    0.273594	    0.203098	    0.199130	    1.650263	    1.351797	    1.423514	    1.764401	    1.190967	    1.118944	    1.677729	    1.203784	    1.159533
   182.105	2	0	    0	    0.758831	    0.691691	    0.709087	    1.835508	    1.325856	    1.790951	    1.933165	    1.396353	    1.556268	    0.272679	    0.202487	    0.199130	    1.662470	    1.352407	    1.432364	    1.754635	    1.200732	    1.130541	    1.681086	    1.208972	    1.168078
   182.160	2	0	    0	    0.761578	    0.695659	    0.713970	    1.837644	    1.329519	    1.797360	    1.953002	    1.403067	    1.580072	    0.273594	    0.204013	    0.200046	    1.668879	    1.368887	    1.439384	    1.758297	    1.203174	    1.147631	    1.684138	    1.215686	    1.172351
   182.215	2	0	    0	    0.764630	    0.697185	    0.715190	    1.839780	    1.329213	    1.798581	    1.961242	    1.404898	    1.557183	    0.274510	    0.204623	    0.200961	    1.675593	    1.366445	    1.436637	    1.780270	    1.205005	    1.148241	    1.692073	    1.218128	    1.178759
   182.270	2	0	    0	    0.766766	    0.699016	    0.714580	    1.846799	    1.335622	    1.804074	    1.970397	    1.417411	    1.561456	    0.275425	    0.204318	    0.200656	    1.678645	    1.363088	    1.450675	    1.781796	    1.215686	    1.147021	    1.692988	    1.224231	    1.182116
   182.325	2	0	    0	    0.764935	    0.699626	    0.714580	    1.848325	    1.337758	    1.809873	    1.968566	    1.418936	    1.564813	    0.276646	    0.205844	    0.200961	    1.676204	    1.367361	    1.448844	    1.799802	    1.218433	    1.144579	    1.702449	    1.226062	    1.181811
   182.380	2	0	    0	    0.757305	    0.688029	    0.708476	    1.841917	    1.327077	    1.787594	    1.928283	    1.396963	    1.537652	    0.272068	    0.203098	    0.198520	    1.663081	    1.356069	    1.427787	    1.758297	    1.197681	    1.133593	    1.676204	    1.205615	    1.163806
   182.435	2	0	    0	    0.752728	    0.685588	    0.702068	    1.824521	    1.318532	    1.779660	    1.932860	    1.396048	    1.531853	    0.270848	    0.200656	    0.196689	    1.648127	    1.345998	    1.409476	    1.746395	    1.180285	    1.109483	    1.661860	    1.194629	    1.158007
   182.490	2	0	    0	    0.750591	    0.685893	    0.700237	    1.816892	    1.316396	    1.779049	    1.921569	    1.380179	    1.522698	    0.270848	    0.201266	    0.196384	    1.639887	    1.339895	    1.410697	    1.751583	    1.175708	    1.114977	    1.656977	    1.187304	    1.146105
   182.545	2	0	    0	    0.753643	    0.685893	    0.701762	    1.825132	    1.312123	    1.775082	    1.915465	    1.382315	    1.517815	    0.269932	    0.200656	    0.195163	    1.645380	    1.338064	    1.406729	    1.722591	    1.176013	    1.112535	    1.645991	    1.184253	    1.148547
   182.600	2	0	    0	    0.754253	    0.688640	    0.704814	    1.823606	    1.314870	    1.778134	    1.924315	    1.378042	    1.525139	    0.270848	    0.201266	    0.195773	    1.642023	    1.337758	    1.413443	    1.736324	    1.178149	    1.107958	    1.658808	    1.190051	    1.146410
   182.655	2	0	    0	    0.756390	    0.685588	    0.704814	    1.829404	    1.315785	    1.777218	    1.942321	    1.380789	    1.538872	    0.270237	    0.200656	    0.196078	    1.659113	    1.339590	    1.418326	    1.740291	    1.176013	    1.117418	    1.649958	    1.188830	    1.145190
   182.710	2	0	    0	    0.756085	    0.691386	    0.703899	    1.822995	    1.316701	    1.780270	    1.933471	    1.389639	    1.526055	    0.271763	    0.200351	    0.197910	    1.649348	    1.338979	    1.417716	    1.742428	    1.176013	    1.113756	    1.660639	    1.188220	    1.149462
   182.765	2	0	    0	    0.760357	    0.691997	    0.709087	    1.837644	    1.316091	    1.784848	    1.938048	    1.399405	    1.539178	    0.271763	    0.201572	    0.198215	    1.663081	    1.341421	    1.424125	    1.759823	    1.187610	    1.125658	    1.664302	    1.197681	    1.158618
   182.820	2	0	    0	    0.760967	    0.691997	    0.710918	    1.840696	    1.327382	    1.784543	    1.951476	    1.385061	    1.550164	    0.272984	    0.204623	    0.199130	    1.671015	    1.353628	    1.421988	    1.770504	    1.197986	    1.123827	    1.675898	    1.206226	    1.162585
   182.875	2	0	    0	    0.764019	    0.696269	    0.710002	    1.835508	    1.333181	    1.798581	    1.949950	    1.414054	    1.552605	    0.274510	    0.204013	    0.200046	    1.667353	    1.363394	    1.431754	    1.772030	    1.194934	    1.130846	    1.684138	    1.213550	    1.165637
   182.930	2	0	    0	    0.765850	    0.698711	    0.713970	    1.844358	    1.332570	    1.798276	    1.977111	    1.421378	    1.558404	    0.275120	    0.205234	    0.199741	    1.674372	    1.363699	    1.433890	    1.769894	    1.201343	    1.143359	    1.689937	    1.218128	    1.178454
   182.985	2	0	    0	    0.760357	    0.693828	    0.707256	    1.849851	    1.333486	    1.798886	    1.936522	    1.402457	    1.544671	    0.275425	    0.203708	    0.199741	    1.675593	    1.356069	    1.435416	    1.767453	    1.206836	    1.130236	    1.691768	    1.212329	    1.168078
   183.040	2	0	    0	    0.750286	    0.686198	    0.701762	    1.837034	    1.322194	    1.780270	    1.916686	    1.382620	    1.523919	    0.271153	    0.200656	    0.197604	    1.654536	    1.347524	    1.414969	    1.741512	    1.179370	    1.117113	    1.663691	    1.195239	    1.148547
   183.095	2	0	    0	    0.753033	    0.681621	    0.696574	    1.821469	    1.312734	    1.766232	    1.912413	    1.376822	    1.526360	    0.269322	    0.200046	    0.196078	    1.649653	    1.334707	    1.401236	    1.721065	    1.167163	    1.109178	    1.649348	    1.179980	    1.146105
   183.150	2	0	    0	    0.752117	    0.681926	    0.696880	    1.822080	    1.310597	    1.761654	    1.920043	    1.382925	    1.520256	    0.269322	    0.198825	    0.194247	    1.644770	    1.325856	    1.401846	    1.729610	    1.158923	    1.101854	    1.648127	    1.175708	    1.136950
   183.205	2	0	    0	    0.752728	    0.683757	    0.701152	    1.820249	    1.309377	    1.761959	    1.919738	    1.375906	    1.538262	    0.269627	    0.199435	    0.195163	    1.643244	    1.338064	    1.401846	    1.730220	    1.169299	    1.116808	    1.646296	    1.179065	    1.134508
   183.260	2	0	    0	    0.753643	    0.684672	    0.700542	    1.824521	    1.317006	    1.769284	    1.913939	    1.382925	    1.519036	    0.269932	    0.199130	    0.195163	    1.648127	    1.336843	    1.408865	    1.733883	    1.172045	    1.115587	    1.646296	    1.183032	    1.137560
   183.315	2	0	    0	    0.754864	    0.683757	    0.700237	    1.823301	    1.317922	    1.767147	    1.928588	    1.383230	    1.523919	    0.269017	    0.200046	    0.194247	    1.651179	    1.343557	    1.405814	    1.733577	    1.171740	    1.108873	    1.642939	    1.183642	    1.135729
   183.370	2	0	    0	    0.756085	    0.689250	    0.700542	    1.826352	    1.311208	    1.776608	    1.938048	    1.385367	    1.532464	    0.270848	    0.202487	    0.196384	    1.657588	    1.340505	    1.415274	    1.734188	    1.179980	    1.107042	    1.654231	    1.186694	    1.145190
   183.425	2	0	    0	    0.757000	    0.691997	    0.707561	    1.835813	    1.316091	    1.775387	    1.929503	    1.391775	    1.548638	    0.271458	    0.201572	    0.196384	    1.665522	    1.344167	    1.417411	    1.757687	    1.177844	    1.115282	    1.670710	    1.190051	    1.149767
   183.480	2	0	    0	    0.756695	    0.694438	    0.709087	    1.840696	    1.324331	    1.785153	    1.931334	    1.397269	    1.545586	    0.272374	    0.203098	    0.197299	    1.670100	    1.353933	    1.424125	    1.749752	    1.192187	    1.114977	    1.674372	    1.203784	    1.157702
   183.535	2	0	    0	    0.761578	    0.692912	    0.707561	    1.842832	    1.324941	    1.785763	    1.955749	    1.403372	    1.539178	    0.273594	    0.203098	    0.199130	    1.675593	    1.356069	    1.422599	    1.758297	    1.189746	    1.126574	    1.685664	    1.207141	    1.170825
   183.590	2	0	    0	    0.765545	    0.693828	    0.710002	    1.842527	    1.328603	    1.794003	    1.945983	    1.403983	    1.553216	    0.274205	    0.203098	    0.199435	    1.671931	    1.363394	    1.430228	    1.784543	    1.202869	    1.138476	    1.691768	    1.216907	    1.174182
   183.645	2	0	    0	    0.755474	    0.688029	    0.701152	    1.842527	    1.323415	    1.784848	    1.928588	    1.384756	    1.533379	    0.273594	    0.200961	    0.196078	    1.670710	    1.342031	    1.423514	    1.774777	    1.192798	    1.108873	    1.689021	    1.203174	    1.148852
   183.700	2	0	    0	    0.752117	    0.684672	    0.699321	    1.826963	    1.309377	    1.765927	    1.922179	    1.375601	    1.519646	    0.269932	    0.200656	    0.196384	    1.650568	    1.323110	    1.397269	    1.723507	    1.173266	    1.100938	    1.665522	    1.190051	    1.147326
   183.755	2	0	    0	    0.752117	    0.680095	    0.693217	    1.823911	    1.309682	    1.762875	    1.917296	    1.374685	    1.517510	    0.270237	    0.198825	    0.195468	    1.643549	    1.329824	    1.394522	    1.727474	    1.159533	    1.105516	    1.653620	    1.183948	    1.146105
   183.810	2	0	    0	    0.752117	    0.683146	    0.696269	    1.819333	    1.304799	    1.767758	    1.916075	    1.384146	    1.507134	    0.269627	    0.198825	    0.194553	    1.643854	    1.331044	    1.399405	    1.733272	    1.165026	    1.099107	    1.664302	    1.185473	    1.143359
   183.865	2	0	    0	    0.751812	    0.684367	    0.696574	    1.823911	    1.307240	    1.766537	    1.908751	    1.383536	    1.520256	    0.269932	    0.200046	    0.194858	    1.648127	    1.324941	    1.401236	    1.738766	    1.169909	    1.099107	    1.673457	    1.192187	    1.149767
   183.920	2	0	    0	    0.754559	    0.680400	    0.697795	    1.816587	    1.310597	    1.755245	    1.920043	    1.369802	    1.520867	    0.270237	    0.200046	    0.194247	    1.645686	    1.335317	    1.396353	    1.731136	    1.161975	    1.099107	    1.671931	    1.194324	    1.149767
   183.975	2	0	    0	    0.757305	    0.684672	    0.696880	    1.825742	    1.311818	    1.767147	    1.926146	    1.381094	    1.519341	    0.272374	    0.200656	    0.195773	    1.659724	    1.336538	    1.404898	    1.744564	    1.168078	    1.110704	    1.673762	    1.196765	    1.152819
   184.030	2	0	    0	    0.759136	    0.688334	    0.702068	    1.828183	    1.313954	    1.772641	    1.921569	    1.387503	    1.524529	    0.272984	    0.200961	    0.196384	    1.659724	    1.333181	    1.406424	    1.752499	    1.181506	    1.118029	    1.685664	    1.198901	    1.159533
   184.085	2	0	    0	    0.763104	    0.692607	    0.702983	    1.833371	    1.316701	    1.778134	    1.956970	    1.412222	    1.550164	    0.273594	    0.203098	    0.196994	    1.663691	    1.340200	    1.407340	    1.772946	    1.201953	    1.134203	    1.687800	    1.203174	    1.154040
   184.140	2	0	    0	    0.763409	    0.693217	    0.708476	    1.839475	    1.320974	    1.780880	    1.953613	    1.395438	    1.559014	    0.274205	    0.204013	    0.197910	    1.662165	    1.342031	    1.412528	    1.781796	    1.212329	    1.145495	    1.685969	    1.209888	    1.168688
   184.195	2	0	    0	    0.766155	    0.693217	    0.709697	    1.843137	    1.323110	    1.792782	    1.965820	    1.413443	    1.548333	    0.276036	    0.204318	    0.198825	    1.667964	    1.347524	    1.420768	    1.791562	    1.209888	    1.150988	    1.707027	    1.216907	    1.175402
   184.250	2	0	    0	    0.763409	    0.693523	    0.707866	    1.844053	    1.328298	    1.787289	    1.953002	    1.409781	    1.551995	    0.276646	    0.203403	    0.200046	    1.671015	    1.353323	    1.418936	    1.799802	    1.213550	    1.138170	    1.718624	    1.220874	    1.179675
   184.305	2	0	    0	    0.758831	    0.687419	    0.700237	    1.833982	    1.317922	    1.772946	    1.916075	    1.387808	    1.532464	    0.273899	    0.201572	    0.196994	    1.652094	    1.331655	    1.399710	    1.765011	    1.197986	    1.136034	    1.692073	    1.203479	    1.163806
   184.360	2	0	    0	    0.751507	    0.684062	    0.698711	    1.826352	    1.310292	    1.761349	    1.925536	    1.374685	    1.533074	    0.272679	    0.201877	    0.196078	    1.642329	    1.320058	    1.388418	    1.747616	    1.195239	    1.125963	    1.688106	    1.201648	    1.154040
   184.415	2	0	    0	    0.756085	    0.682536	    0.697185	    1.823301	    1.311818	    1.764401	    1.922789	    1.365835	    1.524834	    0.272374	    0.199130	    0.196689	    1.634699	    1.316091	    1.382010	    1.751583	    1.189746	    1.119249	    1.682612	    1.201038	    1.157092
   184.470	2	0	    0	    0.757000	    0.685893	    0.701152	    1.823606	    1.303273	    1.766232	    1.927367	    1.388418	    1.530022	    0.272374	    0.200656	    0.196078	    1.629206	    1.309987	    1.385977	    1.766537	    1.183337	    1.117113	    1.688106	    1.208057	    1.154040
   184.525	2	0	    0	    0.757610	    0.687724	    0.701762	    1.826352	    1.306325	    1.767453	    1.920958	    1.406119	    1.535821	    0.272068	    0.200961	    0.196078	    1.635309	    1.314870	    1.381094	    1.767758	    1.180896	    1.126268	    1.696040	    1.210498	    1.159838
   184.580	2	0	    0	    0.754559	    0.687419	    0.700237	    1.827268	    1.309682	    1.766842	    1.937438	    1.393912	    1.547723	    0.272679	    0.202792	    0.196689	    1.637446	    1.312123	    1.380179	    1.767758	    1.197070	    1.120165	    1.703059	    1.204089	    1.163500
   184.635	2	0	    0	    0.757305	    0.688945	    0.702983	    1.830014	    1.313649	    1.769894	    1.943542	    1.405203	    1.546197	    0.273289	    0.202792	    0.196994	    1.633783	    1.313344	    1.380789	    1.777218	    1.192798	    1.128710	    1.706416	    1.216602	    1.177539
   184.690	2	0	    0	    0.764324	    0.690471	    0.705730	    1.823606	    1.313344	    1.775998	    1.946899	    1.403677	    1.545586	    0.273899	    0.202792	    0.196994	    1.625544	    1.319142	    1.381094	    1.792782	    1.202869	    1.149462	    1.721065	    1.216602	    1.176013
   184.745	2	0	    0	    0.765240	    0.694438	    0.711223	    1.841001	    1.321889	    1.782712	    1.957275	    1.405509	    1.553216	    0.275425	    0.202487	    0.197604	    1.641413	    1.320974	    1.387503	    1.797360	    1.219959	    1.150988	    1.732357	    1.235218	    1.190051
   184.800	2	0	    0	    0.767987	    0.693217	    0.715801	    1.842527	    1.324941	    1.793698	    1.955444	    1.409476	    1.569085	    0.276341	    0.205234	    0.198825	    1.639887	    1.328603	    1.395132	    1.810483	    1.222400	    1.147631	    1.751583	    1.248341	    1.201648
   184.855	2	0	    0	    0.767376	    0.695964	    0.707561	    1.849241	    1.330739	    1.794614	    1.964599	    1.402762	    1.561151	    0.277256	    0.204929	    0.198520	    1.644160	    1.327382	    1.399405	    1.803464	    1.225147	    1.152209	    1.752193	    1.251392	    1.203784
   184.910	2	0	    0	    0.757000	    0.685893	    0.701762	    1.831846	    1.318532	    1.780270	    1.917906	    1.386893	    1.542840	    0.275731	    0.202487	    0.197910	    1.632258	    1.321584	    1.383841	    1.774777	    1.188525	    1.126574	    1.736934	    1.235218	    1.184863
   184.965	2	0	    0	    0.756390	    0.685893	    0.698405	    1.830930	    1.312123	    1.770199	    1.926146	    1.385977	    1.523308	    0.274205	    0.200961	    0.195468	    1.624628	    1.301137	    1.375601	    1.775387	    1.191577	    1.119554	    1.730220	    1.227588	    1.186084
   185.020	2	0	    0	    0.754864	    0.687114	    0.700237	    1.830320	    1.314260	    1.762875	    1.900816	    1.385061	    1.541314	    0.273899	    0.200046	    0.196689	    1.627680	    1.307240	    1.366140	    1.769894	    1.195850	    1.125658	    1.735103	    1.230640	    1.183337
   185.075	2	0	    0	    0.757000	    0.687419	    0.703288	    1.828489	    1.312734	    1.773251	    1.920958	    1.379873	    1.531243	    0.272068	    0.201266	    0.196078	    1.623713	    1.310903	    1.374685	    1.785763	    1.204700	    1.125048	    1.725338	    1.232776	    1.190661
