1.0451 	WARNING 	Movie2 stim could not be imported and won't be available
908.5719 	EXP 	text_2: color = u'BLUE (named)'
908.5719 	EXP 	text_2: text = u'XANH D\u01af\u01a0NG'
908.5719 	EXP 	fixationmain: autoDraw = True
909.3717 	EXP 	fixationmain: autoDraw = False
909.3883 	EXP 	text_2: autoDraw = True
910.6548 	DATA 	Keypress: m
910.6713 	EXP 	text_2: autoDraw = False
911.5551 	EXP 	New trial (rep=0, index=39): {u'color': u'BLUE', u'congruent': 0, u'word': u'XANH L\xc1', u'corrans': u'm'}
911.5711 	EXP 	text_2: autoDraw = False
911.5711 	EXP 	fixationmain: autoDraw = False
911.5711 	EXP 	text_2: color = u'BLUE (named)'
911.5711 	EXP 	text_2: text = u'XANH L\xc1'
911.5711 	EXP 	fixationmain: autoDraw = True
912.3709 	EXP 	fixationmain: autoDraw = False
912.3876 	EXP 	text_2: autoDraw = True
913.2208 	DATA 	Keypress: m
913.6706 	EXP 	text_2: autoDraw = False
914.5703 	EXP 	text_2: autoDraw = False
914.5703 	EXP 	fixationmain: autoDraw = False
914.5703 	EXP 	text_8: autoDraw = True
914.5703 	EXP 	text_9: autoDraw = True
974.5685 	EXP 	Imported Stroopmain-short-in-10event x 4.xlsx as conditions, 40 conditions, 4 params
974.5689 	EXP 	Created sequence: random, trialTypes=40, nReps=1, seed=None
974.5699 	EXP 	New trial (rep=0, index=0): {u'color': u'GREEN', u'congruent': 0, u'word': u'V\xc0NG', u'corrans': u'n'}
974.5877 	EXP 	text_8: autoDraw = False
974.5877 	EXP 	text_9: autoDraw = False
974.5877 	EXP 	text_8: autoDraw = False
974.5877 	EXP 	text_9: autoDraw = False
974.5877 	EXP 	text_2: color = u'GREEN (named)'
974.5877 	EXP 	text_2: text = u'V\xc0NG'
974.5877 	EXP 	fixationmain: autoDraw = True
975.3875 	EXP 	text_2: autoDraw = True
975.3875 	EXP 	fixationmain: autoDraw = False
976.4376 	DATA 	Keypress: n
976.6873 	EXP 	text_2: autoDraw = False
977.5711 	EXP 	New trial (rep=0, index=1): {u'color': u'RED', u'congruent': 0, u'word': u'V\xc0NG', u'corrans': u'z'}
977.5870 	EXP 	text_2: autoDraw = False
977.5870 	EXP 	fixationmain: autoDraw = False
977.5870 	EXP 	text_2: color = u'RED (named)'
977.5870 	EXP 	text_2: text = u'V\xc0NG'
977.5870 	EXP 	fixationmain: autoDraw = True
978.3868 	EXP 	fixationmain: autoDraw = False
978.4035 	EXP 	text_2: autoDraw = True
979.1867 	DATA 	Keypress: z
979.6864 	EXP 	text_2: autoDraw = False
980.5701 	EXP 	New trial (rep=0, index=2): {u'color': u'GREEN', u'congruent': 0, u'word': u'\u0110\u1ece', u'corrans': u'm'}
980.5862 	EXP 	text_2: autoDraw = False
980.5862 	EXP 	fixationmain: autoDraw = False
980.5862 	EXP 	text_2: color = u'GREEN (named)'
980.5862 	EXP 	text_2: text = u'\u0110\u1ece'
980.5862 	EXP 	fixationmain: autoDraw = True
981.3860 	EXP 	fixationmain: autoDraw = False
981.4026 	EXP 	text_2: autoDraw = True
982.3193 	DATA 	Keypress: n
982.6856 	EXP 	text_2: autoDraw = False
983.5694 	EXP 	New trial (rep=0, index=3): {u'color': u'YELLOW', u'congruent': 0, u'word': u'XANH L\xc1', u'corrans': u'x'}
983.5854 	EXP 	text_2: autoDraw = False
983.5854 	EXP 	fixationmain: autoDraw = False
983.5854 	EXP 	text_2: color = u'YELLOW (named)'
983.5854 	EXP 	text_2: text = u'XANH L\xc1'
983.5854 	EXP 	fixationmain: autoDraw = True
984.3852 	EXP 	fixationmain: autoDraw = False
984.4018 	EXP 	text_2: autoDraw = True
985.2185 	DATA 	Keypress: x
985.6848 	EXP 	text_2: autoDraw = False
986.5685 	EXP 	New trial (rep=0, index=4): {u'color': u'RED', u'congruent': 0, u'word': u'XANH D\u01af\u01a0NG', u'corrans': u'z'}
986.5846 	EXP 	text_2: autoDraw = False
986.5846 	EXP 	fixationmain: autoDraw = False
986.5846 	EXP 	text_2: color = u'RED (named)'
986.5846 	EXP 	text_2: text = u'XANH D\u01af\u01a0NG'
986.5846 	EXP 	fixationmain: autoDraw = True
987.3844 	EXP 	fixationmain: autoDraw = False
987.4011 	EXP 	text_2: autoDraw = True
988.2344 	DATA 	Keypress: m
988.6841 	EXP 	text_2: autoDraw = False
989.5678 	EXP 	New trial (rep=0, index=5): {u'color': u'RED', u'congruent': 0, u'word': u'V\xc0NG', u'corrans': u'z'}
989.5838 	EXP 	text_2: autoDraw = False
989.5838 	EXP 	fixationmain: autoDraw = False
989.5838 	EXP 	text_2: color = u'RED (named)'
989.5838 	EXP 	text_2: text = u'V\xc0NG'
989.5838 	EXP 	fixationmain: autoDraw = True
990.3836 	EXP 	fixationmain: autoDraw = False
990.4002 	EXP 	text_2: autoDraw = True
991.1503 	DATA 	Keypress: z
991.6832 	EXP 	text_2: autoDraw = False
992.5670 	EXP 	New trial (rep=0, index=6): {u'color': u'YELLOW', u'congruent': 0, u'word': u'XANH L\xc1', u'corrans': u'x'}
992.5830 	EXP 	text_2: autoDraw = False
992.5830 	EXP 	fixationmain: autoDraw = False
992.5830 	EXP 	text_2: color = u'YELLOW (named)'
992.5830 	EXP 	text_2: text = u'XANH L\xc1'
992.5830 	EXP 	fixationmain: autoDraw = True
993.3828 	EXP 	fixationmain: autoDraw = False
993.3994 	EXP 	text_2: autoDraw = True
994.4327 	DATA 	Keypress: x
994.6825 	EXP 	text_2: autoDraw = False
995.5662 	EXP 	New trial (rep=0, index=7): {u'color': u'YELLOW', u'congruent': 0, u'word': u'XANH L\xc1', u'corrans': u'x'}
995.5822 	EXP 	text_2: autoDraw = False
995.5822 	EXP 	fixationmain: autoDraw = False
995.5822 	EXP 	text_2: color = u'YELLOW (named)'
995.5822 	EXP 	text_2: text = u'XANH L\xc1'
995.5822 	EXP 	fixationmain: autoDraw = True
996.3820 	EXP 	fixationmain: autoDraw = False
996.3987 	EXP 	text_2: autoDraw = True
997.0488 	DATA 	Keypress: x
997.6816 	EXP 	text_2: autoDraw = False
998.5656 	EXP 	New trial (rep=0, index=8): {u'color': u'BLUE', u'congruent': 0, u'word': u'XANH L\xc1', u'corrans': u'm'}
998.5814 	EXP 	text_2: autoDraw = False
998.5814 	EXP 	fixationmain: autoDraw = False
998.5814 	EXP 	text_2: color = u'BLUE (named)'
998.5814 	EXP 	text_2: text = u'XANH L\xc1'
998.5814 	EXP 	fixationmain: autoDraw = True
999.3812 	EXP 	fixationmain: autoDraw = False
999.3979 	EXP 	text_2: autoDraw = True
1000.1312 	DATA 	Keypress: m
1000.6809 	EXP 	text_2: autoDraw = False
1001.5646 	EXP 	New trial (rep=0, index=9): {u'color': u'YELLOW', u'congruent': 0, u'word': u'XANH L\xc1', u'corrans': u'x'}
1001.5806 	EXP 	text_2: autoDraw = False
1001.5806 	EXP 	fixationmain: autoDraw = False
1001.5806 	EXP 	text_2: color = u'YELLOW (named)'
1001.5806 	EXP 	text_2: text = u'XANH L\xc1'
1001.5806 	EXP 	fixationmain: autoDraw = True
1002.3805 	EXP 	fixationmain: autoDraw = False
1002.3971 	EXP 	text_2: autoDraw = True
1003.1304 	DATA 	Keypress: x
1003.6801 	EXP 	text_2: autoDraw = False
1004.5639 	EXP 	New trial (rep=0, index=10): {u'color': u'YELLOW', u'congruent': 0, u'word': u'XANH D\u01af\u01a0NG', u'corrans': u'x'}
1004.5798 	EXP 	text_2: autoDraw = False
1004.5798 	EXP 	fixationmain: autoDraw = False
1004.5798 	EXP 	text_2: color = u'YELLOW (named)'
1004.5798 	EXP 	text_2: text = u'XANH D\u01af\u01a0NG'
1004.5798 	EXP 	fixationmain: autoDraw = True
1005.3796 	EXP 	fixationmain: autoDraw = False
1005.3963 	EXP 	text_2: autoDraw = True
1006.3129 	DATA 	Keypress: x
1006.6793 	EXP 	text_2: autoDraw = False
1007.5631 	EXP 	New trial (rep=0, index=11): {u'color': u'GREEN', u'congruent': 0, u'word': u'\u0110\u1ece', u'corrans': u'n'}
1007.5790 	EXP 	text_2: autoDraw = False
1007.5790 	EXP 	fixationmain: autoDraw = False
1007.5790 	EXP 	text_2: color = u'GREEN (named)'
1007.5790 	EXP 	text_2: text = u'\u0110\u1ece'
1007.5790 	EXP 	fixationmain: autoDraw = True
1008.3788 	EXP 	fixationmain: autoDraw = False
1008.3955 	EXP 	text_2: autoDraw = True
1009.2955 	DATA 	Keypress: n
1009.6785 	EXP 	text_2: autoDraw = False
1010.5624 	EXP 	New trial (rep=0, index=12): {u'color': u'YELLOW', u'congruent': 0, u'word': u'XANH L\xc1', u'corrans': u'x'}
1010.5783 	EXP 	text_2: autoDraw = False
1010.5783 	EXP 	fixationmain: autoDraw = False
1010.5783 	EXP 	text_2: color = u'YELLOW (named)'
1010.5783 	EXP 	text_2: text = u'XANH L\xc1'
1010.5783 	EXP 	fixationmain: autoDraw = True
1011.3780 	EXP 	fixationmain: autoDraw = False
1011.3948 	EXP 	text_2: autoDraw = True
1012.1780 	DATA 	Keypress: x
1012.6777 	EXP 	text_2: autoDraw = False
1013.5614 	EXP 	New trial (rep=0, index=13): {u'color': u'BLUE', u'congruent': 1, u'word': u'XANH D\u01af\u01a0NG', u'corrans': u'm'}
1013.5775 	EXP 	text_2: autoDraw = False
1013.5775 	EXP 	fixationmain: autoDraw = False
1013.5775 	EXP 	text_2: color = u'BLUE (named)'
1013.5775 	EXP 	text_2: text = u'XANH D\u01af\u01a0NG'
1013.5775 	EXP 	fixationmain: autoDraw = True
1014.3773 	EXP 	fixationmain: autoDraw = False
1014.3939 	EXP 	text_2: autoDraw = True
1015.0439 	DATA 	Keypress: m
1015.6771 	EXP 	text_2: autoDraw = False
1016.5608 	EXP 	New trial (rep=0, index=14): {u'color': u'YELLOW', u'congruent': 1, u'word': u'V\xc0NG', u'corrans': u'x'}
1016.5767 	EXP 	text_2: autoDraw = False
1016.5767 	EXP 	fixationmain: autoDraw = False
1016.5767 	EXP 	text_2: color = u'YELLOW (named)'
1016.5767 	EXP 	text_2: text = u'V\xc0NG'
1016.5767 	EXP 	fixationmain: autoDraw = True
1017.3765 	EXP 	fixationmain: autoDraw = False
1017.3931 	EXP 	text_2: autoDraw = True
1018.2930 	DATA 	Keypress: x
1018.6761 	EXP 	text_2: autoDraw = False
1019.5599 	EXP 	New trial (rep=0, index=15): {u'color': u'RED', u'congruent': 0, u'word': u'XANH D\u01af\u01a0NG', u'corrans': u'z'}
1019.5759 	EXP 	text_2: autoDraw = False
1019.5759 	EXP 	fixationmain: autoDraw = False
1019.5759 	EXP 	text_2: color = u'RED (named)'
1019.5759 	EXP 	text_2: text = u'XANH D\u01af\u01a0NG'
1019.5759 	EXP 	fixationmain: autoDraw = True
1020.3757 	EXP 	fixationmain: autoDraw = False
1020.3923 	EXP 	text_2: autoDraw = True
1021.4760 	DATA 	Keypress: z
1021.6754 	EXP 	text_2: autoDraw = False
1022.5592 	EXP 	New trial (rep=0, index=16): {u'color': u'BLUE', u'congruent': 0, u'word': u'XANH L\xc1', u'corrans': u'm'}
1022.5751 	EXP 	text_2: autoDraw = False
1022.5751 	EXP 	fixationmain: autoDraw = False
1022.5751 	EXP 	text_2: color = u'BLUE (named)'
1022.5751 	EXP 	text_2: text = u'XANH L\xc1'
1022.5751 	EXP 	fixationmain: autoDraw = True
1023.3749 	EXP 	fixationmain: autoDraw = False
1023.3915 	EXP 	text_2: autoDraw = True
1024.2082 	DATA 	Keypress: m
1024.6745 	EXP 	text_2: autoDraw = False
1025.5582 	EXP 	New trial (rep=0, index=17): {u'color': u'GREEN', u'congruent': 0, u'word': u'XANH D\u01af\u01a0NG', u'corrans': u'n'}
1025.5743 	EXP 	text_2: autoDraw = False
1025.5743 	EXP 	fixationmain: autoDraw = False
1025.5743 	EXP 	text_2: color = u'GREEN (named)'
1025.5743 	EXP 	text_2: text = u'XANH D\u01af\u01a0NG'
1025.5743 	EXP 	fixationmain: autoDraw = True
1026.3741 	EXP 	fixationmain: autoDraw = False
1026.3907 	EXP 	text_2: autoDraw = True
1027.4740 	DATA 	Keypress: n
1027.6738 	EXP 	text_2: autoDraw = False
1028.5576 	EXP 	New trial (rep=0, index=18): {u'color': u'GREEN', u'congruent': 0, u'word': u'V\xc0NG', u'corrans': u'n'}
1028.5735 	EXP 	text_2: autoDraw = False
1028.5735 	EXP 	fixationmain: autoDraw = False
1028.5735 	EXP 	text_2: color = u'GREEN (named)'
1028.5735 	EXP 	text_2: text = u'V\xc0NG'
1028.5735 	EXP 	fixationmain: autoDraw = True
1029.3734 	EXP 	fixationmain: autoDraw = False
1029.3900 	EXP 	text_2: autoDraw = True
1030.1233 	DATA 	Keypress: n
1030.6729 	EXP 	text_2: autoDraw = False
1031.5567 	EXP 	New trial (rep=0, index=19): {u'color': u'GREEN', u'congruent': 1, u'word': u'XANH L\xc1', u'corrans': u'n'}
1031.5728 	EXP 	text_2: autoDraw = False
1031.5728 	EXP 	fixationmain: autoDraw = False
1031.5728 	EXP 	text_2: color = u'GREEN (named)'
1031.5728 	EXP 	text_2: text = u'XANH L\xc1'
1031.5728 	EXP 	fixationmain: autoDraw = True
1032.3725 	EXP 	fixationmain: autoDraw = False
1032.3892 	EXP 	text_2: autoDraw = True
1032.9892 	DATA 	Keypress: n
1033.6722 	EXP 	text_2: autoDraw = False
1034.5559 	EXP 	New trial (rep=0, index=20): {u'color': u'BLUE', u'congruent': 0, u'word': u'V\xc0NG', u'corrans': u'm'}
1034.5719 	EXP 	text_2: autoDraw = False
1034.5719 	EXP 	fixationmain: autoDraw = False
1034.5719 	EXP 	text_2: color = u'BLUE (named)'
1034.5719 	EXP 	text_2: text = u'V\xc0NG'
1034.5719 	EXP 	fixationmain: autoDraw = True
1035.3718 	EXP 	fixationmain: autoDraw = False
1035.3884 	EXP 	text_2: autoDraw = True
1036.6713 	EXP 	text_2: autoDraw = False
1036.8050 	DATA 	Keypress: m
1037.5551 	EXP 	New trial (rep=0, index=21): {u'color': u'BLUE', u'congruent': 0, u'word': u'\u0110\u1ece', u'corrans': u'm'}
1037.5712 	EXP 	text_2: autoDraw = False
1037.5712 	EXP 	fixationmain: autoDraw = False
1037.5712 	EXP 	text_2: color = u'BLUE (named)'
1037.5712 	EXP 	text_2: text = u'\u0110\u1ece'
1037.5712 	EXP 	fixationmain: autoDraw = True
1038.3709 	EXP 	fixationmain: autoDraw = False
1038.3876 	EXP 	text_2: autoDraw = True
1039.0875 	DATA 	Keypress: m
1039.6706 	EXP 	text_2: autoDraw = False
1040.5543 	EXP 	New trial (rep=0, index=22): {u'color': u'YELLOW', u'congruent': 0, u'word': u'\u0110\u1ece', u'corrans': u'z'}
1040.5703 	EXP 	text_2: autoDraw = False
1040.5703 	EXP 	fixationmain: autoDraw = False
1040.5703 	EXP 	text_2: color = u'YELLOW (named)'
1040.5703 	EXP 	text_2: text = u'\u0110\u1ece'
1040.5703 	EXP 	fixationmain: autoDraw = True
1041.3701 	EXP 	fixationmain: autoDraw = False
1041.3868 	EXP 	text_2: autoDraw = True
1042.3868 	DATA 	Keypress: x
1042.6698 	EXP 	text_2: autoDraw = False
1043.5538 	EXP 	New trial (rep=0, index=23): {u'color': u'BLUE', u'congruent': 0, u'word': u'\u0110\u1ece', u'corrans': u'm'}
1043.5695 	EXP 	text_2: autoDraw = False
1043.5695 	EXP 	fixationmain: autoDraw = False
1043.5695 	EXP 	text_2: color = u'BLUE (named)'
1043.5695 	EXP 	text_2: text = u'\u0110\u1ece'
1043.5695 	EXP 	fixationmain: autoDraw = True
1044.3693 	EXP 	fixationmain: autoDraw = False
1044.3860 	EXP 	text_2: autoDraw = True
1045.2026 	DATA 	Keypress: m
1045.6690 	EXP 	text_2: autoDraw = False
1046.5527 	EXP 	New trial (rep=0, index=24): {u'color': u'RED', u'congruent': 1, u'word': u'\u0110\u1ece', u'corrans': u'z'}
1046.5687 	EXP 	text_2: autoDraw = False
1046.5687 	EXP 	fixationmain: autoDraw = False
1046.5687 	EXP 	text_2: color = u'RED (named)'
1046.5687 	EXP 	text_2: text = u'\u0110\u1ece'
1046.5687 	EXP 	fixationmain: autoDraw = True
1047.3686 	EXP 	fixationmain: autoDraw = False
1047.3852 	EXP 	text_2: autoDraw = True
1048.0519 	DATA 	Keypress: z
1048.6682 	EXP 	text_2: autoDraw = False
1049.5521 	EXP 	New trial (rep=0, index=25): {u'color': u'GREEN', u'congruent': 0, u'word': u'\u0110\u1ece', u'corrans': u'n'}
1049.5680 	EXP 	text_2: autoDraw = False
1049.5680 	EXP 	fixationmain: autoDraw = False
1049.5680 	EXP 	text_2: color = u'GREEN (named)'
1049.5680 	EXP 	text_2: text = u'\u0110\u1ece'
1049.5680 	EXP 	fixationmain: autoDraw = True
1050.3677 	EXP 	fixationmain: autoDraw = False
1050.3844 	EXP 	text_2: autoDraw = True
1050.9678 	DATA 	Keypress: n
1051.6674 	EXP 	text_2: autoDraw = False
1052.5511 	EXP 	New trial (rep=0, index=26): {u'color': u'RED', u'congruent': 0, u'word': u'\u0110\u1ece', u'corrans': u'z'}
1052.5672 	EXP 	text_2: autoDraw = False
1052.5672 	EXP 	fixationmain: autoDraw = False
1052.5672 	EXP 	text_2: color = u'RED (named)'
1052.5672 	EXP 	text_2: text = u'\u0110\u1ece'
1052.5672 	EXP 	fixationmain: autoDraw = True
1053.3670 	EXP 	fixationmain: autoDraw = False
1053.3836 	EXP 	text_2: autoDraw = True
1054.1003 	DATA 	Keypress: z
1054.6666 	EXP 	text_2: autoDraw = False
1055.5507 	EXP 	New trial (rep=0, index=27): {u'color': u'GREEN', u'congruent': 0, u'word': u'\u0110\u1ece', u'corrans': u'n'}
1055.5664 	EXP 	text_2: autoDraw = False
1055.5664 	EXP 	fixationmain: autoDraw = False
1055.5664 	EXP 	text_2: color = u'GREEN (named)'
1055.5664 	EXP 	text_2: text = u'\u0110\u1ece'
1055.5664 	EXP 	fixationmain: autoDraw = True
1056.3661 	EXP 	fixationmain: autoDraw = False
1056.3829 	EXP 	text_2: autoDraw = True
1057.0495 	DATA 	Keypress: n
1057.6658 	EXP 	text_2: autoDraw = False
1058.5495 	EXP 	New trial (rep=0, index=28): {u'color': u'RED', u'congruent': 0, u'word': u'XANH L\xc1', u'corrans': u'z'}
1058.5656 	EXP 	text_2: autoDraw = False
1058.5656 	EXP 	fixationmain: autoDraw = False
1058.5656 	EXP 	text_2: color = u'RED (named)'
1058.5656 	EXP 	text_2: text = u'XANH L\xc1'
1058.5656 	EXP 	fixationmain: autoDraw = True
1059.3654 	EXP 	fixationmain: autoDraw = False
1059.3820 	EXP 	text_2: autoDraw = True
1060.2153 	DATA 	Keypress: z
1060.6650 	EXP 	text_2: autoDraw = False
1061.5489 	EXP 	New trial (rep=0, index=29): {u'color': u'BLUE', u'congruent': 0, u'word': u'V\xc0NG', u'corrans': u'm'}
1061.5648 	EXP 	text_2: autoDraw = False
1061.5648 	EXP 	fixationmain: autoDraw = False
1061.5648 	EXP 	text_2: color = u'BLUE (named)'
1061.5648 	EXP 	text_2: text = u'V\xc0NG'
1061.5648 	EXP 	fixationmain: autoDraw = True
1062.3646 	EXP 	fixationmain: autoDraw = False
1062.3813 	EXP 	text_2: autoDraw = True
1063.4813 	DATA 	Keypress: m
1063.6642 	EXP 	text_2: autoDraw = False
1064.5480 	EXP 	New trial (rep=0, index=30): {u'color': u'GREEN', u'congruent': 0, u'word': u'\u0110\u1ece', u'corrans': u'n'}
1064.5640 	EXP 	text_2: autoDraw = False
1064.5640 	EXP 	fixationmain: autoDraw = False
1064.5640 	EXP 	text_2: color = u'GREEN (named)'
1064.5640 	EXP 	text_2: text = u'\u0110\u1ece'
1064.5640 	EXP 	fixationmain: autoDraw = True
1065.3638 	EXP 	fixationmain: autoDraw = False
1065.3804 	EXP 	text_2: autoDraw = True
1066.1971 	DATA 	Keypress: n
1066.6635 	EXP 	text_2: autoDraw = False
1067.5473 	EXP 	New trial (rep=0, index=31): {u'color': u'BLUE', u'congruent': 0, u'word': u'XANH L\xc1', u'corrans': u'm'}
1067.5632 	EXP 	text_2: autoDraw = False
1067.5632 	EXP 	fixationmain: autoDraw = False
1067.5632 	EXP 	text_2: color = u'BLUE (named)'
1067.5632 	EXP 	text_2: text = u'XANH L\xc1'
1067.5632 	EXP 	fixationmain: autoDraw = True
1068.3630 	EXP 	fixationmain: autoDraw = False
1068.3796 	EXP 	text_2: autoDraw = True
1069.4962 	DATA 	Keypress: m
1069.6626 	EXP 	text_2: autoDraw = False
1070.5464 	EXP 	New trial (rep=0, index=32): {u'color': u'RED', u'congruent': 0, u'word': u'V\xc0NG', u'corrans': u'z'}
1070.5624 	EXP 	text_2: autoDraw = False
1070.5624 	EXP 	fixationmain: autoDraw = False
1070.5624 	EXP 	text_2: color = u'RED (named)'
1070.5624 	EXP 	text_2: text = u'V\xc0NG'
1070.5624 	EXP 	fixationmain: autoDraw = True
1071.3622 	EXP 	fixationmain: autoDraw = False
1071.3788 	EXP 	text_2: autoDraw = True
1072.6619 	EXP 	text_2: autoDraw = False
1072.6621 	DATA 	Keypress: z
1073.5457 	EXP 	New trial (rep=0, index=33): {u'color': u'RED', u'congruent': 0, u'word': u'XANH D\u01af\u01a0NG', u'corrans': u'z'}
1073.5616 	EXP 	text_2: autoDraw = False
1073.5616 	EXP 	fixationmain: autoDraw = False
1073.5616 	EXP 	text_2: color = u'RED (named)'
1073.5616 	EXP 	text_2: text = u'XANH D\u01af\u01a0NG'
1073.5616 	EXP 	fixationmain: autoDraw = True
1074.3614 	EXP 	fixationmain: autoDraw = False
1074.3781 	EXP 	text_2: autoDraw = True
1075.2946 	DATA 	Keypress: z
1075.6610 	EXP 	text_2: autoDraw = False
1076.5448 	EXP 	New trial (rep=0, index=34): {u'color': u'BLUE', u'congruent': 0, u'word': u'XANH L\xc1', u'corrans': u'z'}
1076.5608 	EXP 	text_2: autoDraw = False
1076.5608 	EXP 	fixationmain: autoDraw = False
1076.5608 	EXP 	text_2: color = u'BLUE (named)'
1076.5608 	EXP 	text_2: text = u'XANH L\xc1'
1076.5608 	EXP 	fixationmain: autoDraw = True
1077.3606 	EXP 	fixationmain: autoDraw = False
1077.3773 	EXP 	text_2: autoDraw = True
1078.2439 	DATA 	Keypress: m
1078.6603 	EXP 	text_2: autoDraw = False
1079.5441 	EXP 	New trial (rep=0, index=35): {u'color': u'RED', u'congruent': 0, u'word': u'XANH D\u01af\u01a0NG', u'corrans': u'z'}
1079.5600 	EXP 	text_2: autoDraw = False
1079.5600 	EXP 	fixationmain: autoDraw = False
1079.5600 	EXP 	text_2: color = u'RED (named)'
1079.5600 	EXP 	text_2: text = u'XANH D\u01af\u01a0NG'
1079.5600 	EXP 	fixationmain: autoDraw = True
1080.3599 	EXP 	fixationmain: autoDraw = False
1080.3765 	EXP 	text_2: autoDraw = True
1081.2432 	DATA 	Keypress: z
1081.6595 	EXP 	text_2: autoDraw = False
1082.5432 	EXP 	New trial (rep=0, index=36): {u'color': u'YELLOW', u'congruent': 0, u'word': u'XANH D\u01af\u01a0NG', u'corrans': u'x'}
1082.5593 	EXP 	text_2: autoDraw = False
1082.5593 	EXP 	fixationmain: autoDraw = False
1082.5593 	EXP 	text_2: color = u'YELLOW (named)'
1082.5593 	EXP 	text_2: text = u'XANH D\u01af\u01a0NG'
1082.5593 	EXP 	fixationmain: autoDraw = True
1083.3590 	EXP 	fixationmain: autoDraw = False
1083.3757 	EXP 	text_2: autoDraw = True
1084.1096 	DATA 	Keypress: x
1084.6587 	EXP 	text_2: autoDraw = False
1085.5424 	EXP 	New trial (rep=0, index=37): {u'color': u'BLUE', u'congruent': 0, u'word': u'XANH L\xc1', u'corrans': u'm'}
1085.5584 	EXP 	text_2: autoDraw = False
1085.5584 	EXP 	fixationmain: autoDraw = False
1085.5584 	EXP 	text_2: color = u'BLUE (named)'
1085.5584 	EXP 	text_2: text = u'XANH L\xc1'
1085.5584 	EXP 	fixationmain: autoDraw = True
1086.3583 	EXP 	fixationmain: autoDraw = False
1086.3749 	EXP 	text_2: autoDraw = True
1087.3416 	DATA 	Keypress: m
1087.6579 	EXP 	text_2: autoDraw = False
1088.5416 	EXP 	New trial (rep=0, index=38): {u'color': u'RED', u'congruent': 0, u'word': u'V\xc0NG', u'corrans': u'z'}
1088.5576 	EXP 	text_2: autoDraw = False
1088.5576 	EXP 	fixationmain: autoDraw = False
1088.5576 	EXP 	text_2: color = u'RED (named)'
1088.5576 	EXP 	text_2: text = u'V\xc0NG'
1088.5576 	EXP 	fixationmain: autoDraw = True
1089.3574 	EXP 	fixationmain: autoDraw = False
1089.3742 	EXP 	text_2: autoDraw = True
1090.2741 	DATA 	Keypress: z
1090.6571 	EXP 	text_2: autoDraw = False
1091.5409 	EXP 	New trial (rep=0, index=39): {u'color': u'GREEN', u'congruent': 0, u'word': u'XANH D\u01af\u01a0NG', u'corrans': u'n'}
1091.5569 	EXP 	text_2: autoDraw = False
1091.5569 	EXP 	fixationmain: autoDraw = False
1091.5569 	EXP 	text_2: color = u'GREEN (named)'
1091.5569 	EXP 	text_2: text = u'XANH D\u01af\u01a0NG'
1091.5569 	EXP 	fixationmain: autoDraw = True
1092.3567 	EXP 	fixationmain: autoDraw = False
1092.3733 	EXP 	text_2: autoDraw = True
1093.1733 	DATA 	Keypress: n
1093.6563 	EXP 	text_2: autoDraw = False
1094.5561 	EXP 	text_2: autoDraw = False
1094.5561 	EXP 	fixationmain: autoDraw = False
1094.5561 	EXP 	text_10: autoDraw = True
1094.5561 	EXP 	text_11: autoDraw = True
1154.5569 	EXP 	text_10: autoDraw = False
1154.5569 	EXP 	text_11: autoDraw = False
1154.5569 	EXP 	text_10: autoDraw = False
1154.5569 	EXP 	text_11: autoDraw = False
1154.5569 	EXP 	ending_text: autoDraw = True
1158.2394 	DATA 	Keypress: space
