	
0   5   7
   0.0000000e+00	   9.9358748e-02	   1.6654095e-01	
   5.5000000e-02	   6.3160764e-02	   1.5606826e-01	
   1.1000000e-01	   2.6415323e-02	   1.4528199e-01	
   1.6500000e-01	  -1.0157524e-02	   1.3440920e-01	
   2.2000000e-01	  -4.5901992e-02	   1.2364929e-01	
   2.7500000e-01	  -8.0256125e-02	   1.1316328e-01	
   3.3000000e-01	  -1.1277148e-01	   1.0306665e-01	
   3.8500000e-01	  -1.4312221e-01	   9.3427049e-02	
   4.4000000e-01	  -1.7110282e-01	   8.4267464e-02	
   4.9500000e-01	  -1.9661502e-01	   7.5575162e-02	
   5.5000000e-01	  -2.1964699e-01	   6.7314047e-02	
   6.0500000e-01	  -2.4025008e-01	   5.9437354e-02	
   6.6000000e-01	  -2.5851773e-01	   5.1898095e-02	
   7.1500000e-01	  -2.7456881e-01	   4.4655835e-02	
   7.7000000e-01	  -2.8853675e-01	   3.7679305e-02	
   8.2500000e-01	  -3.0056481e-01	   3.0945019e-02	
   8.8000000e-01	  -3.1080645e-01	   2.4433003e-02	
   9.3500000e-01	  -3.1942770e-01	   1.8122012e-02	
   9.9000000e-01	  -3.2660755e-01	   1.1986836e-02	
   1.0450000e+00	  -3.3253345e-01	   5.9989145e-03	
   1.1000000e+00	  -3.3739165e-01	   1.2978532e-04	
   1.1550000e+00	  -3.4135406e-01	  -5.6439129e-03	
   1.2100000e+00	  -3.4456542e-01	  -1.1335592e-02	
   1.2650000e+00	  -3.4713484e-01	  -1.6945805e-02	
   1.3200000e+00	  -3.4913473e-01	  -2.2462259e-02	
   1.3750000e+00	  -3.5060734e-01	  -2.7862517e-02	
   1.4300000e+00	  -3.5157640e-01	  -3.3118503e-02	
   1.4850000e+00	  -3.5206088e-01	  -3.8202208e-02	
   1.5400000e+00	  -3.5208805e-01	  -4.3092082e-02	
   1.5950000e+00	  -3.5170253e-01	  -4.7778781e-02	
   1.6500000e+00	  -3.5096714e-01	  -5.2267776e-02	
   1.7050000e+00	  -3.4995439e-01	  -5.6577113e-02	
   1.7600000e+00	  -3.4873260e-01	  -6.0731207e-02	
   1.8150000e+00	  -3.4735308e-01	  -6.4753592e-02	
   1.8700000e+00	  -3.4584286e-01	  -6.8661221e-02	
   1.9250000e+00	  -3.4420418e-01	  -7.2461667e-02	
   1.9800000e+00	  -3.4242055e-01	  -7.6153692e-02	
   2.0350000e+00	  -3.4046832e-01	  -7.9730894e-02	
   2.0900000e+00	  -3.3833087e-01	  -8.3187180e-02	
   2.1450000e+00	  -3.3601180e-01	  -8.6522364e-02	
   2.2000000e+00	  -3.3354394e-01	  -8.9746383e-02	
   2.2550000e+00	  -3.3099231e-01	  -9.2880917e-02	
   2.3100000e+00	  -3.2844998e-01	  -9.5957744e-02	
   2.3650000e+00	  -3.2602798e-01	  -9.9014336e-02	
   2.4200000e+00	  -3.2384268e-01	  -1.0208840e-01	
   2.4750000e+00	  -3.2200482e-01	  -1.0521319e-01	
   2.5300000e+00	  -3.2061231e-01	  -1.0841446e-01	
   2.5850000e+00	  -3.1974743e-01	  -1.1170920e-01	
   2.6400000e+00	  -3.1947810e-01	  -1.1510635e-01	
   2.6950000e+00	  -3.1986279e-01	  -1.1860975e-01	
   2.7500000e+00	  -3.2095663e-01	  -1.2222264e-01	
   2.8050000e+00	  -3.2281482e-01	  -1.2595132e-01	
   2.8600000e+00	  -3.2549054e-01	  -1.2980589e-01	
   2.9150000e+00	  -3.2902648e-01	  -1.3379745e-01	
   2.9700000e+00	  -3.3344233e-01	  -1.3793265e-01	
   3.0250000e+00	  -3.3872261e-01	  -1.4220732e-01	
   3.0800000e+00	  -3.4480969e-01	  -1.4660178e-01	
   3.1350000e+00	  -3.5160450e-01	  -1.5107990e-01	
   3.1900000e+00	  -3.5897398e-01	  -1.5559186e-01	
   3.2450000e+00	  -3.6676297e-01	  -1.6007927e-01	
   3.3000000e+00	  -3.7480928e-01	  -1.6448167e-01	
   3.3550000e+00	  -3.8296091e-01	  -1.6874437e-01	
   3.4100000e+00	  -3.9109376e-01	  -1.7282698e-01	
   3.4650000e+00	  -3.9912586e-01	  -1.7671081e-01	
   3.5200000e+00	  -4.0702333e-01	  -1.8040209e-01	
   3.5750000e+00	  -4.1479551e-01	  -1.8392937e-01	
   3.6300000e+00	  -4.2248173e-01	  -1.8733573e-01	
   3.6850000e+00	  -4.3013539e-01	  -1.9066882e-01	
   3.7400000e+00	  -4.3781035e-01	  -1.9397214e-01	
   3.7950000e+00	  -4.4555190e-01	  -1.9727958e-01	
   3.8500000e+00	  -4.5339336e-01	  -2.0061357e-01	
   3.9050000e+00	  -4.6135796e-01	  -2.0398617e-01	
   3.9600000e+00	  -4.6946439e-01	  -2.0740203e-01	
   4.0150000e+00	  -4.7773392e-01	  -2.1086238e-01	
   4.0700000e+00	  -4.8619622e-01	  -2.1436883e-01	
   4.1250000e+00	  -4.9489101e-01	  -2.1792539e-01	
   4.1800000e+00	  -5.0386356e-01	  -2.2153732e-01	
   4.2350000e+00	  -5.1315462e-01	  -2.2520696e-01	
   4.2900000e+00	  -5.2278879e-01	  -2.2892840e-01	
   4.3450000e+00	  -5.3276567e-01	  -2.3268385e-01	
   4.4000000e+00	  -5.4305654e-01	  -2.3644286e-01	
   4.4550000e+00	  -5.5360660e-01	  -2.4016418e-01	
   4.5100000e+00	  -5.6434169e-01	  -2.4379970e-01	
   4.5650000e+00	  -5.7517783e-01	  -2.4729930e-01	
   4.6200000e+00	  -5.8603159e-01	  -2.5061559e-01	
   4.6750000e+00	  -5.9682907e-01	  -2.5370754e-01	
   4.7300000e+00	  -6.0751133e-01	  -2.5654234e-01	
   4.7850000e+00	  -6.1803461e-01	  -2.5909508e-01	
   4.8400000e+00	  -6.2836506e-01	  -2.6134569e-01	
   4.8950000e+00	  -6.3847035e-01	  -2.6327396e-01	
   4.9500000e+00	  -6.4831242e-01	  -2.6485485e-01	
   5.0050000e+00	  -6.5784483e-01	  -2.6605654e-01	
   5.0600000e+00	  -6.6701514e-01	  -2.6684208e-01	
   5.1150000e+00	  -6.7577101e-01	  -2.6717391e-01	
   5.1700000e+00	  -6.8406808e-01	  -2.6701968e-01	
   5.2250000e+00	  -6.9187793e-01	  -2.6635819e-01	
   5.2800000e+00	  -6.9919385e-01	  -2.6518430e-01	
   5.3350000e+00	  -7.0603116e-01	  -2.6351088e-01	
   5.3900000e+00	  -7.1242038e-01	  -2.6136619e-01	
   5.4450000e+00	  -7.1839526e-01	  -2.5878689e-01	
   5.5000000e+00	  -7.2397997e-01	  -2.5580911e-01	
   5.5550000e+00	  -7.2917875e-01	  -2.5246049e-01	
   5.6100000e+00	  -7.3397021e-01	  -2.4875511e-01	
   5.6650000e+00	  -7.3830771e-01	  -2.4469305e-01	
   5.7200000e+00	  -7.4212691e-01	  -2.4026492e-01	
