     0.000	0	0	    0	    0.603189	    0.583352	    0.614786	    1.715267	    1.325856	    1.823606	    2.440070	    2.075990	    2.235904	    0.158846	    0.120699	    0.114595	    1.164721	    0.891585	    1.223316	    2.551156	    1.991150	    1.901427	    1.724727	    1.289845	    1.251087
     0.055	0	0	    0	    0.604105	    0.583352	    0.616922	    1.717098	    1.320363	    1.824521	    2.435798	    2.096132	    2.225223	    0.158846	    0.121614	    0.114290	    1.170520	    0.893416	    1.226673	    2.568246	    2.000610	    1.902342	    1.728389	    1.296254	    1.254139
     0.110	0	0	    0	    0.605325	    0.584878	    0.618753	    1.716793	    1.320363	    1.819028	    2.431525	    2.076295	    2.232853	    0.160678	    0.121309	    0.114900	    1.168994	    0.889448	    1.225757	    2.557259	    2.003967	    1.896849	    1.732357	    1.293507	    1.255360
     0.165	0	0	    0	    0.601053	    0.586404	    0.619669	    1.721675	    1.318227	    1.825742	    2.411078	    2.075685	    2.237430	    0.159152	    0.121614	    0.114290	    1.171130	    0.888533	    1.227893	    2.550240	    1.996643	    1.874876	    1.733577	    1.297780	    1.251087
     0.220	0	0	    0	    0.603189	    0.585794	    0.617533	    1.722286	    1.324331	    1.829709	    2.419623	    2.052491	    2.227970	    0.159152	    0.121309	    0.114595	    1.176318	    0.897993	    1.230335	    2.536202	    1.967651	    1.888304	    1.735103	    1.298085	    1.261158
     0.275	0	0	    0	    0.606546	    0.585489	    0.623026	    1.723507	    1.327993	    1.836728	    2.396124	    2.077821	    2.228275	    0.159762	    0.121920	    0.115511	    1.172656	    0.897383	    1.237049	    2.545357	    1.966735	    1.891356	    1.743648	    1.306020	    1.266957
     0.330	0	0	    0	    0.605631	    0.587625	    0.623026	    1.723201	    1.331350	    1.830930	    2.419928	    2.054932	    2.207828	    0.160983	    0.122530	    0.115206	    1.171435	    0.900740	    1.238880	    2.552682	    1.979858	    1.901732	    1.751583	    1.311818	    1.267262
     0.385	0	0	    0	    0.608682	    0.590677	    0.625162	    1.726864	    1.334707	    1.839780	    2.411078	    2.061646	    2.230716	    0.159762	    0.122225	    0.115816	    1.177234	    0.906233	    1.243763	    2.568246	    1.982910	    1.889220	    1.756771	    1.314565	    1.269398
     0.440	0	0	    0	    0.611429	    0.590982	    0.627909	    1.733577	    1.337758	    1.841306	    2.437018	    2.068055	    2.238651	    0.159762	    0.122530	    0.116121	    1.184863	    0.905623	    1.243763	    2.552071	    1.985351	    1.909667	    1.755550	    1.318837	    1.280690
     0.495	0	0	    0	    0.612955	    0.592813	    0.626383	    1.734188	    1.335927	    1.850462	    2.450446	    2.057679	    2.231327	    0.161593	    0.123445	    0.116426	    1.184558	    0.903182	    1.244984	    2.558480	    2.004273	    1.920043	    1.760433	    1.323720	    1.289540
     0.550	0	0	    0	    0.608682	    0.590677	    0.623026	    1.739071	    1.335317	    1.850767	    2.415656	    2.068971	    2.214542	    0.161288	    0.122530	    0.115816	    1.185779	    0.902266	    1.249256	    2.553597	    1.986267	    1.902953	    1.765316	    1.319753	    1.284352
     0.605	0	0	    0	    0.601968	    0.586404	    0.619059	    1.732052	    1.330434	    1.831846	    2.391852	    2.068055	    2.218814	    0.160067	    0.121614	    0.114595	    1.182422	    0.899825	    1.237659	    2.535286	    1.967956	    1.888609	    1.739071	    1.303273	    1.264515
     0.660	0	0	    0	    0.603494	    0.585794	    0.618448	    1.723201	    1.326467	    1.826047	    2.406195	    2.038148	    2.227054	    0.160067	    0.121309	    0.114900	    1.171435	    0.894026	    1.227893	    2.556954	    1.971008	    1.879759	    1.741207	    1.303273	    1.259632
     0.715	0	0	    0	    0.605020	    0.583047	    0.617227	    1.717098	    1.321889	    1.819028	    2.413214	    2.053101	    2.200809	    0.158541	    0.121614	    0.114290	    1.165332	    0.894942	    1.221790	    2.551156	    1.983825	    1.890135	    1.735409	    1.298695	    1.258412
     0.770	0	0	    0	    0.603799	    0.581827	    0.618753	    1.711604	    1.320363	    1.823606	    2.406806	    2.047913	    2.210575	    0.160067	    0.121004	    0.113985	    1.170825	    0.894331	    1.228809	    2.550851	    1.974670	    1.885557	    1.741817	    1.299916	    1.259022
     0.825	0	0	    0	    0.603494	    0.583047	    0.619669	    1.724117	    1.322194	    1.817502	    2.408942	    2.037537	    2.214847	    0.158846	    0.120699	    0.114595	    1.177234	    0.899214	    1.225452	    2.537118	    1.959716	    1.878843	    1.740597	    1.309071	    1.256886
     0.880	0	0	    0	    0.605631	    0.585489	    0.618753	    1.720455	    1.324331	    1.823606	    2.411688	    2.041505	    2.217288	    0.159457	    0.122835	    0.114900	    1.174182	    0.898299	    1.233692	    2.540169	    1.976806	    1.890135	    1.740291	    1.310292	    1.269398
     0.935	0	0	    0	    0.605631	    0.586709	    0.619669	    1.718624	    1.321584	    1.830320	    2.411994	    2.043030	    2.204776	    0.160067	    0.122530	    0.114900	    1.177539	    0.897688	    1.237354	    2.542916	    1.977111	    1.902037	    1.746700	    1.312734	    1.271839
     0.990	0	0	    0	    0.606851	    0.589761	    0.622416	    1.724727	    1.325246	    1.831540	    2.429084	    2.080568	    2.245975	    0.160678	    0.122835	    0.115511	    1.180591	    0.901045	    1.238575	    2.551766	    1.979553	    1.898680	    1.754330	    1.312734	    1.276417
     1.045	0	0	    0	    0.607462	    0.591897	    0.624552	    1.725948	    1.328603	    1.830320	    2.424201	    2.097963	    2.244755	    0.161288	    0.123140	    0.115511	    1.181506	    0.904402	    1.241016	    2.559701	    2.009461	    1.922789	    1.756161	    1.322194	    1.277028
     1.100	0	0	    0	    0.611429	    0.589761	    0.625467	    1.734493	    1.333181	    1.836118	    2.446784	    2.076295	    2.236210	    0.160678	    0.122530	    0.115816	    1.187915	    0.908370	    1.240711	    2.572213	    2.003662	    1.916686	    1.765011	    1.326467	    1.284962
     1.155	0	0	    0	    0.612345	    0.594339	    0.626993	    1.736324	    1.336843	    1.845579	    2.467231	    2.088808	    2.242008	    0.160983	    0.124056	    0.116732	    1.188220	    0.904707	    1.249561	    2.602121	    2.011597	    1.930724	    1.769589	    1.324941	    1.288319
     1.210	0	0	    0	    0.610819	    0.592508	    0.624857	    1.735409	    1.332876	    1.846799	    2.452583	    2.069276	    2.226444	    0.160983	    0.122225	    0.115511	    1.184863	    0.904402	    1.248646	    2.593881	    2.009155	    1.898680	    1.769589	    1.327993	    1.280385
     1.265	0	0	    0	    0.605020	    0.586099	    0.618143	    1.728389	    1.323415	    1.824216	    2.408331	    2.068666	    2.218509	    0.161593	    0.122225	    0.114595	    1.182116	    0.893416	    1.234302	    2.537118	    1.994507	    1.907225	    1.742428	    1.308766	    1.262074
     1.320	0	0	    0	    0.602884	    0.584878	    0.616922	    1.719539	    1.320363	    1.822995	    2.410163	    2.027771	    2.187381	    0.159457	    0.120699	    0.114290	    1.174792	    0.890669	    1.228504	    2.529488	    1.979553	    1.873655	    1.738460	    1.306020	    1.256886
     1.375	0	0	    0	    0.604105	    0.583963	    0.614481	    1.714351	    1.319753	    1.819944	    2.392767	    2.039673	    2.183413	    0.158846	    0.121004	    0.115206	    1.167468	    0.888533	    1.224231	    2.517586	    1.956054	    1.893492	    1.739986	    1.295033	    1.255360
     1.430	0	0	    0	    0.605325	    0.584878	    0.617533	    1.713436	    1.317922	    1.815671	    2.399481	    2.056153	    2.197147	    0.159152	    0.121309	    0.114900	    1.170825	    0.888838	    1.229114	    2.551766	    1.954528	    1.867247	    1.746700	    1.300526	    1.258412
     1.485	0	0	    0	    0.605325	    0.581216	    0.618448	    1.718013	    1.317617	    1.811704	    2.409247	    2.038148	    2.201114	    0.159152	    0.122225	    0.114290	    1.175402	    0.894331	    1.222095	    2.545968	    1.981994	    1.882811	    1.745785	    1.306020	    1.263600
     1.540	0	0	    0	    0.605020	    0.584268	    0.619364	    1.719234	    1.319753	    1.821164	    2.425116	    2.045167	    2.205081	    0.160372	    0.121920	    0.114595	    1.177234	    0.895247	    1.230640	    2.551461	    1.967346	    1.886168	    1.750362	    1.309377	    1.266957
     1.595	0	0	    0	    0.605631	    0.584573	    0.619364	    1.720150	    1.317922	    1.822995	    2.410773	    2.074159	    2.207523	    0.160372	    0.121309	    0.114595	    1.176928	    0.897383	    1.236439	    2.541085	    1.973449	    1.903563	    1.752193	    1.309071	    1.269093
     1.650	0	0	    0	    0.607156	    0.588846	    0.621195	    1.719539	    1.323720	    1.827268	    2.423285	    2.054627	    2.229191	    0.160678	    0.121614	    0.114900	    1.180896	    0.898604	    1.238270	    2.563668	    2.000305	    1.907530	    1.757382	    1.315480	    1.273365
     1.705	0	0	    0	    0.608072	    0.589456	    0.622721	    1.728695	    1.322499	    1.826963	    2.429084	    2.080568	    2.230106	    0.160372	    0.122225	    0.115511	    1.185168	    0.901045	    1.242847	    2.583505	    2.010986	    1.904479	    1.761349	    1.323415	    1.281910
     1.760	0	0	    0	    0.609598	    0.590066	    0.625467	    1.730220	    1.328298	    1.833982	    2.440986	    2.068055	    2.249332	    0.160983	    0.122225	    0.115511	    1.185168	    0.906844	    1.239185	    2.573739	    2.013428	    1.924926	    1.763180	    1.324331	    1.283131
     1.815	0	0	    0	    0.612345	    0.591897	    0.626078	    1.729915	    1.332876	    1.838560	    2.462959	    2.088197	    2.259403	    0.161593	    0.122530	    0.116426	    1.185473	    0.907759	    1.244678	    2.592355	    2.021668	    1.934386	    1.773556	    1.329213	    1.288930
     1.870	0	0	    0	    0.612345	    0.593729	    0.630961	    1.730220	    1.334096	    1.844358	    2.474250	    2.095216	    2.274052	    0.162814	    0.123751	    0.115816	    1.186999	    0.905318	    1.247730	    2.616159	    2.037537	    1.924010	    1.785153	    1.336233	    1.284352
     1.925	0	0	    0	    0.607767	    0.587930	    0.624857	    1.737545	    1.337758	    1.841306	    2.441596	    2.084535	    2.227970	    0.161288	    0.123751	    0.116121	    1.190356	    0.905318	    1.240711	    2.608225	    2.021057	    1.925841	    1.768368	    1.328298	    1.280995
     1.980	0	0	    0	    0.605936	    0.584573	    0.618143	    1.727169	    1.322194	    1.826963	    2.429694	    2.055543	    2.230716	    0.160372	    0.121920	    0.114900	    1.180285	    0.898299	    1.233997	    2.536812	    1.972229	    1.913634	    1.746090	    1.308461	    1.266346
     2.035	0	0	    0	    0.601968	    0.579995	    0.614481	    1.715572	    1.314870	    1.819333	    2.409247	    2.038453	    2.196841	    0.159762	    0.121309	    0.114900	    1.172045	    0.894942	    1.224231	    2.559396	    1.978332	    1.903868	    1.739376	    1.304189	    1.261769
     2.090	0	0	    0	    0.602579	    0.582742	    0.613260	    1.713436	    1.311513	    1.808652	    2.428779	    2.059815	    2.221866	    0.159457	    0.121309	    0.113069	    1.169909	    0.883955	    1.222400	    2.562448	    1.975280	    1.880980	    1.739376	    1.295033	    1.251087
     2.145	0	0	    0	    0.600443	    0.582742	    0.613870	    1.713130	    1.311513	    1.804074	    2.419013	    2.070192	    2.219425	    0.159762	    0.121004	    0.114290	    1.173877	    0.886397	    1.217823	    2.552682	    1.992370	    1.893797	    1.745174	    1.300221	    1.254139
     2.200	0	0	    0	    0.602884	    0.581521	    0.615396	    1.706722	    1.317006	    1.804685	    2.432746	    2.042725	    2.225528	    0.158541	    0.120699	    0.114595	    1.173877	    0.896468	    1.223621	    2.552987	    1.981689	    1.895323	    1.741207	    1.301137	    1.260548
     2.255	0	0	    0	    0.605631	    0.582742	    0.616617	    1.710994	    1.312734	    1.814450	    2.433967	    2.063172	    2.224002	    0.160372	    0.121309	    0.114290	    1.175097	    0.891279	    1.229725	    2.551766	    1.989624	    1.889525	    1.749447	    1.307240	    1.260243
     2.310	0	0	    0	    0.602579	    0.583963	    0.617838	    1.712825	    1.313344	    1.811704	    2.422370	    2.065919	    2.215763	    0.159762	    0.121309	    0.114595	    1.179675	    0.894331	    1.226368	    2.565805	    1.980468	    1.915465	    1.744564	    1.302358	    1.262989
     2.365	0	0	    0	    0.607462	    0.583658	    0.621500	    1.717708	    1.317311	    1.817502	    2.433967	    2.093080	    2.234379	    0.160372	    0.122225	    0.115511	    1.183032	    0.898604	    1.230640	    2.587778	    1.997559	    1.892882	    1.757076	    1.313649	    1.268788
     2.420	0	0	    0	    0.606851	    0.586709	    0.621195	    1.721675	    1.324025	    1.823911	    2.434577	    2.066529	    2.236820	    0.160983	    0.121920	    0.115511	    1.186389	    0.901961	    1.239490	    2.585946	    1.997559	    1.915465	    1.755550	    1.312734	    1.274891
     2.475	0	0	    0	    0.609903	    0.588235	    0.619364	    1.721675	    1.319142	    1.830625	    2.451057	    2.077211	    2.241703	    0.160983	    0.122225	    0.114900	    1.186084	    0.903182	    1.240406	    2.584726	    1.991455	    1.924926	    1.763180	    1.318227	    1.277943
