
0   2   1   4
   0.0000000e+00	   4.4619993e-01	   1.3001205e+00	  -1.8510886e-01	
   5.5000000e-02	   4.1680443e-01	   1.3025177e+00	  -1.8437359e-01	
   1.1000000e-01	   3.8673531e-01	   1.3058365e+00	  -1.8462167e-01	
   1.6500000e-01	   3.5649113e-01	   1.3099587e+00	  -1.8559867e-01	
   2.2000000e-01	   3.2654886e-01	   1.3147636e+00	  -1.8705480e-01	
   2.7500000e-01	   2.9734759e-01	   1.3201371e+00	  -1.8876256e-01	
   3.3000000e-01	   2.6927600e-01	   1.3259776e+00	  -1.9053193e-01	
   3.8500000e-01	   2.4266328e-01	   1.3321978e+00	  -1.9221939e-01	
   4.4000000e-01	   2.1777372e-01	   1.3387236e+00	  -1.9372996e-01	
   4.9500000e-01	   1.9480666e-01	   1.3454926e+00	  -1.9501213e-01	
   5.5000000e-01	   1.7390230e-01	   1.3524551e+00	  -1.9604722e-01	
   6.0500000e-01	   1.5515132e-01	   1.3595792e+00	  -1.9683612e-01	
   6.6000000e-01	   1.3860459e-01	   1.3668576e+00	  -1.9738633e-01	
   7.1500000e-01	   1.2428068e-01	   1.3743133e+00	  -1.9770117e-01	
   7.7000000e-01	   1.1217040e-01	   1.3820013e+00	  -1.9777228e-01	
   8.2500000e-01	   1.0223877e-01	   1.3900032e+00	  -1.9757704e-01	
   8.8000000e-01	   9.4425258e-02	   1.3984189e+00	  -1.9708163e-01	
   9.3500000e-01	   8.8642869e-02	   1.4073569e+00	  -1.9624802e-01	
   9.9000000e-01	   8.4776704e-02	   1.4169247e+00	  -1.9504305e-01	
   1.0450000e+00	   8.2683456e-02	   1.4272188e+00	  -1.9344664e-01	
   1.1000000e+00	   8.2194150e-02	   1.4383164e+00	  -1.9145538e-01	
   1.1550000e+00	   8.3121776e-02	   1.4502715e+00	  -1.8907826e-01	
   1.2100000e+00	   8.5272996e-02	   1.4631163e+00	  -1.8632482e-01	
   1.2650000e+00	   8.8461314e-02	   1.4768654e+00	  -1.8318988e-01	
   1.3200000e+00	   9.2519227e-02	   1.4915223e+00	  -1.7964140e-01	
   1.3750000e+00	   9.7307510e-02	   1.5070844e+00	  -1.7561610e-01	
   1.4300000e+00	   1.0271985e-01	   1.5235449e+00	  -1.7102428e-01	
   1.4850000e+00	   1.0868189e-01	   1.5408916e+00	  -1.6576188e-01	
   1.5400000e+00	   1.1514533e-01	   1.5591015e+00	  -1.5972599e-01	
   1.5950000e+00	   1.2207884e-01	   1.5781339e+00	  -1.5282950e-01	
   1.6500000e+00	   1.2945819e-01	   1.5979243e+00	  -1.4501259e-01	
   1.7050000e+00	   1.3725744e-01	   1.6183790e+00	  -1.3624957e-01	
   1.7600000e+00	   1.4544381e-01	   1.6393751e+00	  -1.2654961e-01	
   1.8150000e+00	   1.5397787e-01	   1.6607657e+00	  -1.1594955e-01	
   1.8700000e+00	   1.6281874e-01	   1.6823923e+00	  -1.0450074e-01	
   1.9250000e+00	   1.7193121e-01	   1.7040981e+00	  -9.2255090e-02	
   1.9800000e+00	   1.8129082e-01	   1.7257372e+00	  -7.9254748e-02	
   2.0350000e+00	   1.9088568e-01	   1.7471796e+00	  -6.5526962e-02	
   2.0900000e+00	   2.0071511e-01	   1.7683107e+00	  -5.1083662e-02	
   2.1450000e+00	   2.1078551e-01	   1.7890288e+00	  -3.5925893e-02	
   2.2000000e+00	   2.2110392e-01	   1.8092421e+00	  -2.0052487e-02	
   2.2550000e+00	   2.3167041e-01	   1.8288654e+00	  -3.4706723e-03	
   2.3100000e+00	   2.4247059e-01	   1.8478157e+00	   1.3793825e-02	
   2.3650000e+00	   2.5346946e-01	   1.8660104e+00	   3.1688884e-02	
   2.4200000e+00	   2.6460829e-01	   1.8833674e+00	   5.0133162e-02	
   2.4750000e+00	   2.7580695e-01	   1.8998108e+00	   6.9021431e-02	
   2.5300000e+00	   2.8697183e-01	   1.9152787e+00	   8.8237250e-02	
   2.5850000e+00	   2.9800675e-01	   1.9297329e+00	   1.0766787e-01	
   2.6400000e+00	   3.0882307e-01	   1.9431663e+00	   1.2721659e-01	
   2.6950000e+00	   3.1934619e-01	   1.9556063e+00	   1.4681079e-01	
   2.7500000e+00	   3.2951713e-01	   1.9671126e+00	   1.6640558e-01	
   2.8050000e+00	   3.3928974e-01	   1.9777681e+00	   1.8598239e-01	
   2.8600000e+00	   3.4862484e-01	   1.9876682e+00	   2.0554189e-01	
   2.9150000e+00	   3.5748281e-01	   1.9969105e+00	   2.2509173e-01	
   2.9700000e+00	   3.6581586e-01	   2.0055875e+00	   2.4463147e-01	
   3.0250000e+00	   3.7356166e-01	   2.0137827e+00	   2.6413818e-01	
   3.0800000e+00	   3.8064064e-01	   2.0215675e+00	   2.8355513e-01	
   3.1350000e+00	   3.8695855e-01	   2.0290035e+00	   3.0278573e-01	
   3.1900000e+00	   3.9241428e-01	   2.0361481e+00	   3.2169516e-01	
   3.2450000e+00	   3.9691197e-01	   2.0430630e+00	   3.4012146e-01	
   3.3000000e+00	   4.0037511e-01	   2.0498218e+00	   3.5789490e-01	
   3.3550000e+00	   4.0276012e-01	   2.0565142e+00	   3.7486087e-01	
   3.4100000e+00	   4.0406643e-01	   2.0632461e+00	   3.9089948e-01	
