time	S1_D1_HbO	S1_D2_HbO	
   1.6841000e+02	  -9.5178153e-01	  -5.9159323e-01	
   1.6846500e+02	  -1.0949662e+00	  -6.4400542e-01	
   1.6852000e+02	  -1.3272576e+00	  -7.2836196e-01	
   1.6857500e+02	  -1.5393496e+00	  -8.4416938e-01	
   1.6863000e+02	  -1.6581008e+00	  -9.5910989e-01	
   1.6868500e+02	  -1.6886508e+00	  -1.0150973e+00	
   1.6874000e+02	  -1.6755785e+00	  -9.7062242e-01	
   1.6879500e+02	  -1.6662533e+00	  -8.5082477e-01	
   1.6885000e+02	  -1.6817981e+00	  -7.3475480e-01	
   1.6890500e+02	  -1.6899434e+00	  -6.8029723e-01	
   1.6896000e+02	  -1.6345267e+00	  -6.8042030e-01	
   1.6901500e+02	  -1.5177840e+00	  -6.9916474e-01	
   1.6907000e+02	  -1.4333298e+00	  -7.2455320e-01	
   1.6912500e+02	  -1.4891133e+00	  -7.7029086e-01	
   1.6918000e+02	  -1.6942319e+00	  -8.4317616e-01	
   1.6923500e+02	  -1.9411546e+00	  -9.3174272e-01	
   1.6929000e+02	  -2.1046557e+00	  -1.0174486e+00	
   1.6934500e+02	  -2.1319965e+00	  -1.0724653e+00	
   1.6940000e+02	  -2.0396573e+00	  -1.0605656e+00	
   1.6945500e+02	  -1.8787297e+00	  -9.7207057e-01	
   1.6951000e+02	  -1.7247232e+00	  -8.4697173e-01	
   1.6956500e+02	  -1.6523222e+00	  -7.4025443e-01	
   1.6962000e+02	  -1.6835116e+00	  -6.7877972e-01	
   1.6967500e+02	  -1.7689304e+00	  -6.6378687e-01	
   1.6973000e+02	  -1.8299945e+00	  -6.8942731e-01	
   1.6978500e+02	  -1.8225574e+00	  -7.4181500e-01	
   1.6984000e+02	  -1.7683690e+00	  -8.0042843e-01	
   1.6989500e+02	  -1.7278148e+00	  -8.5562057e-01	
   1.6995000e+02	  -1.7416469e+00	  -9.1387172e-01	
   1.7000500e+02	  -1.8027957e+00	  -9.8170087e-01	
   1.7006000e+02	  -1.8738766e+00	  -1.0509044e+00	
   1.7011500e+02	  -1.9125095e+00	  -1.0928362e+00	
   1.7017000e+02	  -1.8876455e+00	  -1.0666643e+00	
   1.7022500e+02	  -1.7941471e+00	  -9.5602389e-01	
   1.7028000e+02	  -1.6566516e+00	  -8.0376250e-01	
   1.7033500e+02	  -1.5197592e+00	  -6.8641755e-01	
   1.7039000e+02	  -1.4340798e+00	  -6.4313064e-01	
   1.7044500e+02	  -1.4286091e+00	  -6.4361916e-01	
   1.7050000e+02	  -1.4758732e+00	  -6.3411017e-01	
   1.7055500e+02	  -1.5081238e+00	  -6.0461239e-01	
   1.7061000e+02	  -1.4970219e+00	  -5.9844050e-01	
   1.7066500e+02	  -1.4939322e+00	  -6.5612662e-01	
   1.7072000e+02	  -1.5631966e+00	  -7.6575473e-01	
   1.7077500e+02	  -1.6981262e+00	  -8.7769221e-01	
   1.7083000e+02	  -1.8260799e+00	  -9.4802238e-01	
   1.7088500e+02	  -1.8797682e+00	  -9.4973129e-01	
   1.7094000e+02	  -1.8452828e+00	  -8.6966875e-01	
   1.7099500e+02	  -1.7487425e+00	  -7.3147951e-01	
   1.7105000e+02	  -1.6190553e+00	  -6.0463862e-01	
   1.7110500e+02	  -1.4738448e+00	  -5.4900583e-01	
   1.7116000e+02	  -1.3278724e+00	  -5.5308188e-01	
   1.7121500e+02	  -1.2030153e+00	  -5.5832041e-01	
   1.7127000e+02	  -1.1261703e+00	  -5.3801631e-01	
   1.7132500e+02	  -1.1067869e+00	  -5.1921800e-01	
   1.7138000e+02	  -1.1167310e+00	  -5.3331100e-01	
   1.7143500e+02	  -1.1063214e+00	  -5.8451156e-01	
   1.7149000e+02	  -1.0501006e+00	  -6.6994947e-01	
   1.7154500e+02	  -9.8036104e-01	  -7.9003530e-01	
   1.7160000e+02	  -9.5926972e-01	  -9.2000621e-01	
   1.7165500e+02	  -1.0028649e+00	  -9.9790531e-01	
   1.7171000e+02	  -1.0586313e+00	  -9.6764524e-01	
   1.7176500e+02	  -1.0765111e+00	  -8.3343731e-01	
   1.7182000e+02	  -1.0661266e+00	  -6.6369740e-01	
   1.7187500e+02	  -1.0621953e+00	  -5.3938980e-01	
   1.7193000e+02	  -1.0750108e+00	  -4.9571220e-01	
   1.7198500e+02	  -1.0989965e+00	  -5.0822207e-01	
   1.7204000e+02	  -1.1258263e+00	  -5.2985279e-01	
   1.7209500e+02	  -1.1280940e+00	  -5.3939769e-01	
   1.7215000e+02	  -1.0778663e+00	  -5.5500646e-01	
   1.7220500e+02	  -1.0067639e+00	  -6.0294830e-01	
   1.7226000e+02	  -1.0091532e+00	  -6.8240224e-01	
   1.7231500e+02	  -1.1514210e+00	  -7.6855373e-01	
   1.7237000e+02	  -1.3877122e+00	  -8.3823555e-01	
   1.7242500e+02	  -1.5817497e+00	  -8.7261005e-01	
   1.7248000e+02	  -1.6103125e+00	  -8.4239388e-01	
   1.7253500e+02	  -1.4552072e+00	  -7.2651856e-01	
   1.7259000e+02	  -1.2170413e+00	  -5.5896640e-01	
   1.7264500e+02	  -1.0402576e+00	  -4.2492691e-01	
   1.7270000e+02	  -1.0063309e+00	  -3.8470515e-01	
   1.7275500e+02	  -1.0833518e+00	  -4.1893439e-01	
   1.7281000e+02	  -1.1675342e+00	  -4.6642530e-01	
   1.7286500e+02	  -1.1738161e+00	  -4.9587563e-01	
   1.7292000e+02	  -1.1018673e+00	  -5.2109651e-01	
   1.7297500e+02	  -1.0281870e+00	  -5.6552681e-01	
   1.7303000e+02	  -1.0347455e+00	  -6.3425307e-01	
   1.7308500e+02	  -1.1338899e+00	  -7.0653495e-01	
   1.7314000e+02	  -1.2483772e+00	  -7.3794023e-01	
   1.7319500e+02	  -1.2717436e+00	  -6.8611981e-01	
   1.7325000e+02	  -1.1725883e+00	  -5.5545492e-01	
   1.7330500e+02	  -1.0336233e+00	  -4.0702068e-01	
   1.7336000e+02	  -9.5959771e-01	  -3.0848877e-01	
   1.7341500e+02	  -9.6537149e-01	  -2.8023031e-01	
   1.7347000e+02	  -9.9544981e-01	  -2.9683448e-01	
   1.7352500e+02	  -1.0197271e+00	  -3.2581564e-01	
   1.7358000e+02	  -1.0484963e+00	  -3.5265422e-01	
   1.7363500e+02	  -1.0857637e+00	  -3.8105466e-01	
   1.7369000e+02	  -1.1368952e+00	  -4.2466887e-01	
   1.7374500e+02	  -1.2391144e+00	  -4.9508698e-01	
   1.7380000e+02	  -1.4146298e+00	  -5.8647966e-01	
   1.7385500e+02	  -1.5924281e+00	  -6.6624996e-01	
   1.7391000e+02	  -1.6304104e+00	  -6.8265523e-01	
   1.7396500e+02	  -1.4432569e+00	  -5.9676054e-01	
   1.7402000e+02	  -1.0979071e+00	  -4.2291850e-01	
   1.7407500e+02	  -7.7353591e-01	  -2.3244460e-01	
   1.7413000e+02	  -6.2728099e-01	  -1.0635142e-01	
   1.7418500e+02	  -6.8611576e-01	  -8.3662034e-02	
   1.7424000e+02	  -8.4933084e-01	  -1.4575295e-01	
   1.7429500e+02	  -9.8522032e-01	  -2.3620940e-01	
   1.7435000e+02	  -1.0292101e+00	  -3.0319412e-01	
   1.7440500e+02	  -1.0103646e+00	  -3.3903483e-01	
   1.7446000e+02	  -1.0010945e+00	  -3.8045380e-01	
   1.7451500e+02	  -1.0369007e+00	  -4.6579244e-01	
   1.7457000e+02	  -1.0857661e+00	  -5.9328086e-01	
   1.7462500e+02	  -1.0991598e+00	  -7.2007881e-01	
   1.7468000e+02	  -1.0702030e+00	  -7.9177736e-01	
   1.7473500e+02	  -1.0310042e+00	  -7.7042888e-01	
   1.7479000e+02	  -1.0176230e+00	  -6.5436032e-01	
   1.7484500e+02	  -1.0475655e+00	  -4.8666796e-01	
   1.7490000e+02	  -1.1055098e+00	  -3.3127193e-01	
   1.7495500e+02	  -1.1320276e+00	  -2.2728683e-01	
   1.7501000e+02	  -1.0587690e+00	  -1.7283451e-01	
   1.7506500e+02	  -8.9880638e-01	  -1.5197620e-01	
   1.7512000e+02	  -7.7507700e-01	  -1.6099721e-01	
   1.7517500e+02	  -8.0021676e-01	  -2.0420983e-01	
   1.7523000e+02	  -9.3918789e-01	  -2.7561086e-01	
   1.7528500e+02	  -1.0438574e+00	  -3.5297265e-01	
   1.7534000e+02	  -1.0222965e+00	  -4.1409544e-01	
   1.7539500e+02	  -9.3025957e-01	  -4.6146167e-01	
   1.7545000e+02	  -8.9188182e-01	  -5.2335781e-01	
   1.7550500e+02	  -9.6441127e-01	  -6.1640489e-01	
   1.7556000e+02	  -1.0885523e+00	  -7.0346244e-01	
   1.7561500e+02	  -1.1552547e+00	  -7.0648106e-01	
   1.7567000e+02	  -1.1131011e+00	  -5.8398750e-01	
   1.7572500e+02	  -1.0028433e+00	  -3.9122210e-01	
   1.7578000e+02	  -8.8910027e-01	  -2.3828161e-01	
   1.7583500e+02	  -7.8709741e-01	  -1.8711530e-01	
   1.7589000e+02	  -6.7726392e-01	  -2.1158469e-01	
   1.7594500e+02	  -5.7067144e-01	  -2.5755316e-01	
   1.7600000e+02	  -5.2258365e-01	  -3.1161133e-01	
   1.7605500e+02	  -5.7397441e-01	  -3.9622731e-01	
   1.7611000e+02	  -7.0430887e-01	  -5.1877607e-01	
   1.7616500e+02	  -8.5596042e-01	  -6.4941542e-01	
   1.7622000e+02	  -9.8253517e-01	  -7.4467986e-01	
   1.7627500e+02	  -1.0543517e+00	  -7.7562072e-01	
   1.7633000e+02	  -1.0545797e+00	  -7.3571536e-01	
   1.7638500e+02	  -1.0146350e+00	  -6.4058309e-01	
   1.7644000e+02	  -1.0154423e+00	  -5.2382176e-01	
   1.7649500e+02	  -1.0892572e+00	  -4.1824755e-01	
   1.7655000e+02	  -1.1422510e+00	  -3.3895056e-01	
   1.7660500e+02	  -1.0449894e+00	  -2.9412132e-01	
   1.7666000e+02	  -8.0687951e-01	  -2.9902471e-01	
   1.7671500e+02	  -6.0426999e-01	  -3.5885375e-01	
   1.7677000e+02	  -6.0515907e-01	  -4.5036122e-01	
   1.7682500e+02	  -7.9928595e-01	  -5.4235707e-01	
   1.7688000e+02	  -1.0327245e+00	  -6.2746752e-01	
   1.7693500e+02	  -1.1713896e+00	  -7.1379272e-01	
   1.7699000e+02	  -1.1806436e+00	  -7.8606450e-01	
   1.7704500e+02	  -1.0878274e+00	  -7.9980757e-01	
   1.7710000e+02	  -9.4683443e-01	  -7.2845777e-01	
   1.7715500e+02	  -8.2629434e-01	  -5.9848687e-01	
   1.7721000e+02	  -7.7218885e-01	  -4.6454550e-01	
   1.7726500e+02	  -7.8416231e-01	  -3.6909780e-01	
   1.7732000e+02	  -8.4281359e-01	  -3.3427831e-01	
   1.7737500e+02	  -9.2702421e-01	  -3.6271257e-01	
   1.7743000e+02	  -9.9806209e-01	  -4.2924871e-01	
   1.7748500e+02	  -1.0161229e+00	  -4.9406598e-01	
   1.7754000e+02	  -9.9749399e-01	  -5.3783622e-01	
   1.7759500e+02	  -1.0221218e+00	  -5.7389378e-01	
   1.7765000e+02	  -1.1482008e+00	  -6.2647364e-01	
   1.7770500e+02	  -1.3326746e+00	  -7.0936420e-01	
   1.7776000e+02	  -1.4666671e+00	  -8.1862780e-01	
   1.7781500e+02	  -1.4704002e+00	  -9.2076426e-01	
   1.7787000e+02	  -1.3282876e+00	  -9.4823957e-01	
   1.7792500e+02	  -1.0748320e+00	  -8.4514418e-01	
   1.7798000e+02	  -7.9247596e-01	  -6.3440077e-01	
   1.7803500e+02	  -5.9150572e-01	  -4.1085434e-01	
   1.7809000e+02	  -5.4150637e-01	  -2.5642318e-01	
   1.7814500e+02	  -6.1647024e-01	  -1.8715479e-01	
   1.7820000e+02	  -7.1591893e-01	  -1.8278457e-01	
   1.7825500e+02	  -7.3845527e-01	  -2.2809801e-01	
   1.7831000e+02	  -6.4128236e-01	  -3.0845647e-01	
   1.7836500e+02	  -4.5808227e-01	  -3.9641486e-01	
   1.7842000e+02	  -2.9303573e-01	  -4.7062802e-01	
   1.7847500e+02	  -2.8049755e-01	  -5.3618086e-01	
   1.7853000e+02	  -4.8710156e-01	  -6.1012875e-01	
   1.7858500e+02	  -8.2850632e-01	  -6.9308524e-01	
   1.7864000e+02	  -1.1098684e+00	  -7.5737690e-01	
   1.7869500e+02	  -1.1694840e+00	  -7.5547296e-01	
   1.7875000e+02	  -9.9150320e-01	  -6.5146052e-01	
   1.7880500e+02	  -6.9593862e-01	  -4.6514993e-01	
   1.7886000e+02	  -4.3639256e-01	  -2.7890960e-01	
   1.7891500e+02	  -3.0125576e-01	  -1.7794878e-01	
   1.7897000e+02	  -2.8360513e-01	  -1.7871454e-01	
   1.7902500e+02	  -3.2190871e-01	  -2.2646332e-01	
   1.7908000e+02	  -3.6361404e-01	  -2.6355597e-01	
   1.7913500e+02	  -3.9501812e-01	  -2.8541632e-01	
   1.7919000e+02	  -4.2880927e-01	  -3.2413564e-01	
   1.7924500e+02	  -4.8249031e-01	  -3.9780148e-01	
   1.7930000e+02	  -5.6684212e-01	  -4.9492330e-01	
   1.7935500e+02	  -6.7162757e-01	  -5.9271512e-01	
   1.7941000e+02	  -7.4448348e-01	  -6.6217280e-01	
   1.7946500e+02	  -7.0864485e-01	  -6.6341144e-01	
   1.7952000e+02	  -5.4500138e-01	  -5.7215083e-01	
   1.7957500e+02	  -3.4192189e-01	  -4.1754591e-01	
   1.7963000e+02	  -2.1841572e-01	  -2.7096342e-01	
   1.7968500e+02	  -2.1508329e-01	  -1.9207569e-01	
   1.7974000e+02	  -2.9375705e-01	  -1.9319314e-01	
   1.7979500e+02	  -4.0548631e-01	  -2.4762309e-01	
   1.7985000e+02	  -5.1420351e-01	  -3.1998478e-01	
   1.7990500e+02	  -5.9014516e-01	  -3.9040671e-01	
   1.7996000e+02	  -6.3601364e-01	  -4.6020665e-01	
   1.8001500e+02	  -7.0021942e-01	  -5.3831820e-01	
   1.8007000e+02	  -8.1633532e-01	  -6.1684057e-01	
   1.8012500e+02	  -9.4475976e-01	  -6.5993158e-01	
   1.8018000e+02	  -1.0028451e+00	  -6.2936063e-01	
   1.8023500e+02	  -9.3133487e-01	  -5.2689767e-01	
   1.8029000e+02	  -7.3327262e-01	  -3.9899417e-01	
   1.8034500e+02	  -4.9262150e-01	  -2.9395369e-01	
   1.8040000e+02	  -3.4465033e-01	  -2.2911439e-01	
   1.8045500e+02	  -3.7454190e-01	  -2.0293614e-01	
   1.8051000e+02	  -5.4003565e-01	  -2.1591190e-01	
   1.8056500e+02	  -7.1512572e-01	  -2.6466717e-01	
   1.8062000e+02	  -8.0586533e-01	  -3.2881351e-01	
   1.8067500e+02	  -8.1016832e-01	  -3.8237064e-01	
   1.8073000e+02	  -7.7284477e-01	  -4.2045192e-01	
   1.8078500e+02	  -7.2965221e-01	  -4.6450257e-01	
   1.8084000e+02	  -7.1817592e-01	  -5.3353647e-01	
   1.8089500e+02	  -7.7452395e-01	  -6.1195563e-01	
   1.8095000e+02	  -8.6670520e-01	  -6.5108785e-01	
   1.8100500e+02	  -8.8855755e-01	  -6.0662302e-01	
   1.8106000e+02	  -7.7278891e-01	  -4.7857134e-01	
   1.8111500e+02	  -5.7636225e-01	  -3.1444471e-01	
   1.8117000e+02	  -4.1829660e-01	  -1.7176895e-01	
   1.8122500e+02	  -3.6064577e-01	  -8.3249639e-02	
   1.8128000e+02	  -3.8714809e-01	  -5.8560906e-02	
   1.8133500e+02	  -4.7255385e-01	  -9.8288369e-02	
   1.8139000e+02	  -6.1291292e-01	  -1.8620387e-01	
   1.8144500e+02	  -7.8658507e-01	  -2.8451897e-01	
   1.8150000e+02	  -9.4293570e-01	  -3.6580883e-01	
   1.8155500e+02	  -1.0516837e+00	  -4.4068502e-01	
   1.8161000e+02	  -1.1306193e+00	  -5.3019732e-01	
   1.8166500e+02	  -1.2091359e+00	  -6.2249744e-01	
   1.8172000e+02	  -1.2833080e+00	  -6.7599956e-01	
   1.8177500e+02	  -1.3098789e+00	  -6.5501268e-01	
   1.8183000e+02	  -1.2340114e+00	  -5.5323324e-01	
   1.8188500e+02	  -1.0362111e+00	  -3.9707913e-01	
   1.8194000e+02	  -7.6906560e-01	  -2.3801150e-01	
   1.8199500e+02	  -5.3768387e-01	  -1.3185980e-01	
   1.8205000e+02	  -4.2445760e-01	  -1.0598041e-01	
   1.8210500e+02	  -4.3263672e-01	  -1.4059865e-01	
   1.8216000e+02	  -5.1079356e-01	  -1.9235226e-01	
   1.8221500e+02	  -6.1439277e-01	  -2.3693484e-01	
   1.8227000e+02	  -7.2139571e-01	  -2.8051216e-01	
   1.8232500e+02	  -8.1063987e-01	  -3.3544237e-01	
   1.8238000e+02	  -8.6654516e-01	  -3.9925289e-01	
   1.8243500e+02	  -9.0261636e-01	  -4.6293299e-01	
   1.8249000e+02	  -9.4752837e-01	  -5.3281334e-01	
   1.8254500e+02	  -1.0014274e+00	  -6.2779439e-01	
   1.8260000e+02	  -1.0264896e+00	  -7.4431876e-01	
   1.8265500e+02	  -9.8852430e-01	  -8.3394369e-01	
   1.8271000e+02	  -8.8808471e-01	  -8.3350573e-01	
   1.8276500e+02	  -7.4125570e-01	  -7.2228650e-01	
   1.8282000e+02	  -5.6362707e-01	  -5.4585707e-01	
   1.8287500e+02	  -3.9537249e-01	  -3.8327367e-01	
   1.8293000e+02	  -3.0718184e-01	  -2.8773888e-01	
   1.8298500e+02	  -3.4466396e-01	  -2.5509195e-01	
   1.8304000e+02	  -4.7339427e-01	  -2.5076016e-01	
   1.8309500e+02	  -6.0373130e-01	  -2.5842899e-01	
   1.8315000e+02	  -6.7689360e-01	  -2.8780495e-01	
   1.8320500e+02	  -7.0912555e-01	  -3.4349943e-01	
   1.8326000e+02	  -7.5104213e-01	  -4.0986272e-01	
   1.8331500e+02	  -8.4053461e-01	  -4.7197489e-01	
   1.8337000e+02	  -9.9515542e-01	  -5.3742250e-01	
   1.8342500e+02	  -1.1901839e+00	  -6.2283103e-01	
   1.8348000e+02	  -1.3304896e+00	  -7.1848386e-01	
   1.8353500e+02	  -1.3034644e+00	  -7.7757793e-01	
   1.8359000e+02	  -1.0888301e+00	  -7.4829092e-01	
   1.8364500e+02	  -7.8962515e-01	  -6.1916178e-01	
   1.8370000e+02	  -5.4614207e-01	  -4.3667541e-01	
   1.8375500e+02	  -4.3735127e-01	  -2.7879454e-01	
   1.8381000e+02	  -4.5523871e-01	  -2.0544009e-01	
   1.8386500e+02	  -5.4240955e-01	  -2.2489121e-01	
   1.8392000e+02	  -6.4628722e-01	  -2.9928112e-01	
   1.8397500e+02	  -7.4372877e-01	  -3.7942508e-01	
   1.8403000e+02	  -8.2065175e-01	  -4.3667504e-01	
   1.8408500e+02	  -8.4938655e-01	  -4.7125402e-01	
   1.8414000e+02	  -8.0898087e-01	  -5.0388579e-01	
   1.8419500e+02	  -7.2434309e-01	  -5.6020027e-01	
   1.8425000e+02	  -6.5651757e-01	  -6.4795263e-01	
   1.8430500e+02	  -6.4118785e-01	  -7.3765776e-01	
   1.8436000e+02	  -6.6232251e-01	  -7.7258041e-01	
   1.8441500e+02	  -6.8990366e-01	  -7.1480129e-01	
   1.8447000e+02	  -6.9963370e-01	  -5.8521206e-01	
   1.8452500e+02	  -6.5488884e-01	  -4.4759989e-01	
   1.8458000e+02	  -5.3057526e-01	  -3.5192886e-01	
   1.8463500e+02	  -3.7140625e-01	  -3.0256291e-01	
   1.8469000e+02	  -2.7782807e-01	  -2.8078157e-01	
   1.8474500e+02	  -3.1146768e-01	  -2.8145869e-01	
   1.8480000e+02	  -4.4105312e-01	  -3.1459357e-01	
   1.8485500e+02	  -5.9112454e-01	  -3.8131801e-01	
   1.8491000e+02	  -7.1633159e-01	  -4.6657211e-01	
   1.8496500e+02	  -8.1707621e-01	  -5.5236478e-01	
   1.8502000e+02	  -9.0858055e-01	  -6.3105833e-01	
   1.8507500e+02	  -9.9872353e-01	  -7.1312895e-01	
   1.8513000e+02	  -1.0864062e+00	  -8.1521950e-01	
   1.8518500e+02	  -1.1490898e+00	  -9.2038331e-01	
   1.8524000e+02	  -1.1289498e+00	  -9.6223452e-01	
   1.8529500e+02	  -9.7405720e-01	  -8.8013612e-01	
   1.8535000e+02	  -7.1593482e-01	  -6.8778057e-01	
   1.8540500e+02	  -4.7742059e-01	  -4.6820800e-01	
   1.8546000e+02	  -3.8004767e-01	  -3.0943907e-01	
   1.8551500e+02	  -4.5225246e-01	  -2.5188219e-01	
   1.8557000e+02	  -6.2347513e-01	  -2.7477370e-01	
   1.8562500e+02	  -7.8321426e-01	  -3.1856215e-01	
   1.8568000e+02	  -8.5388469e-01	  -3.3477789e-01	
   1.8573500e+02	  -8.4059940e-01	  -3.2731110e-01	
   1.8579000e+02	  -8.1643877e-01	  -3.4423942e-01	
   1.8584500e+02	  -8.4222918e-01	  -4.2566137e-01	
   1.8590000e+02	  -9.0120872e-01	  -5.5975702e-01	
   1.8595500e+02	  -9.2651121e-01	  -6.9454584e-01	
   1.8601000e+02	  -8.8696824e-01	  -7.9032301e-01	
   1.8606500e+02	  -8.1944248e-01	  -8.4424642e-01	
   1.8612000e+02	  -7.6982993e-01	  -8.5959807e-01	
   1.8617500e+02	  -7.3898940e-01	  -8.2080309e-01	
   1.8623000e+02	  -7.1663373e-01	  -7.2094484e-01	
   1.8628500e+02	  -7.2303411e-01	  -5.8816227e-01	
   1.8634000e+02	  -7.5961103e-01	  -4.5962097e-01	
   1.8639500e+02	  -7.5943208e-01	  -3.5023633e-01	
   1.8645000e+02	  -6.5320790e-01	  -2.6312817e-01	
   1.8650500e+02	  -4.6420234e-01	  -2.0697663e-01	
   1.8656000e+02	  -3.0130042e-01	  -1.8922557e-01	
   1.8661500e+02	  -2.6798778e-01	  -2.1110967e-01	
   1.8667000e+02	  -3.7944694e-01	  -2.7525732e-01	
   1.8672500e+02	  -5.5287383e-01	  -3.7781938e-01	
   1.8678000e+02	  -6.8020501e-01	  -4.9264126e-01	
   1.8683500e+02	  -7.2241939e-01	  -5.8878536e-01	
   1.8689000e+02	  -7.3725285e-01	  -6.6437280e-01	
   1.8694500e+02	  -8.0568563e-01	  -7.3695158e-01	
   1.8700000e+02	  -9.2150372e-01	  -7.9843655e-01	
   1.8705500e+02	  -9.6768620e-01	  -8.0504262e-01	
   1.8711000e+02	  -8.2977838e-01	  -7.2232920e-01	
   1.8716500e+02	  -5.3227525e-01	  -5.6745658e-01	
   1.8722000e+02	  -2.3555906e-01	  -3.9855256e-01	
   1.8727500e+02	  -8.9552470e-02	  -2.7034413e-01	
   1.8733000e+02	  -1.1028124e-01	  -2.0695678e-01	
   1.8738500e+02	  -2.0532313e-01	  -2.0515508e-01	
   1.8744000e+02	  -2.8565427e-01	  -2.4621835e-01	
   1.8749500e+02	  -3.2540595e-01	  -3.0803481e-01	
   1.8755000e+02	  -3.4696543e-01	  -3.7801961e-01	
   1.8760500e+02	  -3.9417781e-01	  -4.5411676e-01	
   1.8766000e+02	  -5.0160819e-01	  -5.3353879e-01	
   1.8771500e+02	  -6.5512148e-01	  -6.1079263e-01	
   1.8777000e+02	  -7.9180997e-01	  -6.8592506e-01	
   1.8782500e+02	  -8.4461083e-01	  -7.5605480e-01	
   1.8788000e+02	  -7.7898755e-01	  -7.9210359e-01	
   1.8793500e+02	  -6.1262360e-01	  -7.4712933e-01	
   1.8799000e+02	  -4.2715794e-01	  -6.0775990e-01	
   1.8804500e+02	  -3.3198438e-01	  -4.2206097e-01	
   1.8810000e+02	  -3.7390773e-01	  -2.6101440e-01	
   1.8815500e+02	  -4.9009783e-01	  -1.7142689e-01	
   1.8821000e+02	  -5.7136879e-01	  -1.7206676e-01	
   1.8826500e+02	  -5.5464135e-01	  -2.5657677e-01	
   1.8832000e+02	  -4.4986430e-01	  -3.8028510e-01	
   1.8837500e+02	  -3.1829960e-01	  -4.7710264e-01	
   1.8843000e+02	  -2.3933493e-01	  -5.1411482e-01	
   1.8848500e+02	  -2.6505329e-01	  -5.1776955e-01	
   1.8854000e+02	  -3.8462753e-01	  -5.3952844e-01	
   1.8859500e+02	  -5.3843402e-01	  -6.0373738e-01	
   1.8865000e+02	  -6.6582210e-01	  -6.8244069e-01	
   1.8870500e+02	  -7.2675236e-01	  -7.0709139e-01	
   1.8876000e+02	  -6.9559904e-01	  -6.1651350e-01	
   1.8881500e+02	  -5.7435942e-01	  -4.1828876e-01	
   1.8887000e+02	  -4.1270549e-01	  -2.0237020e-01	
   1.8892500e+02	  -2.8322696e-01	  -7.3988598e-02	
   1.8898000e+02	  -2.2191349e-01	  -6.5965042e-02	
   1.8903500e+02	  -2.0256846e-01	  -1.2614093e-01	
   1.8909000e+02	  -1.8100921e-01	  -1.8967156e-01	
   1.8914500e+02	  -1.5544908e-01	  -2.4069829e-01	
   1.8920000e+02	  -1.6670870e-01	  -2.9441707e-01	
   1.8925500e+02	  -2.4645953e-01	  -3.5109911e-01	
   1.8931000e+02	  -3.8613923e-01	  -3.9823425e-01	
   1.8936500e+02	  -5.5163748e-01	  -4.4329316e-01	
   1.8942000e+02	  -7.0152437e-01	  -5.1357983e-01	
   1.8947500e+02	  -7.9082034e-01	  -6.1655093e-01	
   1.8953000e+02	  -7.8537351e-01	  -7.1060001e-01	
   1.8958500e+02	  -6.8032768e-01	  -7.2558379e-01	
   1.8964000e+02	  -5.0236893e-01	  -6.2044397e-01	
   1.8969500e+02	  -3.0562186e-01	  -4.2519354e-01	
   1.8975000e+02	  -1.5473504e-01	  -2.2465201e-01	
   1.8980500e+02	  -8.7930642e-02	  -9.5820311e-02	
   1.8986000e+02	  -9.4693127e-02	  -5.4530412e-02	
   1.8991500e+02	  -1.2972671e-01	  -5.8452052e-02	
   1.8997000e+02	  -1.4646004e-01	  -6.1505528e-02	
   1.9002500e+02	  -1.2233462e-01	  -5.9322036e-02	
   1.9008000e+02	  -6.0785226e-02	  -7.5629967e-02	
   1.9013500e+02	   6.5958713e-03	  -1.2124892e-01	
   1.9019000e+02	   1.6168026e-02	  -1.8618006e-01	
   1.9024500e+02	  -7.8645706e-02	  -2.5662978e-01	
   1.9030000e+02	  -2.3783151e-01	  -3.2010610e-01	
   1.9035500e+02	  -3.6635243e-01	  -3.7211922e-01	
   1.9041000e+02	  -4.2079655e-01	  -4.3264089e-01	
   1.9046500e+02	  -4.3192848e-01	  -5.2337734e-01	
   1.9052000e+02	  -4.2743611e-01	  -6.0787435e-01	
   1.9057500e+02	  -3.9235807e-01	  -5.9848478e-01	
   1.9063000e+02	  -3.1038897e-01	  -4.5762568e-01	
   1.9068500e+02	  -1.9333510e-01	  -2.5537562e-01	
   1.9074000e+02	  -6.1861067e-02	  -9.8176559e-02	
   1.9079500e+02	   6.1594657e-02	  -3.3632084e-02	
   1.9085000e+02	   1.4197208e-01	  -4.1987485e-02	
   1.9090500e+02	   1.5606902e-01	  -8.2150303e-02	
   1.9096000e+02	   1.2288666e-01	  -1.2133860e-01	
   1.9101500e+02	   6.9983578e-02	  -1.4449715e-01	
   1.9107000e+02	  -2.1532884e-02	  -1.6131415e-01	
   1.9112500e+02	  -1.9211714e-01	  -1.9872363e-01	
   1.9118000e+02	  -4.1694802e-01	  -2.7200056e-01	
   1.9123500e+02	  -5.8800566e-01	  -3.6537390e-01	
   1.9129000e+02	  -6.1240418e-01	  -4.4916465e-01	
   1.9134500e+02	  -5.0463891e-01	  -5.0793572e-01	
   1.9140000e+02	  -3.5380885e-01	  -5.3787388e-01	
   1.9145500e+02	  -2.2404642e-01	  -5.2751208e-01	
   1.9151000e+02	  -1.2602606e-01	  -4.6790708e-01	
   1.9156500e+02	  -6.6828376e-02	  -3.7884465e-01	
   1.9162000e+02	  -6.7165335e-02	  -2.9584325e-01	
