time	S1_D1_HbO	S1_D2_HbO	
   2.8451500e+02	  -2.6560150e-01	  -1.0354568e-01	
   2.8457000e+02	  -1.2852223e-01	  -3.1812385e-02	
   2.8462500e+02	   7.4831801e-02	   1.0573793e-01	
   2.8468000e+02	   2.2958970e-01	   2.4028001e-01	
   2.8473500e+02	   2.5738049e-01	   3.1917375e-01	
   2.8479000e+02	   1.8088650e-01	   3.3941705e-01	
   2.8484500e+02	   7.9093206e-02	   3.3227435e-01	
   2.8490000e+02	  -1.3201159e-02	   3.1664899e-01	
   2.8495500e+02	  -1.3148486e-01	   2.7930559e-01	
   2.8501000e+02	  -3.0344262e-01	   2.0365319e-01	
   2.8506500e+02	  -4.8406400e-01	   9.8257747e-02	
   2.8512000e+02	  -5.9898734e-01	  -1.1467006e-02	
   2.8517500e+02	  -6.2006029e-01	  -9.7215130e-02	
   2.8523000e+02	  -5.6363992e-01	  -1.2383023e-01	
   2.8528500e+02	  -4.5250493e-01	  -6.1332277e-02	
   2.8534000e+02	  -3.1812391e-01	   7.7131456e-02	
   2.8539500e+02	  -2.1147001e-01	   2.2801744e-01	
   2.8545000e+02	  -1.8325521e-01	   3.2619593e-01	
   2.8550500e+02	  -2.6275480e-01	   3.5098738e-01	
   2.8556000e+02	  -4.4634604e-01	   3.1816313e-01	
   2.8561500e+02	  -6.8210721e-01	   2.4484163e-01	
   2.8567000e+02	  -8.8327077e-01	   1.3864453e-01	
   2.8572500e+02	  -9.8937826e-01	   1.4411519e-02	
   2.8578000e+02	  -1.0103476e+00	  -9.5886527e-02	
   2.8583500e+02	  -9.9542298e-01	  -1.5658293e-01	
   2.8589000e+02	  -9.6315243e-01	  -1.4729708e-01	
   2.8594500e+02	  -8.8260181e-01	  -7.2530025e-02	
   2.8600000e+02	  -7.3600784e-01	   3.2537779e-02	
   2.8605500e+02	  -5.7008759e-01	   1.1291423e-01	
   2.8611000e+02	  -4.5046362e-01	   1.3843922e-01	
   2.8616500e+02	  -3.9359517e-01	   1.3389072e-01	
   2.8622000e+02	  -3.8713994e-01	   1.3875372e-01	
   2.8627500e+02	  -4.4519114e-01	   1.4741697e-01	
   2.8633000e+02	  -5.8695659e-01	   1.1694950e-01	
   2.8638500e+02	  -7.8158379e-01	   2.4166560e-02	
   2.8644000e+02	  -9.5672956e-01	  -1.1008871e-01	
   2.8649500e+02	  -1.0453419e+00	  -2.4008469e-01	
   2.8655000e+02	  -1.0156014e+00	  -3.1030865e-01	
   2.8660500e+02	  -8.8680072e-01	  -2.6947768e-01	
   2.8666000e+02	  -7.1891463e-01	  -1.1380331e-01	
   2.8671500e+02	  -5.7182012e-01	   8.2313706e-02	
   2.8677000e+02	  -4.7609286e-01	   2.1264910e-01	
   2.8682500e+02	  -4.2878413e-01	   2.2659470e-01	
   2.8688000e+02	  -4.0248066e-01	   1.6007113e-01	
   2.8693500e+02	  -3.7138178e-01	   8.7343883e-02	
   2.8699000e+02	  -3.3620586e-01	   5.6577181e-02	
   2.8704500e+02	  -3.2382361e-01	   6.2707128e-02	
   2.8710000e+02	  -3.7409021e-01	   6.2973939e-02	
   2.8715500e+02	  -5.1748964e-01	   1.5147874e-02	
   2.8721000e+02	  -7.2453376e-01	  -8.6902613e-02	
   2.8726500e+02	  -8.7413663e-01	  -1.9914660e-01	
   2.8732000e+02	  -8.3812005e-01	  -2.4803494e-01	
   2.8737500e+02	  -6.2815474e-01	  -1.8723072e-01	
   2.8743000e+02	  -3.9919399e-01	  -4.6487904e-02	
   2.8748500e+02	  -2.7863185e-01	   8.9953613e-02	
   2.8754000e+02	  -2.4798763e-01	   1.5924759e-01	
   2.8759500e+02	  -2.1699135e-01	   1.6177189e-01	
   2.8765000e+02	  -1.5942618e-01	   1.3381627e-01	
   2.8770500e+02	  -1.2993504e-01	   1.0383440e-01	
   2.8776000e+02	  -1.7595194e-01	   7.9240587e-02	
   2.8781500e+02	  -2.9226191e-01	   5.3248409e-02	
   2.8787000e+02	  -4.5383895e-01	   1.1115855e-02	
   2.8792500e+02	  -6.2908027e-01	  -5.9350860e-02	
   2.8798000e+02	  -7.5251878e-01	  -1.5107939e-01	
   2.8803500e+02	  -7.4391238e-01	  -2.3186679e-01	
   2.8809000e+02	  -5.8751045e-01	  -2.5996980e-01	
   2.8814500e+02	  -3.6874032e-01	  -2.1203571e-01	
   2.8820000e+02	  -2.0636006e-01	  -1.0247154e-01	
   2.8825500e+02	  -1.5695075e-01	   2.4760222e-02	
   2.8831000e+02	  -1.9812137e-01	   1.2635580e-01	
   2.8836500e+02	  -2.8138601e-01	   1.8243217e-01	
   2.8842000e+02	  -3.7157380e-01	   1.9382818e-01	
   2.8847500e+02	  -4.4418442e-01	   1.6515424e-01	
   2.8853000e+02	  -4.7731762e-01	   9.5950610e-02	
   2.8858500e+02	  -4.6587984e-01	  -9.0395605e-03	
   2.8864000e+02	  -4.3898801e-01	  -1.2588477e-01	
   2.8869500e+02	  -4.4891860e-01	  -2.2463950e-01	
   2.8875000e+02	  -5.3092846e-01	  -2.9800726e-01	
   2.8880500e+02	  -6.5396166e-01	  -3.5010843e-01	
   2.8886000e+02	  -7.0559087e-01	  -3.5706192e-01	
   2.8891500e+02	  -5.7388842e-01	  -2.8193080e-01	
   2.8897000e+02	  -2.8709539e-01	  -1.3703879e-01	
   2.8902500e+02	  -3.5693905e-02	   1.0043543e-02	
   2.8908000e+02	  -5.5802632e-03	   1.0160378e-01	
   2.8913500e+02	  -2.0413775e-01	   1.2936407e-01	
   2.8919000e+02	  -4.7520479e-01	   1.1013011e-01	
   2.8924500e+02	  -6.5816199e-01	   5.6608323e-02	
   2.8930000e+02	  -7.1057556e-01	  -2.1114086e-02	
   2.8935500e+02	  -7.1006849e-01	  -1.1253607e-01	
   2.8941000e+02	  -7.6351928e-01	  -2.1391142e-01	
   2.8946500e+02	  -8.8458937e-01	  -3.1440109e-01	
   2.8952000e+02	  -9.5164339e-01	  -3.7190186e-01	
   2.8957500e+02	  -8.3345580e-01	  -3.3729044e-01	
   2.8963000e+02	  -5.6062423e-01	  -2.1574889e-01	
   2.8968500e+02	  -3.1892504e-01	  -7.7721310e-02	
   2.8974000e+02	  -2.6324086e-01	   2.8835003e-03	
   2.8979500e+02	  -3.8214787e-01	   5.3703259e-03	
   2.8985000e+02	  -5.5765859e-01	  -4.3378651e-02	
   2.8990500e+02	  -7.0091360e-01	  -1.0855715e-01	
   2.8996000e+02	  -7.9069530e-01	  -1.7194113e-01	
   2.9001500e+02	  -8.4288240e-01	  -2.3295546e-01	
   2.9007000e+02	  -9.0142751e-01	  -3.0143131e-01	
   2.9012500e+02	  -1.0091197e+00	  -3.8395326e-01	
   2.9018000e+02	  -1.1398084e+00	  -4.6261687e-01	
   2.9023500e+02	  -1.1915147e+00	  -4.8997972e-01	
   2.9029000e+02	  -1.0737552e+00	  -4.2422011e-01	
   2.9034500e+02	  -7.9498026e-01	  -2.7629660e-01	
   2.9040000e+02	  -4.6158979e-01	  -1.1067919e-01	
   2.9045500e+02	  -1.9656149e-01	   5.3591119e-03	
   2.9051000e+02	  -7.0778927e-02	   4.4662007e-02	
   2.9056500e+02	  -1.0725505e-01	   1.6289044e-02	
   2.9062000e+02	  -2.9813043e-01	  -5.8408711e-02	
   2.9067500e+02	  -5.8072742e-01	  -1.5551327e-01	
   2.9073000e+02	  -8.3735313e-01	  -2.5243693e-01	
   2.9078500e+02	  -9.6706503e-01	  -3.3591050e-01	
   2.9084000e+02	  -9.5009754e-01	  -3.9749886e-01	
   2.9089500e+02	  -8.2949380e-01	  -4.1933455e-01	
   2.9095000e+02	  -6.6618513e-01	  -3.8048861e-01	
   2.9100500e+02	  -5.3022339e-01	  -2.8370307e-01	
   2.9106000e+02	  -4.6920368e-01	  -1.6247067e-01	
   2.9111500e+02	  -4.4503130e-01	  -5.5201405e-02	
   2.9117000e+02	  -3.6642368e-01	   1.7056356e-02	
   2.9122500e+02	  -2.1187505e-01	   4.7913945e-02	
   2.9128000e+02	  -6.3159992e-02	   4.0327501e-02	
   2.9133500e+02	  -1.6598735e-02	   9.0272231e-03	
   2.9139000e+02	  -1.1056864e-01	  -2.6738635e-02	
   2.9144500e+02	  -3.1517139e-01	  -5.6971986e-02	
   2.9150000e+02	  -5.3869035e-01	  -8.1347658e-02	
   2.9155500e+02	  -6.6703478e-01	  -1.0249322e-01	
   2.9161000e+02	  -6.5217515e-01	  -1.2390519e-01	
   2.9166500e+02	  -5.5669839e-01	  -1.3993487e-01	
   2.9172000e+02	  -4.7613798e-01	  -1.2279270e-01	
   2.9177500e+02	  -4.3717273e-01	  -4.1983959e-02	
   2.9183000e+02	  -4.0859117e-01	   9.0207361e-02	
   2.9188500e+02	  -3.7907257e-01	   2.0976888e-01	
   2.9194000e+02	  -3.7224601e-01	   2.5351924e-01	
   2.9199500e+02	  -4.0001870e-01	   2.1324422e-01	
   2.9205000e+02	  -4.4413131e-01	   1.2863141e-01	
   2.9210500e+02	  -4.8345732e-01	   3.8484098e-02	
   2.9216000e+02	  -5.1301276e-01	  -4.6110670e-02	
   2.9221500e+02	  -5.3575781e-01	  -1.2943877e-01	
   2.9227000e+02	  -5.5443403e-01	  -2.1544781e-01	
   2.9232500e+02	  -5.7121825e-01	  -3.0500870e-01	
   2.9238000e+02	  -5.7714825e-01	  -3.8105324e-01	
   2.9243500e+02	  -5.4315791e-01	  -3.9202168e-01	
   2.9249000e+02	  -4.4952939e-01	  -2.8899780e-01	
   2.9254500e+02	  -3.2501333e-01	  -9.4005561e-02	
   2.9260000e+02	  -2.2217218e-01	   9.9703902e-02	
   2.9265500e+02	  -1.5658545e-01	   2.0419646e-01	
   2.9271000e+02	  -1.0775549e-01	   1.9709813e-01	
   2.9276500e+02	  -7.4125616e-02	   1.1869862e-01	
   2.9282000e+02	  -8.8301997e-02	   3.1904756e-02	
   2.9287500e+02	  -1.7452561e-01	  -2.4141072e-02	
   2.9293000e+02	  -3.1793950e-01	  -5.8143578e-02	
   2.9298500e+02	  -4.7519570e-01	  -1.0322913e-01	
   2.9304000e+02	  -5.8807019e-01	  -1.6570909e-01	
   2.9309500e+02	  -5.9542224e-01	  -2.0781290e-01	
   2.9315000e+02	  -4.7217169e-01	  -1.9120736e-01	
   2.9320500e+02	  -2.6280838e-01	  -1.2604407e-01	
   2.9326000e+02	  -5.9031733e-02	  -5.9205812e-02	
   2.9331500e+02	   5.7811829e-02	  -2.1705638e-02	
   2.9337000e+02	   5.5040666e-02	  -1.0242223e-02	
   2.9342500e+02	  -5.4184744e-02	  -1.6854247e-02	
   2.9348000e+02	  -2.3216294e-01	  -4.8319264e-02	
   2.9353500e+02	  -4.3009217e-01	  -1.0753984e-01	
   2.9359000e+02	  -6.0150597e-01	  -1.7532230e-01	
   2.9364500e+02	  -7.1816163e-01	  -2.2439762e-01	
   2.9370000e+02	  -7.6263224e-01	  -2.4226581e-01	
   2.9375500e+02	  -7.0669492e-01	  -2.2644963e-01	
   2.9381000e+02	  -5.2440601e-01	  -1.6771537e-01	
   2.9386500e+02	  -2.4157936e-01	  -6.3500294e-02	
   2.9392000e+02	   4.1195784e-02	   5.7337638e-02	
   2.9397500e+02	   2.0355557e-01	   1.5303067e-01	
   2.9403000e+02	   2.0185396e-01	   2.0802444e-01	
   2.9408500e+02	   9.2623375e-02	   2.2801569e-01	
   2.9414000e+02	  -4.9026012e-02	   2.1156695e-01	
   2.9419500e+02	  -1.9582716e-01	   1.5605574e-01	
   2.9425000e+02	  -3.4932517e-01	   7.3569889e-02	
   2.9430500e+02	  -5.0576201e-01	  -2.5300176e-02	
   2.9436000e+02	  -6.4759345e-01	  -1.4062636e-01	
   2.9441500e+02	  -7.3557707e-01	  -2.4946941e-01	
   2.9447000e+02	  -7.1943938e-01	  -2.8956960e-01	
   2.9452500e+02	  -5.8651873e-01	  -2.1446037e-01	
   2.9458000e+02	  -3.9099571e-01	  -5.4431459e-02	
   2.9463500e+02	  -2.1372111e-01	   1.0513637e-01	
   2.9469000e+02	  -9.6887678e-02	   1.9849087e-01	
   2.9474500e+02	  -2.5156008e-02	   2.1492776e-01	
   2.9480000e+02	   4.0193025e-02	   1.7773510e-01	
   2.9485500e+02	   1.1763373e-01	   1.1818623e-01	
   2.9491000e+02	   1.8543761e-01	   6.3949448e-02	
   2.9496500e+02	   1.9386493e-01	   2.3428587e-02	
   2.9502000e+02	   1.0472871e-01	  -2.1143516e-02	
   2.9507500e+02	  -6.3042761e-02	  -8.4249823e-02	
   2.9513000e+02	  -2.2309603e-01	  -1.3957369e-01	
   2.9518500e+02	  -2.7691324e-01	  -1.3034962e-01	
   2.9524000e+02	  -1.9525024e-01	  -2.4336805e-02	
   2.9529500e+02	  -4.1172546e-02	   1.4723203e-01	
   2.9535000e+02	   8.1228772e-02	   3.0680582e-01	
   2.9540500e+02	   9.1521419e-02	   3.8395690e-01	
   2.9546000e+02	  -2.7138549e-02	   3.5884170e-01	
   2.9551500e+02	  -2.1462199e-01	   2.6793639e-01	
   2.9557000e+02	  -3.6515347e-01	   1.7199386e-01	
   2.9562500e+02	  -4.0576036e-01	   1.0967472e-01	
   2.9568000e+02	  -3.5273672e-01	   7.3551848e-02	
   2.9573500e+02	  -2.7759420e-01	   2.7651078e-02	
   2.9579000e+02	  -2.2743938e-01	  -4.9406378e-02	
   2.9584500e+02	  -2.0508859e-01	  -1.3448006e-01	
   2.9590000e+02	  -2.0932891e-01	  -1.7581667e-01	
   2.9595500e+02	  -2.4284183e-01	  -1.4168258e-01	
   2.9601000e+02	  -2.8260208e-01	  -4.8040425e-02	
   2.9606500e+02	  -2.9328656e-01	   6.0335907e-02	
   2.9612000e+02	  -2.7446944e-01	   1.4516506e-01	
   2.9617500e+02	  -2.5145208e-01	   1.9292074e-01	
   2.9623000e+02	  -2.2086352e-01	   2.1046570e-01	
   2.9628500e+02	  -1.6073247e-01	   2.0455928e-01	
   2.9634000e+02	  -1.0151933e-01	   1.6549263e-01	
   2.9639500e+02	  -1.1962773e-01	   8.2917151e-02	
   2.9645000e+02	  -2.3463580e-01	  -2.0419365e-02	
   2.9650500e+02	  -3.7231244e-01	  -9.1749928e-02	
   2.9656000e+02	  -4.5468270e-01	  -9.3105677e-02	
   2.9661500e+02	  -4.7472704e-01	  -2.9367066e-02	
   2.9667000e+02	  -4.6363555e-01	   6.4069978e-02	
   2.9672500e+02	  -4.3385529e-01	   1.4441414e-01	
   2.9678000e+02	  -3.8422470e-01	   1.8152548e-01	
   2.9683500e+02	  -3.3283447e-01	   1.7526643e-01	
   2.9689000e+02	  -3.0939281e-01	   1.5021732e-01	
   2.9694500e+02	  -3.2208885e-01	   1.2382921e-01	
   2.9700000e+02	  -3.5739820e-01	   8.7447511e-02	
   2.9705500e+02	  -4.0182661e-01	   2.4027045e-02	
   2.9711000e+02	  -4.4188767e-01	  -6.5479331e-02	
   2.9716500e+02	  -4.6120965e-01	  -1.5538030e-01	
   2.9722000e+02	  -4.5964260e-01	  -2.0667467e-01	
   2.9727500e+02	  -4.6130155e-01	  -1.8906604e-01	
   2.9733000e+02	  -4.7931330e-01	  -1.0259382e-01	
   2.9738500e+02	  -4.7330278e-01	   1.8844294e-02	
   2.9744000e+02	  -3.8175625e-01	   1.2597928e-01	
   2.9749500e+02	  -2.1721219e-01	   1.8148121e-01	
   2.9755000e+02	  -8.4219984e-02	   1.8120173e-01	
   2.9760500e+02	  -7.5315780e-02	   1.5399366e-01	
   2.9766000e+02	  -1.8446806e-01	   1.3214740e-01	
   2.9771500e+02	  -3.3739532e-01	   1.1781391e-01	
   2.9777000e+02	  -4.6950678e-01	   8.6770851e-02	
   2.9782500e+02	  -5.5652182e-01	   2.3757241e-02	
   2.9788000e+02	  -6.0397530e-01	  -5.7892340e-02	
   2.9793500e+02	  -6.3389083e-01	  -1.2378004e-01	
   2.9799000e+02	  -6.6191303e-01	  -1.3104528e-01	
   2.9804500e+02	  -6.7708856e-01	  -5.1851478e-02	
   2.9810000e+02	  -6.6389520e-01	   9.2326844e-02	
   2.9815500e+02	  -6.3078332e-01	   2.3298329e-01	
   2.9821000e+02	  -5.8739314e-01	   3.0851075e-01	
   2.9826500e+02	  -5.2366954e-01	   3.0854047e-01	
   2.9832000e+02	  -4.4948125e-01	   2.6107948e-01	
   2.9837500e+02	  -4.2209759e-01	   1.9292378e-01	
   2.9843000e+02	  -4.9011311e-01	   1.1552011e-01	
   2.9848500e+02	  -6.1685944e-01	   3.6357122e-02	
   2.9854000e+02	  -6.9445213e-01	  -3.4589852e-02	
   2.9859500e+02	  -6.5634517e-01	  -8.4154085e-02	
   2.9865000e+02	  -5.4965107e-01	  -8.9541528e-02	
   2.9870500e+02	  -4.6233721e-01	  -2.4671854e-02	
   2.9876000e+02	  -4.1363129e-01	   1.0884179e-01	
   2.9881500e+02	  -3.6020922e-01	   2.6368041e-01	
   2.9887000e+02	  -2.8159690e-01	   3.7728641e-01	
   2.9892500e+02	  -2.1416213e-01	   4.2057795e-01	
   2.9898000e+02	  -2.0761735e-01	   4.0548197e-01	
   2.9903500e+02	  -2.7891120e-01	   3.4857956e-01	
   2.9909000e+02	  -4.1031541e-01	   2.5057829e-01	
   2.9914500e+02	  -5.6665578e-01	   1.1830616e-01	
   2.9920000e+02	  -7.0624012e-01	  -1.9157900e-02	
   2.9925500e+02	  -7.8940146e-01	  -1.2767752e-01	
   2.9931000e+02	  -7.8552677e-01	  -1.7964978e-01	
   2.9936500e+02	  -6.8883784e-01	  -1.5119784e-01	
   2.9942000e+02	  -5.4404830e-01	  -4.3254405e-02	
   2.9947500e+02	  -4.2873495e-01	   9.2171217e-02	
   2.9953000e+02	  -3.8012930e-01	   1.7988376e-01	
   2.9958500e+02	  -3.6147686e-01	   1.8458961e-01	
   2.9964000e+02	  -3.2283446e-01	   1.3160716e-01	
   2.9969500e+02	  -2.7751449e-01	   6.8842136e-02	
   2.9975000e+02	  -2.9621553e-01	   2.3174817e-02	
   2.9980500e+02	  -4.2311599e-01	  -1.0826284e-02	
   2.9986000e+02	  -6.1677084e-01	  -5.5712006e-02	
   2.9991500e+02	  -7.8674301e-01	  -1.2455203e-01	
   2.9997000e+02	  -8.6335427e-01	  -1.9483587e-01	
   3.0002500e+02	  -8.2011272e-01	  -2.1093404e-01	
   3.0008000e+02	  -6.7100434e-01	  -1.3608634e-01	
   3.0013500e+02	  -4.7159355e-01	  -6.7365265e-03	
   3.0019000e+02	  -2.9706171e-01	   9.1461672e-02	
   3.0024500e+02	  -2.0287720e-01	   1.1094289e-01	
   3.0030000e+02	  -2.1255506e-01	   8.0304013e-02	
   3.0035500e+02	  -3.2831101e-01	   4.8294582e-02	
   3.0041000e+02	  -5.2608871e-01	   1.8990199e-02	
   3.0046500e+02	  -7.4599923e-01	  -4.1121108e-02	
   3.0052000e+02	  -9.1559639e-01	  -1.4950935e-01	
   3.0057500e+02	  -9.8750581e-01	  -2.7746889e-01	
   3.0063000e+02	  -9.4906584e-01	  -3.6531646e-01	
   3.0068500e+02	  -8.1591545e-01	  -3.5855263e-01	
   3.0074000e+02	  -6.3247936e-01	  -2.4217400e-01	
   3.0079500e+02	  -4.5665066e-01	  -5.8673394e-02	
   3.0085000e+02	  -3.2736840e-01	   1.0902023e-01	
   3.0090500e+02	  -2.5581738e-01	   1.9150456e-01	
   3.0096000e+02	  -2.4075894e-01	   1.8033615e-01	
   3.0101500e+02	  -2.7693970e-01	   1.1716364e-01	
   3.0107000e+02	  -3.4975464e-01	   4.1129485e-02	
   3.0112500e+02	  -4.2701553e-01	  -3.7964366e-02	
   3.0118000e+02	  -4.7533713e-01	  -1.2413220e-01	
   3.0123500e+02	  -5.0225248e-01	  -2.1923961e-01	
   3.0129000e+02	  -5.5014678e-01	  -3.1946926e-01	
   3.0134500e+02	  -6.1821001e-01	  -4.0111752e-01	
   3.0140000e+02	  -6.3297075e-01	  -4.1083230e-01	
   3.0145500e+02	  -5.4194119e-01	  -3.0448371e-01	
   3.0151000e+02	  -4.0110170e-01	  -1.0855007e-01	
   3.0156500e+02	  -3.1612346e-01	   8.4872953e-02	
   3.0162000e+02	  -3.1779505e-01	   1.9619059e-01	
   3.0167500e+02	  -3.4461220e-01	   2.1089682e-01	
   3.0173000e+02	  -3.3025510e-01	   1.6003338e-01	
   3.0178500e+02	  -2.6034065e-01	   8.3629807e-02	
   3.0184000e+02	  -1.6107943e-01	   1.3070292e-02	
   3.0189500e+02	  -8.3043603e-02	  -4.3787593e-02	
   3.0195000e+02	  -8.9694020e-02	  -1.0899812e-01	
   3.0200500e+02	  -2.1777523e-01	  -2.1271842e-01	
   3.0206000e+02	  -4.3836503e-01	  -3.5906873e-01	
   3.0211500e+02	  -6.7088974e-01	  -5.0986208e-01	
   3.0217000e+02	  -8.3076005e-01	  -5.9712466e-01	
   3.0222500e+02	  -8.6322197e-01	  -5.6029994e-01	
   3.0228000e+02	  -7.6039481e-01	  -3.9179413e-01	
   3.0233500e+02	  -5.6421661e-01	  -1.5593577e-01	
   3.0239000e+02	  -3.4588377e-01	   4.6117308e-02	
   3.0244500e+02	  -1.7279150e-01	   1.4294783e-01	
   3.0250000e+02	  -8.1160428e-02	   1.3315359e-01	
   3.0255500e+02	  -6.8554365e-02	   6.8617878e-02	
   3.0261000e+02	  -1.1276407e-01	   4.7366191e-03	
   3.0266500e+02	  -1.9616520e-01	  -3.5189328e-02	
   3.0272000e+02	  -3.0780539e-01	  -5.9755811e-02	
   3.0277500e+02	  -4.3143508e-01	  -9.1377368e-02	
   3.0283000e+02	  -5.5113570e-01	  -1.5331100e-01	
   3.0288500e+02	  -6.6282785e-01	  -2.5529407e-01	
   3.0294000e+02	  -7.5154545e-01	  -3.6837934e-01	
   3.0299500e+02	  -7.6945786e-01	  -4.2320983e-01	
   3.0305000e+02	  -6.8062058e-01	  -3.6316090e-01	
   3.0310500e+02	  -5.1945619e-01	  -2.0176855e-01	
   3.0316000e+02	  -3.6370557e-01	  -1.2959540e-02	
   3.0321500e+02	  -2.6304754e-01	   1.2601834e-01	
   3.0327000e+02	  -2.2264088e-01	   1.7152873e-01	
   3.0332500e+02	  -2.2642022e-01	   1.1950121e-01	
   3.0338000e+02	  -2.5078605e-01	   4.0378145e-03	
   3.0343500e+02	  -2.7711201e-01	  -1.1786546e-01	
   3.0349000e+02	  -3.0108045e-01	  -2.0512930e-01	
   3.0354500e+02	  -3.3026206e-01	  -2.6378946e-01	
   3.0360000e+02	  -3.8343065e-01	  -3.3136139e-01	
   3.0365500e+02	  -4.7435293e-01	  -4.2213275e-01	
   3.0371000e+02	  -5.7601974e-01	  -4.9294836e-01	
   3.0376500e+02	  -6.2546888e-01	  -4.7894166e-01	
   3.0382000e+02	  -5.8296357e-01	  -3.6404307e-01	
   3.0387500e+02	  -4.7472405e-01	  -2.0142542e-01	
   3.0393000e+02	  -3.7859411e-01	  -6.6925168e-02	
   3.0398500e+02	  -3.7189860e-01	  -6.3980013e-03	
   3.0404000e+02	  -4.7275375e-01	  -2.0404395e-02	
   3.0409500e+02	  -6.2192802e-01	  -8.1072907e-02	
   3.0415000e+02	  -7.3540011e-01	  -1.6058041e-01	
   3.0420500e+02	  -7.7511410e-01	  -2.4679299e-01	
   3.0426000e+02	  -7.6375912e-01	  -3.3153529e-01	
   3.0431500e+02	  -7.4634132e-01	  -3.9206932e-01	
   3.0437000e+02	  -7.5075011e-01	  -3.9870789e-01	
   3.0442500e+02	  -7.7501851e-01	  -3.4142302e-01	
   3.0448000e+02	  -7.8972220e-01	  -2.3956995e-01	
   3.0453500e+02	  -7.5408598e-01	  -1.2915550e-01	
   3.0459000e+02	  -6.5952461e-01	  -4.9235714e-02	
   3.0464500e+02	  -5.5462894e-01	  -2.9371270e-02	
   3.0470000e+02	  -5.0164327e-01	  -7.1073309e-02	
   3.0475500e+02	  -5.2063601e-01	  -1.4300066e-01	
   3.0481000e+02	  -5.8898767e-01	  -2.1065262e-01	
   3.0486500e+02	  -6.7338735e-01	  -2.7213685e-01	
   3.0492000e+02	  -7.4226304e-01	  -3.4765459e-01	
   3.0497500e+02	  -7.5500489e-01	  -4.3075754e-01	
   3.0503000e+02	  -6.7622610e-01	  -4.7198386e-01	
   3.0508500e+02	  -5.2378572e-01	  -4.2434956e-01	
   3.0514000e+02	  -3.7461889e-01	  -2.9566699e-01	
   3.0519500e+02	  -2.9723548e-01	  -1.4743969e-01	
   3.0525000e+02	  -2.9743831e-01	  -4.6113898e-02	
   3.0530500e+02	  -3.4170174e-01	  -1.8117189e-02	
   3.0536000e+02	  -4.0069952e-01	  -4.3451358e-02	
   3.0541500e+02	  -4.4887487e-01	  -8.0220217e-02	
   3.0547000e+02	  -4.5669840e-01	  -9.7385666e-02	
   3.0552500e+02	  -4.1705180e-01	  -9.9140848e-02	
   3.0558000e+02	  -3.5957984e-01	  -1.2182010e-01	
   3.0563500e+02	  -3.1789340e-01	  -1.9466349e-01	
   3.0569000e+02	  -3.0036103e-01	  -2.9438104e-01	
   3.0574500e+02	  -3.0481437e-01	  -3.4519604e-01	
   3.0580000e+02	  -3.3733742e-01	  -2.8080421e-01	
   3.0585500e+02	  -3.9016922e-01	  -1.1382808e-01	
   3.0591000e+02	  -4.1464888e-01	   6.6370668e-02	
   3.0596500e+02	  -3.5432288e-01	   1.7021938e-01	
   3.0602000e+02	  -2.1082457e-01	   1.7510428e-01	
   3.0607500e+02	  -4.9359594e-02	   1.2214204e-01	
   3.0613000e+02	   6.2255277e-02	   6.3289598e-02	
   3.0618500e+02	   9.5943927e-02	   1.6013379e-02	
   3.0624000e+02	   6.2899747e-02	  -3.4849051e-02	
   3.0629500e+02	   1.3093697e-02	  -9.7141677e-02	
   3.0635000e+02	   1.6007106e-02	  -1.4812386e-01	
   3.0640500e+02	   8.8038294e-02	  -1.5991399e-01	
   3.0646000e+02	   1.5067590e-01	  -1.2922702e-01	
   3.0651500e+02	   1.1508976e-01	  -6.3697267e-02	
   3.0657000e+02	   2.2916681e-03	   3.8801737e-02	
   3.0662500e+02	  -7.2521246e-02	   1.6980121e-01	
   3.0668000e+02	  -3.1297008e-02	   2.8766810e-01	
   3.0673500e+02	   9.5694439e-02	   3.4484775e-01	
   3.0679000e+02	   2.1730256e-01	   3.2937587e-01	
   3.0684500e+02	   2.6101662e-01	   2.6496578e-01	
   3.0690000e+02	   2.2263794e-01	   1.8349209e-01	
   3.0695500e+02	   1.6454846e-01	   1.0511000e-01	
   3.0701000e+02	   1.5521219e-01	   3.1937052e-02	
   3.0706500e+02	   2.0560572e-01	  -3.9443293e-02	
   3.0712000e+02	   2.6719534e-01	  -8.8598899e-02	
   3.0717500e+02	   2.8116225e-01	  -6.7297982e-02	
   3.0723000e+02	   2.3194266e-01	   4.9058932e-02	
   3.0728500e+02	   1.6824929e-01	   2.1066597e-01	
   3.0734000e+02	   1.6973677e-01	   3.2402208e-01	
   3.0739500e+02	   2.7533327e-01	   3.4047181e-01	
   3.0745000e+02	   4.3424483e-01	   2.9450898e-01	
   3.0750500e+02	   5.3399066e-01	   2.4993989e-01	
   3.0756000e+02	   4.8615478e-01	   2.2920033e-01	
   3.0761500e+02	   2.8795632e-01	   2.0808002e-01	
   3.0767000e+02	   1.0664778e-02	   1.6095459e-01	
   3.0772500e+02	  -2.5426408e-01	   8.6999160e-02	
   3.0778000e+02	  -4.3708361e-01	   2.6036391e-03	
   3.0783500e+02	  -4.9894656e-01	  -6.2883872e-02	
   3.0789000e+02	  -4.2967629e-01	  -6.8212422e-02	
   3.0794500e+02	  -2.6134568e-01	   8.6172025e-03	
   3.0800000e+02	  -6.6170268e-02	   1.3258164e-01	
   3.0805500e+02	   1.0360483e-01	   2.3386585e-01	
   3.0811000e+02	   2.6305918e-01	   2.7566899e-01	
   3.0816500e+02	   4.3926009e-01	   2.7416011e-01	
