
0   2   1   4
   0.0000000e+00	  -2.4270368e-01	   5.4566145e-01	  -5.6135202e-01	
   5.5000000e-02	  -2.4799577e-01	   5.2469345e-01	  -5.6315332e-01	
   1.1000000e-01	  -2.5234707e-01	   5.0631436e-01	  -5.6426581e-01	
   1.6500000e-01	  -2.5565671e-01	   4.9085621e-01	  -5.6454268e-01	
   2.2000000e-01	  -2.5783859e-01	   4.7858241e-01	  -5.6384840e-01	
   2.7500000e-01	  -2.5882521e-01	   4.6967746e-01	  -5.6206551e-01	
   3.3000000e-01	  -2.5857137e-01	   4.6424061e-01	  -5.5910164e-01	
   3.8500000e-01	  -2.5705620e-01	   4.6228552e-01	  -5.5489471e-01	
   4.4000000e-01	  -2.5428242e-01	   4.6374611e-01	  -5.4941435e-01	
   4.9500000e-01	  -2.5027336e-01	   4.6848647e-01	  -5.4266046e-01	
   5.5000000e-01	  -2.4506938e-01	   4.7631203e-01	  -5.3466081e-01	
   6.0500000e-01	  -2.3872428e-01	   4.8698115e-01	  -5.2546834e-01	
   6.6000000e-01	  -2.3130165e-01	   5.0021602e-01	  -5.1515743e-01	
   7.1500000e-01	  -2.2287130e-01	   5.1571109e-01	  -5.0381786e-01	
   7.7000000e-01	  -2.1350666e-01	   5.3313823e-01	  -4.9154676e-01	
   8.2500000e-01	  -2.0328334e-01	   5.5214944e-01	  -4.7843963e-01	
   8.8000000e-01	  -1.9227866e-01	   5.7237756e-01	  -4.6458197e-01	
   9.3500000e-01	  -1.8057125e-01	   5.9343470e-01	  -4.5004328e-01	
   9.9000000e-01	  -1.6823994e-01	   6.1490886e-01	  -4.3487406e-01	
   1.0450000e+00	  -1.5536233e-01	   6.3636176e-01	  -4.1910532e-01	
   1.1000000e+00	  -1.4201398e-01	   6.5733093e-01	  -4.0274960e-01	
   1.1550000e+00	  -1.2826905e-01	   6.7733658e-01	  -3.8580244e-01	
   1.2100000e+00	  -1.1420157e-01	   6.9589229e-01	  -3.6824392e-01	
   1.2650000e+00	  -9.9886910e-02	   7.1251847e-01	  -3.5004072e-01	
   1.3200000e+00	  -8.5402998e-02	   7.2675758e-01	  -3.3115016e-01	
   1.3750000e+00	  -7.0831233e-02	   7.3819056e-01	  -3.1152624e-01	
   1.4300000e+00	  -5.6256883e-02	   7.4645489e-01	  -2.9112579e-01	
   1.4850000e+00	  -4.1769285e-02	   7.5126363e-01	  -2.6991314e-01	
   1.5400000e+00	  -2.7462348e-02	   7.5242302e-01	  -2.4786360e-01	
