
0   2   1   4	
   0.0000000e+00	   5.7386746e-01	   1.1677239e+00	  -2.6181541e-02	
   5.5000000e-02	   5.4798063e-01	   1.1321015e+00	  -4.5751696e-02	
   1.1000000e-01	   5.2336083e-01	   1.0993180e+00	  -6.4425093e-02	
   1.6500000e-01	   5.0064415e-01	   1.0700861e+00	  -8.1593382e-02	
   2.2000000e-01	   4.8039391e-01	   1.0450086e+00	  -9.6707560e-02	
   2.7500000e-01	   4.6307319e-01	   1.0245504e+00	  -1.0930505e-01	
   3.3000000e-01	   4.4902265e-01	   1.0090196e+00	  -1.1903233e-01	
   3.8500000e-01	   4.3844711e-01	   9.9855838e-01	  -1.2565940e-01	
   4.4000000e-01	   4.3141413e-01	   9.9314772e-01	  -1.2908277e-01	
   4.9500000e-01	   4.2786483e-01	   9.9262254e-01	  -1.2931700e-01	
   5.5000000e-01	   4.2763464e-01	   9.9669524e-01	  -1.2647775e-01	
   6.0500000e-01	   4.3047897e-01	   1.0049831e+00	  -1.2076062e-01	
   6.6000000e-01	   4.3609863e-01	   1.0170348e+00	  -1.1241910e-01	
   7.1500000e-01	   4.4416095e-01	   1.0323517e+00	  -1.0174410e-01	
   7.7000000e-01	   4.5431380e-01	   1.0504006e+00	  -8.9046344e-02	
   8.2500000e-01	   4.6619248e-01	   1.0706214e+00	  -7.4642970e-02	
   8.8000000e-01	   4.7942037e-01	   1.0924268e+00	  -5.8849094e-02	
   9.3500000e-01	   4.9360579e-01	   1.1151991e+00	  -4.1974739e-02	
   9.9000000e-01	   5.0833780e-01	   1.1382825e+00	  -2.4325983e-02	
   1.0450000e+00	   5.2318364e-01	   1.1609782e+00	  -6.2076212e-03	
   1.1000000e+00	   5.3768940e-01	   1.1825461e+00	   1.2075960e-02	
   1.1550000e+00	   5.5138591e-01	   1.2022165e+00	   3.0224497e-02	
   1.2100000e+00	   5.6380101e-01	   1.2192110e+00	   4.7951201e-02	
   1.2650000e+00	   5.7447663e-01	   1.2327688e+00	   6.4995559e-02	
   1.3200000e+00	   5.8298768e-01	   1.2421770e+00	   8.1135149e-02	
   1.3750000e+00	   5.8895928e-01	   1.2468003e+00	   9.6193626e-02	
   1.4300000e+00	   5.9208101e-01	   1.2461099e+00	   1.1004524e-01	
   1.4850000e+00	   5.9211697e-01	   1.2397101e+00	   1.2261696e-01	
   1.5400000e+00	   5.8891146e-01	   1.2273614e+00	   1.3388829e-01	
   1.5950000e+00	   5.8239123e-01	   1.2089962e+00	   1.4388832e-01	
   1.6500000e+00	   5.7256708e-01	   1.1847306e+00	   1.5269040e-01	
   1.7050000e+00	   5.5953716e-01	   1.1548734e+00	   1.6040604e-01	
   1.7600000e+00	   5.4349379e-01	   1.1199349e+00	   1.6718075e-01	
   1.8150000e+00	   5.2473410e-01	   1.0806368e+00	   1.7319422e-01	
   1.8700000e+00	   5.0367292e-01	   1.0379211e+00	   1.7866354e-01	
   1.9250000e+00	   4.8085218e-01	   9.9295256e-01	   1.8384505e-01	
   1.9800000e+00	   4.5694051e-01	   9.4710810e-01	   1.8903124e-01	
   2.0350000e+00	   4.3271946e-01	   9.0194752e-01	   1.9454178e-01	
   2.0900000e+00	   4.0905610e-01	   8.5916592e-01	   2.0070946e-01	
   2.1450000e+00	   3.8686290e-01	   8.2052650e-01	   2.0786107e-01	
