time	S1_D2_HbO	
   1.3981000e+02	  -1.3190462e+00	
   1.3986500e+02	  -1.2165817e+00	
   1.3992000e+02	  -1.1017435e+00	
   1.3997500e+02	  -9.8941007e-01	
   1.4003000e+02	  -8.9522540e-01	
   1.4008500e+02	  -8.3258523e-01	
   1.4014000e+02	  -8.0999540e-01	
   1.4019500e+02	  -8.2935065e-01	
   1.4025000e+02	  -8.8543728e-01	
   1.4030500e+02	  -9.6675237e-01	
   1.4036000e+02	  -1.0574966e+00	
   1.4041500e+02	  -1.1403469e+00	
   1.4047000e+02	  -1.1994444e+00	
   1.4052500e+02	  -1.2230409e+00	
   1.4058000e+02	  -1.2054306e+00	
   1.4063500e+02	  -1.1479329e+00	
   1.4069000e+02	  -1.0586947e+00	
   1.4074500e+02	  -9.5121532e-01	
   1.4080000e+02	  -8.4184987e-01	
   1.4085500e+02	  -7.4683232e-01	
   1.4091000e+02	  -6.7941957e-01	
   1.4096500e+02	  -6.4767415e-01	
   1.4102000e+02	  -6.5327929e-01	
   1.4107500e+02	  -6.9154471e-01	
   1.4113000e+02	  -7.5243164e-01	
   1.4118500e+02	  -8.2227635e-01	
   1.4124000e+02	  -8.8602421e-01	
   1.4129500e+02	  -9.2981058e-01	
   1.4135000e+02	  -9.4346069e-01	
   1.4140500e+02	  -9.2235790e-01	
   1.4146000e+02	  -8.6830864e-01	
   1.4151500e+02	  -7.8916583e-01	
   1.4157000e+02	  -6.9711992e-01	
   1.4162500e+02	  -6.0603670e-01	
   1.4168000e+02	  -5.2867111e-01	
   1.4173500e+02	  -4.7449045e-01	
   1.4179000e+02	  -4.4836519e-01	
   1.4184500e+02	  -4.5009816e-01	
   1.4190000e+02	  -4.7481858e-01	
   1.4195500e+02	  -5.1425155e-01	
   1.4201000e+02	  -5.5856923e-01	
   1.4206500e+02	  -5.9832900e-01	
   1.4212000e+02	  -6.2616746e-01	
   1.4217500e+02	  -6.3809557e-01	
   1.4223000e+02	  -6.3414013e-01	
   1.4228500e+02	  -6.1800223e-01	
   1.4234000e+02	  -5.9572997e-01	
   1.4239500e+02	  -5.7384786e-01	
   1.4245000e+02	  -5.5746775e-01	
   1.4250500e+02	  -5.4876896e-01	
   1.4256000e+02	  -5.4620987e-01	
   1.4261500e+02	  -5.4477637e-01	
   1.4267000e+02	  -5.3728400e-01	
   1.4272500e+02	  -5.1637522e-01	
   1.4278000e+02	  -4.7663531e-01	
   1.4283500e+02	  -4.1626875e-01	
   1.4289000e+02	  -3.3792846e-01	
   1.4294500e+02	  -2.4847607e-01	
   1.4300000e+02	  -1.5771615e-01	
   1.4305500e+02	  -7.6448097e-02	
   1.4311000e+02	  -1.4319882e-02	
   1.4316500e+02	   2.2097811e-02	
   1.4322000e+02	   3.0694580e-02	
   1.4327500e+02	   1.4399155e-02	
   1.4333000e+02	  -1.9172108e-02	
   1.4338500e+02	  -5.8935408e-02	
   1.4344000e+02	  -9.2245449e-02	
   1.4349500e+02	  -1.0721956e-01	
   1.4355000e+02	  -9.5093883e-02	
   1.4360500e+02	  -5.2138475e-02	
   1.4366000e+02	   1.9331941e-02	
   1.4371500e+02	   1.1123549e-01	
   1.4377000e+02	   2.1146385e-01	
   1.4382500e+02	   3.0676198e-01	
   1.4388000e+02	   3.8582734e-01	
   1.4393500e+02	   4.4160990e-01	
   1.4399000e+02	   4.7234537e-01	
   1.4404500e+02	   4.8145167e-01	
   1.4410000e+02	   4.7656063e-01	
   1.4415500e+02	   4.6784972e-01	
   1.4421000e+02	   4.6591239e-01	
   1.4426500e+02	   4.7957564e-01	
   1.4432000e+02	   5.1401950e-01	
   1.4437500e+02	   5.6945467e-01	
   1.4443000e+02	   6.4074887e-01	
   1.4448500e+02	   7.1841770e-01	
   1.4454000e+02	   7.9089700e-01	
   1.4459500e+02	   8.4734879e-01	
   1.4465000e+02	   8.8010449e-01	
   1.4470500e+02	   8.8624201e-01	
   1.4476000e+02	   8.6815411e-01	
   1.4481500e+02	   8.3304113e-01	
   1.4487000e+02	   7.9137209e-01	
   1.4492500e+02	   7.5465565e-01	
   1.4498000e+02	   7.3302441e-01	
   1.4503500e+02	   7.3308943e-01	
   1.4509000e+02	   7.5654759e-01	
   1.4514500e+02	   8.0000580e-01	
   1.4520000e+02	   8.5609349e-01	
   1.4525500e+02	   9.1540994e-01	
   1.4531000e+02	   9.6869551e-01	
   1.4536500e+02	   1.0087827e+00	
   1.4542000e+02	   1.0319777e+00	
   1.4547500e+02	   1.0385647e+00	
   1.4553000e+02	   1.0323676e+00	
   1.4558500e+02	   1.0195865e+00	
   1.4564000e+02	   1.0072023e+00	
   1.4569500e+02	   1.0012653e+00	
   1.4575000e+02	   1.0054723e+00	
   1.4580500e+02	   1.0204207e+00	
   1.4586000e+02	   1.0437251e+00	
   1.4591500e+02	   1.0709119e+00	
   1.4597000e+02	   1.0967888e+00	
   1.4602500e+02	   1.1168905e+00	
   1.4608000e+02	   1.1286411e+00	
   1.4613500e+02	   1.1320171e+00	
   1.4619000e+02	   1.1296452e+00	
   1.4624500e+02	   1.1263411e+00	
   1.4630000e+02	   1.1280966e+00	
   1.4635500e+02	   1.1406271e+00	
   1.4641000e+02	   1.1678437e+00	
   1.4646500e+02	   1.2107552e+00	
   1.4652000e+02	   1.2671314e+00	
   1.4657500e+02	   1.3319558e+00	
   1.4663000e+02	   1.3985320e+00	
   1.4668500e+02	   1.4599936e+00	
   1.4674000e+02	   1.5108035e+00	
   1.4679500e+02	   1.5478384e+00	
   1.4685000e+02	   1.5709448e+00	
   1.4690500e+02	   1.5830923e+00	
   1.4696000e+02	   1.5901402e+00	
   1.4701500e+02	   1.6000020e+00	
   1.4707000e+02	   1.6210704e+00	
   1.4712500e+02	   1.6601543e+00	
   1.4718000e+02	   1.7205260e+00	
   1.4723500e+02	   1.8006922e+00	
   1.4729000e+02	   1.8942741e+00	
   1.4734500e+02	   1.9911140e+00	
   1.4740000e+02	   2.0793890e+00	
   1.4745500e+02	   2.1481451e+00	
   1.4751000e+02	   2.1895759e+00	
   1.4756500e+02	   2.2006156e+00	
   1.4762000e+02	   2.1836116e+00	
   1.4767500e+02	   2.1458536e+00	
   1.4773000e+02	   2.0979651e+00	
   1.4778500e+02	   2.0516528e+00	
   1.4784000e+02	   2.0174761e+00	
   1.4789500e+02	   2.0029949e+00	
   1.4795000e+02	   2.0114140e+00	
   1.4800500e+02	   2.0409674e+00	
   1.4806000e+02	   2.0854096e+00	
   1.4811500e+02	   2.1356655e+00	
   1.4817000e+02	   2.1821228e+00	
   1.4822500e+02	   2.2167969e+00	
   1.4828000e+02	   2.2348142e+00	
   1.4833500e+02	   2.2350377e+00	
   1.4839000e+02	   2.2199038e+00	
   1.4844500e+02	   2.1946140e+00	
   1.4850000e+02	   2.1658941e+00	
   1.4855500e+02	   2.1405705e+00	
   1.4861000e+02	   2.1241438e+00	
   1.4866500e+02	   2.1195055e+00	
   1.4872000e+02	   2.1260963e+00	
   1.4877500e+02	   2.1399117e+00	
   1.4883000e+02	   2.1545561e+00	
   1.4888500e+02	   2.1631097e+00	
   1.4894000e+02	   2.1601957e+00	
   1.4899500e+02	   2.1435503e+00	
   1.4905000e+02	   2.1146698e+00	
   1.4910500e+02	   2.0785140e+00	
   1.4916000e+02	   2.0424734e+00	
   1.4921500e+02	   2.0147952e+00	
   1.4927000e+02	   2.0026486e+00	
   1.4932500e+02	   2.0102044e+00	
   1.4938000e+02	   2.0372970e+00	
   1.4943500e+02	   2.0791170e+00	
   1.4949000e+02	   2.1270776e+00	
   1.4954500e+02	   2.1706968e+00	
   1.4960000e+02	   2.2000240e+00	
   1.4965500e+02	   2.2079379e+00	
   1.4971000e+02	   2.1917049e+00	
   1.4976500e+02	   2.1535017e+00	
   1.4982000e+02	   2.0999761e+00	
   1.4987500e+02	   2.0410934e+00	
   1.4993000e+02	   1.9884386e+00	
   1.4998500e+02	   1.9531388e+00	
   1.5004000e+02	   1.9437337e+00	
   1.5009500e+02	   1.9643873e+00	
   1.5015000e+02	   2.0137639e+00	
   1.5020500e+02	   2.0848506e+00	
   1.5026000e+02	   2.1659700e+00	
   1.5031500e+02	   2.2429306e+00	
   1.5037000e+02	   2.3017705e+00	
   1.5042500e+02	   2.3313208e+00	
   1.5048000e+02	   2.3250772e+00	
   1.5053500e+02	   2.2821865e+00	
   1.5059000e+02	   2.2074576e+00	
   1.5064500e+02	   2.1104561e+00	
   1.5070000e+02	   2.0039956e+00	
   1.5075500e+02	   1.9023364e+00	
   1.5081000e+02	   1.8191896e+00	
   1.5086500e+02	   1.7655949e+00	
   1.5092000e+02	   1.7479107e+00	
   1.5097500e+02	   1.7663120e+00	
   1.5103000e+02	   1.8142574e+00	
   1.5108500e+02	   1.8793478e+00	
   1.5114000e+02	   1.9456525e+00	
   1.5119500e+02	   1.9969715e+00	
   1.5125000e+02	   2.0200938e+00	
   1.5130500e+02	   2.0072208e+00	
   1.5136000e+02	   1.9571383e+00	
   1.5141500e+02	   1.8750681e+00	
   1.5147000e+02	   1.7713863e+00	
   1.5152500e+02	   1.6595985e+00	
   1.5158000e+02	   1.5540127e+00	
   1.5163500e+02	   1.4674133e+00	
   1.5169000e+02	   1.4088985e+00	
   1.5174500e+02	   1.3821252e+00	
   1.5180000e+02	   1.3844915e+00	
   1.5185500e+02	   1.4078506e+00	
   1.5191000e+02	   1.4407575e+00	
   1.5196500e+02	   1.4713952e+00	
   1.5202000e+02	   1.4901181e+00	
   1.5207500e+02	   1.4910720e+00	
   1.5213000e+02	   1.4728581e+00	
   1.5218500e+02	   1.4383566e+00	
   1.5224000e+02	   1.3938530e+00	
   1.5229500e+02	   1.3475938e+00	
   1.5235000e+02	   1.3078686e+00	
   1.5240500e+02	   1.2808627e+00	
   1.5246000e+02	   1.2688348e+00	
   1.5251500e+02	   1.2693041e+00	
   1.5257000e+02	   1.2756311e+00	
   1.5262500e+02	   1.2788404e+00	
   1.5268000e+02	   1.2700816e+00	
   1.5273500e+02	   1.2429565e+00	
   1.5279000e+02	   1.1950705e+00	
   1.5284500e+02	   1.1285659e+00	
   1.5290000e+02	   1.0498129e+00	
   1.5295500e+02	   9.6853921e-01	
   1.5301000e+02	   8.9650593e-01	
   1.5306500e+02	   8.4573029e-01	
   1.5312000e+02	   8.2640866e-01	
   1.5317500e+02	   8.4490557e-01	
   1.5323000e+02	   9.0221790e-01	
   1.5328500e+02	   9.9323886e-01	
   1.5334000e+02	   1.1070894e+00	
   1.5339500e+02	   1.2286446e+00	
   1.5345000e+02	   1.3410276e+00	
   1.5350500e+02	   1.4284809e+00	
   1.5356000e+02	   1.4789566e+00	
   1.5361500e+02	   1.4859843e+00	
   1.5367000e+02	   1.4496123e+00	
   1.5372500e+02	   1.3763469e+00	
   1.5378000e+02	   1.2781383e+00	
   1.5383500e+02	   1.1706262e+00	
   1.5389000e+02	   1.0709107e+00	
   1.5394500e+02	   9.9505600e-01	
   1.5400000e+02	   9.5554475e-01	
   1.5405500e+02	   9.5908145e-01	
   1.5411000e+02	   1.0052387e+00	
   1.5416500e+02	   1.0862947e+00	
   1.5422000e+02	   1.1884170e+00	
   1.5427500e+02	   1.2941167e+00	
   1.5433000e+02	   1.3854078e+00	
   1.5438500e+02	   1.4467631e+00	
   1.5444000e+02	   1.4673015e+00	
   1.5449500e+02	   1.4422182e+00	
   1.5455000e+02	   1.3734889e+00	
   1.5460500e+02	   1.2695673e+00	
   1.5466000e+02	   1.1439149e+00	
   1.5471500e+02	   1.0126683e+00	
   1.5477000e+02	   8.9196203e-01	
   1.5482500e+02	   7.9529266e-01	
   1.5488000e+02	   7.3126292e-01	
   1.5493500e+02	   7.0215559e-01	
   1.5499000e+02	   7.0376026e-01	
   1.5504500e+02	   7.2659265e-01	
   1.5510000e+02	   7.5824569e-01	
   1.5515500e+02	   7.8625381e-01	
   1.5521000e+02	   8.0072440e-01	
   1.5526500e+02	   7.9612580e-01	
   1.5532000e+02	   7.7190826e-01	
   1.5537500e+02	   7.3204080e-01	
   1.5543000e+02	   6.8385471e-01	
   1.5548500e+02	   6.3651461e-01	
   1.5554000e+02	   5.9923919e-01	
   1.5559500e+02	   5.7945871e-01	
   1.5565000e+02	   5.8126188e-01	
   1.5570500e+02	   6.0441659e-01	
   1.5576000e+02	   6.4408247e-01	
   1.5581500e+02	   6.9135110e-01	
   1.5587000e+02	   7.3473758e-01	
   1.5592500e+02	   7.6237100e-01	
   1.5598000e+02	   7.6423408e-01	
   1.5603500e+02	   7.3391243e-01	
   1.5609000e+02	   6.6968326e-01	
   1.5614500e+02	   5.7488121e-01	
   1.5620000e+02	   4.5746732e-01	
   1.5625500e+02	   3.2892921e-01	
   1.5631000e+02	   2.0282376e-01	
   1.5636500e+02	   9.3148825e-02	
   1.5642000e+02	   1.2565102e-02	
   1.5647500e+02	  -2.9443373e-02	
   1.5653000e+02	  -2.8279784e-02	
   1.5658500e+02	   1.4396355e-02	
   1.5664000e+02	   9.0007551e-02	
   1.5669500e+02	   1.8363652e-01	
   1.5675000e+02	   2.7611732e-01	
   1.5680500e+02	   3.4727954e-01	
   1.5686000e+02	   3.7950344e-01	
   1.5691500e+02	   3.6074172e-01	
   1.5697000e+02	   2.8650952e-01	
   1.5702500e+02	   1.6063389e-01	
   1.5708000e+02	  -5.3617835e-03	
   1.5713500e+02	  -1.9417036e-01	
   1.5719000e+02	  -3.8545722e-01	
   1.5724500e+02	  -5.5886817e-01	
   1.5730000e+02	  -6.9693521e-01	
   1.5735500e+02	  -7.8767024e-01	
   1.5741000e+02	  -8.2650895e-01	
   1.5746500e+02	  -8.1718545e-01	
   1.5752000e+02	  -7.7121185e-01	
   1.5757500e+02	  -7.0584387e-01	
   1.5763000e+02	  -6.4081366e-01	
   1.5768500e+02	  -5.9462775e-01	
   1.5774000e+02	  -5.8142714e-01	
   1.5779500e+02	  -6.0906375e-01	
   1.5785000e+02	  -6.7848759e-01	
   1.5790500e+02	  -7.8420235e-01	
   1.5796000e+02	  -9.1552321e-01	
   1.5801500e+02	  -1.0584176e+00	
   1.5807000e+02	  -1.1976712e+00	
   1.5812500e+02	  -1.3191461e+00	
   1.5818000e+02	  -1.4119860e+00	
   1.5823500e+02	  -1.4705294e+00	
   1.5829000e+02	  -1.4954894e+00	
   1.5834500e+02	  -1.4939483e+00	
   1.5840000e+02	  -1.4779716e+00	
   1.5845500e+02	  -1.4620688e+00	
   1.5851000e+02	  -1.4601687e+00	
   1.5856500e+02	  -1.4829322e+00	
   1.5862000e+02	  -1.5360219e+00	
   1.5867500e+02	  -1.6195090e+00	
   1.5873000e+02	  -1.7281975e+00	
   1.5878500e+02	  -1.8525399e+00	
   1.5884000e+02	  -1.9800119e+00	
   1.5889500e+02	  -2.0969312e+00	
   1.5895000e+02	  -2.1905613e+00	
   1.5900500e+02	  -2.2511702e+00	
   1.5906000e+02	  -2.2737282e+00	
   1.5911500e+02	  -2.2590152e+00	
   1.5917000e+02	  -2.2138576e+00	
   1.5922500e+02	  -2.1501888e+00	
   1.5928000e+02	  -2.0829610e+00	
   1.5933500e+02	  -2.0274559e+00	
   1.5939000e+02	  -1.9966771e+00	
   1.5944500e+02	  -1.9992251e+00	
   1.5950000e+02	  -2.0378665e+00	
   1.5955500e+02	  -2.1090585e+00	
   1.5961000e+02	  -2.2035963e+00	
   1.5966500e+02	  -2.3082381e+00	
   1.5972000e+02	  -2.4079360e+00	
   1.5977500e+02	  -2.4882935e+00	
   1.5983000e+02	  -2.5378696e+00	
   1.5988500e+02	  -2.5499467e+00	
   1.5994000e+02	  -2.5235103e+00	
   1.5999500e+02	  -2.4633816e+00	
   1.6005000e+02	  -2.3794740e+00	
   1.6010500e+02	  -2.2851358e+00	
   1.6016000e+02	  -2.1948215e+00	
   1.6021500e+02	  -2.1216898e+00	
   1.6027000e+02	  -2.0756825e+00	
   1.6032500e+02	  -2.0622447e+00	
   1.6038000e+02	  -2.0816254e+00	
   1.6043500e+02	  -2.1287939e+00	
   1.6049000e+02	  -2.1941022e+00	
   1.6054500e+02	  -2.2646525e+00	
   1.6060000e+02	  -2.3261478e+00	
   1.6065500e+02	  -2.3650223e+00	
   1.6071000e+02	  -2.3706717e+00	
   1.6076500e+02	  -2.3374346e+00	
   1.6082000e+02	  -2.2658613e+00	
   1.6087500e+02	  -2.1628878e+00	
   1.6093000e+02	  -2.0407347e+00	
   1.6098500e+02	  -1.9146406e+00	
   1.6104000e+02	  -1.7999331e+00	
   1.6109500e+02	  -1.7092355e+00	
   1.6115000e+02	  -1.6505030e+00	
   1.6120500e+02	  -1.6261191e+00	
   1.6126000e+02	  -1.6329565e+00	
   1.6131500e+02	  -1.6633019e+00	
   1.6137000e+02	  -1.7065251e+00	
   1.6142500e+02	  -1.7511852e+00	
   1.6148000e+02	  -1.7871562e+00	
   1.6153500e+02	  -1.8074453e+00	
   1.6159000e+02	  -1.8094434e+00	
   1.6164500e+02	  -1.7952656e+00	
   1.6170000e+02	  -1.7709096e+00	
   1.6175500e+02	  -1.7443905e+00	
   1.6181000e+02	  -1.7234294e+00	
   1.6186500e+02	  -1.7133349e+00	
   1.6192000e+02	  -1.7155778e+00	
   1.6197500e+02	  -1.7273715e+00	
   1.6203000e+02	  -1.7422826e+00	
   1.6208500e+02	  -1.7516085e+00	
   1.6214000e+02	  -1.7461834e+00	
   1.6219500e+02	  -1.7183460e+00	
   1.6225000e+02	  -1.6638046e+00	
   1.6230500e+02	  -1.5830228e+00	
   1.6236000e+02	  -1.4816735e+00	
   1.6241500e+02	  -1.3698812e+00	
   1.6247000e+02	  -1.2603984e+00	
   1.6252500e+02	  -1.1661833e+00	
   1.6258000e+02	  -1.0978888e+00	
   1.6263500e+02	  -1.0617735e+00	
   1.6269000e+02	  -1.0585107e+00	
   1.6274500e+02	  -1.0830611e+00	
   1.6280000e+02	  -1.1254239e+00	
   1.6285500e+02	  -1.1720909e+00	
   1.6291000e+02	  -1.2081503e+00	
   1.6296500e+02	  -1.2198517e+00	
   1.6302000e+02	  -1.1971720e+00	
   1.6307500e+02	  -1.1358403e+00	
   1.6313000e+02	  -1.0383773e+00	
   1.6318500e+02	  -9.1383286e-01	
   1.6324000e+02	  -7.7614016e-01	
   1.6329500e+02	  -6.4143093e-01	
   1.6335000e+02	  -5.2504741e-01	
   1.6340500e+02	  -4.3898863e-01	
   1.6346000e+02	  -3.9020757e-01	
   1.6351500e+02	  -3.7987472e-01	
   1.6357000e+02	  -4.0359637e-01	
   1.6362500e+02	  -4.5247502e-01	
   1.6368000e+02	  -5.1472010e-01	
   1.6373500e+02	  -5.7741908e-01	
   1.6379000e+02	  -6.2823618e-01	
   1.6384500e+02	  -6.5702208e-01	
   1.6390000e+02	  -6.5728330e-01	
   1.6395500e+02	  -6.2726258e-01	
   1.6401000e+02	  -5.7031296e-01	
   1.6406500e+02	  -4.9434647e-01	
   1.6412000e+02	  -4.1033472e-01	
   1.6417500e+02	  -3.3016541e-01	
   1.6423000e+02	  -2.6445377e-01	
   1.6428500e+02	  -2.2082367e-01	
   1.6434000e+02	  -2.0281077e-01	
   1.6439500e+02	  -2.0940296e-01	
   1.6445000e+02	  -2.3535681e-01	
   1.6450500e+02	  -2.7233143e-01	
   1.6456000e+02	  -3.1051035e-01	
   1.6461500e+02	  -3.4025424e-01	
   1.6467000e+02	  -3.5358542e-01	
   1.6472500e+02	  -3.4547594e-01	
   1.6478000e+02	  -3.1477610e-01	
   1.6483500e+02	  -2.6449163e-01	
   1.6489000e+02	  -2.0121121e-01	
   1.6494500e+02	  -1.3373640e-01	
   1.6500000e+02	  -7.1249995e-02	
   1.6505500e+02	  -2.1519538e-02	
   1.6511000e+02	   1.0429684e-02	
   1.6516500e+02	   2.2986936e-02	
   1.6522000e+02	   1.8041719e-02	
   1.6527500e+02	   5.8146905e-04	
   1.6533000e+02	  -2.2238664e-02	
   1.6538500e+02	  -4.2588996e-02	
   1.6544000e+02	  -5.3810436e-02	
   1.6549500e+02	  -5.2132792e-02	
   1.6555000e+02	  -3.7725668e-02	
   1.6560500e+02	  -1.4720194e-02	
   1.6566000e+02	   9.8695924e-03	
   1.6571500e+02	   2.8033316e-02	
   1.6577000e+02	   3.2772751e-02	
   1.6582500e+02	   1.9527919e-02	
   1.6588000e+02	  -1.3138703e-02	
   1.6593500e+02	  -6.3302030e-02	
   1.6599000e+02	  -1.2574423e-01	
   1.6604500e+02	  -1.9251211e-01	
   1.6610000e+02	  -2.5400480e-01	
   1.6615500e+02	  -3.0035292e-01	
   1.6621000e+02	  -3.2292784e-01	
   1.6626500e+02	  -3.1596220e-01	
   1.6632000e+02	  -2.7803270e-01	
   1.6637500e+02	  -2.1287363e-01	
   1.6643000e+02	  -1.2911189e-01	
   1.6648500e+02	  -3.8918372e-02	
   1.6654000e+02	   4.4114822e-02	
   1.6659500e+02	   1.0741942e-01	
   1.6665000e+02	   1.4167922e-01	
   1.6670500e+02	   1.4234076e-01	
   1.6676000e+02	   1.1015760e-01	
   1.6681500e+02	   5.0809021e-02	
   1.6687000e+02	  -2.6192305e-02	
   1.6692500e+02	  -1.0903580e-01	
   1.6698000e+02	  -1.8541216e-01	
   1.6703500e+02	  -2.4449808e-01	
   1.6709000e+02	  -2.7893903e-01	
   1.6714500e+02	  -2.8640787e-01	
   1.6720000e+02	  -2.7022705e-01	
   1.6725500e+02	  -2.3871138e-01	
   1.6731000e+02	  -2.0331927e-01	
   1.6736500e+02	  -1.7620834e-01	
   1.6742000e+02	  -1.6793452e-01	
   1.6747500e+02	  -1.8568981e-01	
   1.6753000e+02	  -2.3215858e-01	
   1.6758500e+02	  -3.0510556e-01	
   1.6764000e+02	  -3.9781586e-01	
   1.6769500e+02	  -5.0025955e-01	
   1.6775000e+02	  -6.0068780e-01	
   1.6780500e+02	  -6.8745269e-01	
   1.6786000e+02	  -7.5092588e-01	
   1.6791500e+02	  -7.8529398e-01	
   1.6797000e+02	  -7.8984469e-01	
   1.6802500e+02	  -7.6933085e-01	
   1.6808000e+02	  -7.3316790e-01	
   1.6813500e+02	  -6.9353444e-01	
   1.6819000e+02	  -6.6283720e-01	
   1.6824500e+02	  -6.5127211e-01	
   1.6830000e+02	  -6.6512479e-01	
   1.6835500e+02	  -7.0605827e-01	
   1.6841000e+02	  -7.7126057e-01	
   1.6846500e+02	  -8.5422365e-01	
   1.6852000e+02	  -9.4601594e-01	
   1.6857500e+02	  -1.0369264e+00	
   1.6863000e+02	  -1.1182508e+00	
   1.6868500e+02	  -1.1839201e+00	
   1.6874000e+02	  -1.2316408e+00	
   1.6879500e+02	  -1.2631582e+00	
   1.6885000e+02	  -1.2833824e+00	
   1.6890500e+02	  -1.2986297e+00	
   1.6896000e+02	  -1.3147062e+00	
   1.6901500e+02	  -1.3354648e+00	
   1.6907000e+02	  -1.3620191e+00	
   1.6912500e+02	  -1.3925715e+00	
   1.6918000e+02	  -1.4228806e+00	
   1.6923500e+02	  -1.4473831e+00	
   1.6929000e+02	  -1.4607422e+00	
   1.6934500e+02	  -1.4593997e+00	
   1.6940000e+02	  -1.4427816e+00	
   1.6945500e+02	  -1.4138819e+00	
   1.6951000e+02	  -1.3789088e+00	
   1.6956500e+02	  -1.3459340e+00	
   1.6962000e+02	  -1.3230022e+00	
   1.6967500e+02	  -1.3163101e+00	
   1.6973000e+02	  -1.3288276e+00	
   1.6978500e+02	  -1.3595667e+00	
   1.6984000e+02	  -1.4036553e+00	
   1.6989500e+02	  -1.4531847e+00	
   1.6995000e+02	  -1.4985756e+00	
   1.7000500e+02	  -1.5302078e+00	
   1.7006000e+02	  -1.5401192e+00	
   1.7011500e+02	  -1.5235169e+00	
   1.7017000e+02	  -1.4798095e+00	
   1.7022500e+02	  -1.4129254e+00	
   1.7028000e+02	  -1.3307061e+00	
   1.7033500e+02	  -1.2433353e+00	
   1.7039000e+02	  -1.1612104e+00	
   1.7044500e+02	  -1.0929550e+00	
   1.7050000e+02	  -1.0440674e+00	
   1.7055500e+02	  -1.0162541e+00	
   1.7061000e+02	  -1.0072890e+00	
   1.7066500e+02	  -1.0113808e+00	
   1.7072000e+02	  -1.0202184e+00	
   1.7077500e+02	  -1.0247311e+00	
   1.7083000e+02	  -1.0171745e+00	
   1.7088500e+02	  -9.9292773e-01	
   1.7094000e+02	  -9.5158020e-01	
   1.7099500e+02	  -8.9710301e-01	
   1.7105000e+02	  -8.3698339e-01	
   1.7110500e+02	  -7.8047246e-01	
   1.7116000e+02	  -7.3655918e-01	
   1.7121500e+02	  -7.1234361e-01	
   1.7127000e+02	  -7.1198294e-01	
   1.7132500e+02	  -7.3600248e-01	
   1.7138000e+02	  -7.8095800e-01	
   1.7143500e+02	  -8.3972745e-01	
   1.7149000e+02	  -9.0256191e-01	
   1.7154500e+02	  -9.5869192e-01	
   1.7160000e+02	  -9.9821572e-01	
   1.7165500e+02	  -1.0140452e+00	
   1.7171000e+02	  -1.0035241e+00	
   1.7176500e+02	  -9.6914387e-01	
   1.7182000e+02	  -9.1796000e-01	
   1.7187500e+02	  -8.5983302e-01	
   1.7193000e+02	  -8.0509497e-01	
   1.7198500e+02	  -7.6238039e-01	
   1.7204000e+02	  -7.3712373e-01	
   1.7209500e+02	  -7.3085232e-01	
   1.7215000e+02	  -7.4116593e-01	
   1.7220500e+02	  -7.6228672e-01	
   1.7226000e+02	  -7.8616777e-01	
   1.7231500e+02	  -8.0411216e-01	
   1.7237000e+02	  -8.0861465e-01	
   1.7242500e+02	  -7.9496483e-01	
   1.7248000e+02	  -7.6224945e-01	
   1.7253500e+02	  -7.1357988e-01	
   1.7259000e+02	  -6.5541345e-01	
   1.7264500e+02	  -5.9592845e-01	
   1.7270000e+02	  -5.4284194e-01	
   1.7275500e+02	  -5.0148926e-01	
   1.7281000e+02	  -4.7381641e-01	
   1.7286500e+02	  -4.5832181e-01	
   1.7292000e+02	  -4.5063624e-01	
   1.7297500e+02	  -4.4454875e-01	
   1.7303000e+02	  -4.3339987e-01	
   1.7308500e+02	  -4.1163662e-01	
   1.7314000e+02	  -3.7621181e-01	
   1.7319500e+02	  -3.2752713e-01	
   1.7325000e+02	  -2.6961200e-01	
   1.7330500e+02	  -2.0929299e-01	
   1.7336000e+02	  -1.5447465e-01	
   1.7341500e+02	  -1.1211891e-01	
   1.7347000e+02	  -8.6592713e-02	
   1.7352500e+02	  -7.8723999e-02	
   1.7358000e+02	  -8.5596744e-02	
   1.7363500e+02	  -1.0102863e-01	
   1.7369000e+02	  -1.1664916e-01	
   1.7374500e+02	  -1.2343249e-01	
   1.7380000e+02	  -1.1349281e-01	
   1.7385500e+02	  -8.1897372e-02	
   1.7391000e+02	  -2.8156166e-02	
   1.7396500e+02	   4.3011433e-02	
   1.7402000e+02	   1.2200154e-01	
   1.7407500e+02	   1.9591817e-01	
   1.7413000e+02	   2.5115764e-01	
   1.7418500e+02	   2.7625151e-01	
   1.7424000e+02	   2.6418121e-01	
   1.7429500e+02	   2.1367764e-01	
   1.7435000e+02	   1.2938647e-01	
   1.7440500e+02	   2.1099565e-02	
   1.7446000e+02	  -9.7600033e-02	
   1.7451500e+02	  -2.1105674e-01	
   1.7457000e+02	  -3.0359417e-01	
   1.7462500e+02	  -3.6183467e-01	
   1.7468000e+02	  -3.7696217e-01	
   1.7473500e+02	  -3.4641644e-01	
   1.7479000e+02	  -2.7456984e-01	
   1.7484500e+02	  -1.7213173e-01	
   1.7490000e+02	  -5.4297717e-02	
   1.7495500e+02	   6.1938671e-02	
   1.7501000e+02	   1.6061135e-01	
   1.7506500e+02	   2.2915908e-01	
   1.7512000e+02	   2.6007829e-01	
   1.7517500e+02	   2.5173592e-01	
   1.7523000e+02	   2.0827557e-01	
   1.7528500e+02	   1.3865561e-01	
   1.7534000e+02	   5.5002047e-02	
   1.7539500e+02	  -2.9422404e-02	
