time	S1_D2_HbO	
   2.4024000e+02	   8.8798035e-01	
   2.4029500e+02	   8.7367288e-01	
   2.4035000e+02	   8.5405095e-01	
   2.4040500e+02	   8.2504040e-01	
   2.4046000e+02	   7.8483604e-01	
   2.4051500e+02	   7.3467705e-01	
   2.4057000e+02	   6.7890142e-01	
   2.4062500e+02	   6.2436285e-01	
   2.4068000e+02	   5.7926511e-01	
   2.4073500e+02	   5.5161592e-01	
   2.4079000e+02	   5.4764302e-01	
   2.4084500e+02	   5.7039331e-01	
   2.4090000e+02	   6.1863586e-01	
   2.4095500e+02	   6.8640686e-01	
   2.4101000e+02	   7.6370642e-01	
   2.4106500e+02	   8.3845599e-01	
   2.4112000e+02	   8.9911286e-01	
   2.4117500e+02	   9.3706031e-01	
   2.4123000e+02	   9.4814384e-01	
   2.4128500e+02	   9.3310120e-01	
   2.4134000e+02	   8.9703273e-01	
   2.4139500e+02	   8.4836719e-01	
   2.4145000e+02	   7.9767212e-01	
   2.4150500e+02	   7.5629792e-01	
   2.4156000e+02	   7.3475775e-01	
   2.4161500e+02	   7.4097837e-01	
   2.4167000e+02	   7.7873171e-01	
   2.4172500e+02	   8.4655862e-01	
   2.4178000e+02	   9.3755275e-01	
   2.4183500e+02	   1.0403834e+00	
   2.4189000e+02	   1.1414832e+00	
   2.4194500e+02	   1.2276701e+00	
   2.4200000e+02	   1.2883911e+00	
   2.4205500e+02	   1.3172300e+00	
   2.4211000e+02	   1.3126487e+00	
   2.4216500e+02	   1.2779624e+00	
   2.4222000e+02	   1.2206141e+00	
   2.4227500e+02	   1.1509363e+00	
   2.4233000e+02	   1.0805619e+00	
   2.4238500e+02	   1.0205556e+00	
   2.4244000e+02	   9.7943278e-01	
   2.4249500e+02	   9.6148270e-01	
   2.4255000e+02	   9.6593313e-01	
   2.4260500e+02	   9.8730396e-01	
   2.4266000e+02	   1.0168827e+00	
   2.4271500e+02	   1.0448375e+00	
   2.4277000e+02	   1.0623285e+00	
   2.4282500e+02	   1.0631686e+00	
   2.4288000e+02	   1.0448548e+00	
   2.4293500e+02	   1.0088927e+00	
   2.4299000e+02	   9.6038456e-01	
   2.4304500e+02	   9.0694243e-01	
   2.4310000e+02	   8.5708379e-01	
   2.4315500e+02	   8.1838039e-01	
   2.4321000e+02	   7.9577825e-01	
   2.4326500e+02	   7.9050080e-01	
   2.4332000e+02	   7.9978650e-01	
   2.4337500e+02	   8.1756019e-01	
   2.4343000e+02	   8.3595723e-01	
   2.4348500e+02	   8.4730090e-01	
   2.4354000e+02	   8.4589254e-01	
   2.4359500e+02	   8.2914000e-01	
   2.4365000e+02	   7.9793826e-01	
   2.4370500e+02	   7.5636659e-01	
   2.4376000e+02	   7.1074567e-01	
   2.4381500e+02	   6.6821184e-01	
   2.4387000e+02	   6.3508424e-01	
   2.4392500e+02	   6.1529264e-01	
   2.4398000e+02	   6.0923314e-01	
   2.4403500e+02	   6.1359698e-01	
   2.4409000e+02	   6.2248073e-01	
   2.4414500e+02	   6.2937796e-01	
   2.4420000e+02	   6.2917534e-01	
   2.4425500e+02	   6.1946573e-01	
   2.4431000e+02	   6.0096110e-01	
   2.4436500e+02	   5.7712811e-01	
   2.4442000e+02	   5.5334273e-01	
   2.4447500e+02	   5.3583778e-01	
   2.4453000e+02	   5.3052909e-01	
   2.4458500e+02	   5.4169531e-01	
   2.4464000e+02	   5.7061455e-01	
   2.4469500e+02	   6.1454962e-01	
   2.4475000e+02	   6.6666971e-01	
   2.4480500e+02	   7.1726157e-01	
   2.4486000e+02	   7.5592518e-01	
   2.4491500e+02	   7.7396510e-01	
   2.4497000e+02	   7.6627826e-01	
   2.4502500e+02	   7.3235842e-01	
   2.4508000e+02	   6.7627737e-01	
   2.4513500e+02	   6.0576468e-01	
   2.4519000e+02	   5.3073472e-01	
   2.4524500e+02	   4.6162409e-01	
   2.4530000e+02	   4.0779977e-01	
   2.4535500e+02	   3.7621269e-01	
   2.4541000e+02	   3.7031652e-01	
   2.4546500e+02	   3.8916872e-01	
   2.4552000e+02	   4.2693265e-01	
   2.4557500e+02	   4.7343078e-01	
   2.4563000e+02	   5.1612183e-01	
   2.4568500e+02	   5.4293885e-01	
   2.4574000e+02	   5.4488852e-01	
   2.4579500e+02	   5.1767031e-01	
   2.4585000e+02	   4.6219213e-01	
   2.4590500e+02	   3.8412397e-01	
   2.4596000e+02	   2.9268740e-01	
   2.4601500e+02	   1.9898764e-01	
   2.4607000e+02	   1.1422068e-01	
   2.4612500e+02	   4.7940280e-02	
   2.4618000e+02	   6.4868063e-03	
   2.4623500e+02	  -8.1715483e-03	
   2.4629000e+02	   1.1870811e-03	
   2.4634500e+02	   2.7663449e-02	
   2.4640000e+02	   6.1782500e-02	
   2.4645500e+02	   9.3604414e-02	
   2.4651000e+02	   1.1481579e-01	
   2.4656500e+02	   1.2019137e-01	
   2.4662000e+02	   1.0813869e-01	
   2.4667500e+02	   8.0502718e-02	
   2.4673000e+02	   4.1984196e-02	
   2.4678500e+02	  -7.0733329e-04	
   2.4684000e+02	  -4.0076008e-02	
   2.4689500e+02	  -6.9440633e-02	
   2.4695000e+02	  -8.4617804e-02	
   2.4700500e+02	  -8.5148398e-02	
   2.4706000e+02	  -7.4503964e-02	
   2.4711500e+02	  -5.9017785e-02	
   2.4717000e+02	  -4.5832651e-02	
   2.4722500e+02	  -4.0638898e-02	
   2.4728000e+02	  -4.6057870e-02	
   2.4733500e+02	  -6.1110010e-02	
   2.4739000e+02	  -8.1672124e-02	
   2.4744500e+02	  -1.0163074e-01	
   2.4750000e+02	  -1.1448128e-01	
   2.4755500e+02	  -1.1507278e-01	
   2.4761000e+02	  -1.0112095e-01	
   2.4766500e+02	  -7.4156688e-02	
   2.4772000e+02	  -3.9603959e-02	
   2.4777500e+02	  -5.7323671e-03	
   2.4783000e+02	   1.8402396e-02	
   2.4788500e+02	   2.5366137e-02	
   2.4794000e+02	   1.1255856e-02	
   2.4799500e+02	  -2.3357350e-02	
   2.4805000e+02	  -7.3438354e-02	
   2.4810500e+02	  -1.3029603e-01	
   2.4816000e+02	  -1.8306432e-01	
   2.4821500e+02	  -2.2061005e-01	
   2.4827000e+02	  -2.3352234e-01	
   2.4832500e+02	  -2.1593607e-01	
   2.4838000e+02	  -1.6697075e-01	
   2.4843500e+02	  -9.1425650e-02	
   2.4849000e+02	   6.5529926e-04	
   2.4854500e+02	   9.5674858e-02	
   2.4860000e+02	   1.7909472e-01	
   2.4865500e+02	   2.3826319e-01	
   2.4871000e+02	   2.6478216e-01	
   2.4876500e+02	   2.5602936e-01	
   2.4882000e+02	   2.1561477e-01	
   2.4887500e+02	   1.5264975e-01	
   2.4893000e+02	   8.0005279e-02	
   2.4898500e+02	   1.1983554e-02	
   2.4904000e+02	  -3.8235879e-02	
   2.4909500e+02	  -6.1083713e-02	
   2.4915000e+02	  -5.2579504e-02	
   2.4920500e+02	  -1.5259950e-02	
   2.4926000e+02	   4.2325363e-02	
   2.4931500e+02	   1.0756146e-01	
   2.4937000e+02	   1.6667136e-01	
   2.4942500e+02	   2.0770146e-01	
   2.4948000e+02	   2.2275712e-01	
   2.4953500e+02	   2.0910299e-01	
   2.4959000e+02	   1.6916800e-01	
   2.4964500e+02	   1.0961546e-01	
   2.4970000e+02	   3.9688454e-02	
   2.4975500e+02	  -3.0764738e-02	
   2.4981000e+02	  -9.3099419e-02	
   2.4986500e+02	  -1.4122197e-01	
   2.4992000e+02	  -1.7237537e-01	
   2.4997500e+02	  -1.8729534e-01	
   2.5003000e+02	  -1.8967469e-01	
   2.5008500e+02	  -1.8499871e-01	
   2.5014000e+02	  -1.7902105e-01	
   2.5019500e+02	  -1.7626813e-01	
   2.5025000e+02	  -1.7894795e-01	
   2.5030500e+02	  -1.8655051e-01	
   2.5036000e+02	  -1.9626902e-01	
   2.5041500e+02	  -2.0414375e-01	
   2.5047000e+02	  -2.0657418e-01	
   2.5052500e+02	  -2.0173178e-01	
   2.5058000e+02	  -1.9052155e-01	
   2.5063500e+02	  -1.7680399e-01	
   2.5069000e+02	  -1.6660063e-01	
   2.5074500e+02	  -1.6642331e-01	
   2.5080000e+02	  -1.8147016e-01	
   2.5085500e+02	  -2.1438738e-01	
   2.5091000e+02	  -2.6470853e-01	
   2.5096500e+02	  -3.2880862e-01	
   2.5102000e+02	  -4.0033289e-01	
   2.5107500e+02	  -4.7106464e-01	
   2.5113000e+02	  -5.3211644e-01	
   2.5118500e+02	  -5.7540861e-01	
   2.5124000e+02	  -5.9537476e-01	
   2.5129500e+02	  -5.9051399e-01	
   2.5135000e+02	  -5.6419909e-01	
   2.5140500e+02	  -5.2434395e-01	
   2.5146000e+02	  -4.8193510e-01	
   2.5151500e+02	  -4.4881546e-01	
   2.5157000e+02	  -4.3530695e-01	
   2.5162500e+02	  -4.4819721e-01	
   2.5168000e+02	  -4.8943876e-01	
   2.5173500e+02	  -5.5575199e-01	
   2.5179000e+02	  -6.3919523e-01	
   2.5184500e+02	  -7.2862675e-01	
   2.5190000e+02	  -8.1177224e-01	
   2.5195500e+02	  -8.7741067e-01	
   2.5201000e+02	  -9.1723641e-01	
   2.5206500e+02	  -9.2725172e-01	
   2.5212000e+02	  -9.0868521e-01	
   2.5217500e+02	  -8.6821336e-01	
   2.5223000e+02	  -8.1712573e-01	
   2.5228500e+02	  -7.6942878e-01	
   2.5234000e+02	  -7.3939139e-01	
   2.5239500e+02	  -7.3914680e-01	
   2.5245000e+02	  -7.7675672e-01	
   2.5250500e+02	  -8.5500379e-01	
   2.5256000e+02	  -9.7109692e-01	
   2.5261500e+02	  -1.1172424e+00	
   2.5267000e+02	  -1.2817816e+00	
   2.5272500e+02	  -1.4505877e+00	
   2.5278000e+02	  -1.6086200e+00	
   2.5283500e+02	  -1.7416722e+00	
   2.5289000e+02	  -1.8382793e+00	
   2.5294500e+02	  -1.8916097e+00	
   2.5300000e+02	  -1.9010424e+00	
   2.5305500e+02	  -1.8729066e+00	
   2.5311000e+02	  -1.8197596e+00	
   2.5316500e+02	  -1.7579990e+00	
   2.5322000e+02	  -1.7044605e+00	
   2.5327500e+02	  -1.6731299e+00	
   2.5333000e+02	  -1.6728064e+00	
   2.5338500e+02	  -1.7060227e+00	
   2.5344000e+02	  -1.7692349e+00	
   2.5349500e+02	  -1.8541042e+00	
   2.5355000e+02	  -1.9494554e+00	
   2.5360500e+02	  -2.0434177e+00	
   2.5366000e+02	  -2.1253831e+00	
   2.5371500e+02	  -2.1875987e+00	
   2.5377000e+02	  -2.2262959e+00	
   2.5382500e+02	  -2.2422466e+00	
   2.5388000e+02	  -2.2405327e+00	
   2.5393500e+02	  -2.2293026e+00	
   2.5399000e+02	  -2.2176383e+00	
   2.5404500e+02	  -2.2132300e+00	
   2.5410000e+02	  -2.2207066e+00	
   2.5415500e+02	  -2.2409900e+00	
   2.5421000e+02	  -2.2715015e+00	
   2.5426500e+02	  -2.3069204e+00	
   2.5432000e+02	  -2.3403722e+00	
   2.5437500e+02	  -2.3649625e+00	
   2.5443000e+02	  -2.3754093e+00	
   2.5448500e+02	  -2.3694084e+00	
   2.5454000e+02	  -2.3484240e+00	
   2.5459500e+02	  -2.3176748e+00	
   2.5465000e+02	  -2.2851983e+00	
   2.5470500e+02	  -2.2601424e+00	
   2.5476000e+02	  -2.2507276e+00	
   2.5481500e+02	  -2.2623688e+00	
   2.5487000e+02	  -2.2963157e+00	
   2.5492500e+02	  -2.3490896e+00	
   2.5498000e+02	  -2.4128774e+00	
   2.5503500e+02	  -2.4767583e+00	
   2.5509000e+02	  -2.5284122e+00	
   2.5514500e+02	  -2.5560549e+00	
   2.5520000e+02	  -2.5505363e+00	
   2.5525500e+02	  -2.5073990e+00	
   2.5531000e+02	  -2.4282906e+00	
   2.5536500e+02	  -2.3210425e+00	
   2.5542000e+02	  -2.1982247e+00	
   2.5547500e+02	  -2.0745896e+00	
   2.5553000e+02	  -1.9640992e+00	
   2.5558500e+02	  -1.8772642e+00	
   2.5564000e+02	  -1.8193875e+00	
   2.5569500e+02	  -1.7899824e+00	
   2.5575000e+02	  -1.7832391e+00	
   2.5580500e+02	  -1.7892311e+00	
   2.5586000e+02	  -1.7956513e+00	
   2.5591500e+02	  -1.7899522e+00	
   2.5597000e+02	  -1.7616443e+00	
   2.5602500e+02	  -1.7044109e+00	
   2.5608000e+02	  -1.6177045e+00	
   2.5613500e+02	  -1.5073884e+00	
   2.5619000e+02	  -1.3849551e+00	
   2.5624500e+02	  -1.2652466e+00	
   2.5630000e+02	  -1.1632647e+00	
   2.5635500e+02	  -1.0910199e+00	
   2.5641000e+02	  -1.0551806e+00	
   2.5646500e+02	  -1.0559108e+00	
   2.5652000e+02	  -1.0870567e+00	
   2.5657500e+02	  -1.1375580e+00	
   2.5663000e+02	  -1.1935994e+00	
   2.5668500e+02	  -1.2409812e+00	
   2.5674000e+02	  -1.2674710e+00	
   2.5679500e+02	  -1.2649914e+00	
   2.5685000e+02	  -1.2312722e+00	
   2.5690500e+02	  -1.1704141e+00	
   2.5696000e+02	  -1.0919763e+00	
   2.5701500e+02	  -1.0086729e+00	
   2.5707000e+02	  -9.3332388e-01	
   2.5712500e+02	  -8.7600182e-01	
   2.5718000e+02	  -8.4214316e-01	
   2.5723500e+02	  -8.3190759e-01	
   2.5729000e+02	  -8.4065346e-01	
   2.5734500e+02	  -8.6026421e-01	
   2.5740000e+02	  -8.8100151e-01	
   2.5745500e+02	  -8.9344301e-01	
   2.5751000e+02	  -8.9012340e-01	
   2.5756500e+02	  -8.6678300e-01	
   2.5762000e+02	  -8.2321107e-01	
   2.5767500e+02	  -7.6340467e-01	
   2.5773000e+02	  -6.9468183e-01	
   2.5778500e+02	  -6.2585047e-01	
   2.5784000e+02	  -5.6508063e-01	
   2.5789500e+02	  -5.1816558e-01	
   2.5795000e+02	  -4.8751349e-01	
   2.5800500e+02	  -4.7195510e-01	
   2.5806000e+02	  -4.6734224e-01	
   2.5811500e+02	  -4.6774109e-01	
   2.5817000e+02	  -4.6685734e-01	
   2.5822500e+02	  -4.5939475e-01	
   2.5828000e+02	  -4.4224443e-01	
   2.5833500e+02	  -4.1539222e-01	
   2.5839000e+02	  -3.8219867e-01	
   2.5844500e+02	  -3.4866681e-01	
   2.5850000e+02	  -3.2176909e-01	
   2.5855500e+02	  -3.0749481e-01	
   2.5861000e+02	  -3.0932748e-01	
   2.5866500e+02	  -3.2742968e-01	
   2.5872000e+02	  -3.5854316e-01	
   2.5877500e+02	  -3.9656235e-01	
   2.5883000e+02	  -4.3356842e-01	
   2.5888500e+02	  -4.6100405e-01	
   2.5894000e+02	  -4.7088609e-01	
   2.5899500e+02	  -4.5715783e-01	
   2.5905000e+02	  -4.1712571e-01	
   2.5910500e+02	  -3.5260420e-01	
   2.5916000e+02	  -2.7025073e-01	
   2.5921500e+02	  -1.8070301e-01	
   2.5927000e+02	  -9.6513392e-02	
   2.5932500e+02	  -2.9415795e-02	
   2.5938000e+02	   1.2198317e-02	
   2.5943500e+02	   2.4897190e-02	
   2.5949000e+02	   1.0696415e-02	
   2.5954500e+02	  -2.3473448e-02	
   2.5960000e+02	  -6.7064744e-02	
   2.5965500e+02	  -1.0764459e-01	
   2.5971000e+02	  -1.3279771e-01	
   2.5976500e+02	  -1.3211444e-01	
   2.5982000e+02	  -9.9183191e-02	
   2.5987500e+02	  -3.3246287e-02	
   2.5993000e+02	   6.0072991e-02	
   2.5998500e+02	   1.6945558e-01	
   2.6004000e+02	   2.7993015e-01	
   2.6009500e+02	   3.7565545e-01	
   2.6015000e+02	   4.4270088e-01	
   2.6020500e+02	   4.7133221e-01	
   2.6026000e+02	   4.5752502e-01	
   2.6031500e+02	   4.0352787e-01	
   2.6037000e+02	   3.1745130e-01	
   2.6042500e+02	   2.1202852e-01	
   2.6048000e+02	   1.0271137e-01	
   2.6053500e+02	   5.2699536e-03	
   2.6059000e+02	  -6.6781532e-02	
   2.6064500e+02	  -1.0450907e-01	
   2.6070000e+02	  -1.0524514e-01	
   2.6075500e+02	  -7.3222113e-02	
   2.6081000e+02	  -1.8755969e-02	
   2.6086500e+02	   4.4038176e-02	
   2.6092000e+02	   1.0041260e-01	
   2.6097500e+02	   1.3809296e-01	
   2.6103000e+02	   1.4950430e-01	
   2.6108500e+02	   1.3273264e-01	
   2.6114000e+02	   9.1275253e-02	
   2.6119500e+02	   3.2891644e-02	
   2.6125000e+02	  -3.2067400e-02	
   2.6130500e+02	  -9.2564054e-02	
   2.6136000e+02	  -1.3883906e-01	
   2.6141500e+02	  -1.6427259e-01	
   2.6147000e+02	  -1.6686084e-01	
   2.6152500e+02	  -1.4989161e-01	
   2.6158000e+02	  -1.2143168e-01	
   2.6163500e+02	  -9.2592975e-02	
   2.6169000e+02	  -7.5017531e-02	
   2.6174500e+02	  -7.8254583e-02	
   2.6180000e+02	  -1.0765248e-01	
   2.6185500e+02	  -1.6319965e-01	
   2.6191000e+02	  -2.3948067e-01	
   2.6196500e+02	  -3.2665731e-01	
   2.6202000e+02	  -4.1225120e-01	
   2.6207500e+02	  -4.8342743e-01	
   2.6213000e+02	  -5.2936877e-01	
   2.6218500e+02	  -5.4331078e-01	
   2.6224000e+02	  -5.2392988e-01	
   2.6229500e+02	  -4.7582430e-01	
   2.6235000e+02	  -4.0878864e-01	
   2.6240500e+02	  -3.3582209e-01	
   2.6246000e+02	  -2.7036218e-01	
   2.6251500e+02	  -2.2357631e-01	
   2.6257000e+02	  -2.0237485e-01	
   2.6262500e+02	  -2.0839960e-01	
   2.6268000e+02	  -2.3795580e-01	
   2.6273500e+02	  -2.8278183e-01	
   2.6279000e+02	  -3.3155538e-01	
   2.6284500e+02	  -3.7198881e-01	
   2.6290000e+02	  -3.9326009e-01	
   2.6295500e+02	  -3.8839454e-01	
   2.6301000e+02	  -3.5605202e-01	
   2.6306500e+02	  -3.0112892e-01	
   2.6312000e+02	  -2.3388592e-01	
   2.6317500e+02	  -1.6781811e-01	
   2.6323000e+02	  -1.1683154e-01	
   2.6328500e+02	  -9.2425981e-02	
   2.6334000e+02	  -1.0156158e-01	
   2.6339500e+02	  -1.4559612e-01	
   2.6345000e+02	  -2.2023249e-01	
   2.6350500e+02	  -3.1623937e-01	
   2.6356000e+02	  -4.2088591e-01	
   2.6361500e+02	  -5.2009497e-01	
   2.6367000e+02	  -6.0101032e-01	
   2.6372500e+02	  -6.5436578e-01	
   2.6378000e+02	  -6.7611219e-01	
   2.6383500e+02	  -6.6803121e-01	
   2.6389000e+02	  -6.3721479e-01	
   2.6394500e+02	  -5.9443265e-01	
   2.6400000e+02	  -5.5179059e-01	
   2.6405500e+02	  -5.2040124e-01	
   2.6411000e+02	  -5.0860756e-01	
   2.6416500e+02	  -5.2088416e-01	
   2.6422000e+02	  -5.5740908e-01	
   2.6427500e+02	  -6.1433867e-01	
   2.6433000e+02	  -6.8470550e-01	
   2.6438500e+02	  -7.5975155e-01	
   2.6444000e+02	  -8.3056697e-01	
   2.6449500e+02	  -8.8985223e-01	
   2.6455000e+02	  -9.3338163e-01	
   2.6460500e+02	  -9.6070063e-01	
   2.6466000e+02	  -9.7486180e-01	
   2.6471500e+02	  -9.8131698e-01	
   2.6477000e+02	  -9.8631443e-01	
   2.6482500e+02	  -9.9529012e-01	
   2.6488000e+02	  -1.0116707e+00	
   2.6493500e+02	  -1.0362306e+00	
   2.6499000e+02	  -1.0669230e+00	
   2.6504500e+02	  -1.0991534e+00	
   2.6510000e+02	  -1.1266353e+00	
   2.6515500e+02	  -1.1428939e+00	
   2.6521000e+02	  -1.1431104e+00	
   2.6526500e+02	  -1.1257555e+00	
   2.6532000e+02	  -1.0934754e+00	
   2.6537500e+02	  -1.0528325e+00	
   2.6543000e+02	  -1.0128209e+00	
   2.6548500e+02	  -9.8259604e-01	
   2.6554000e+02	  -9.6922091e-01	
   2.6559500e+02	  -9.7613738e-01	
   2.6565000e+02	  -1.0026056e+00	
   2.6570500e+02	  -1.0439420e+00	
   2.6576000e+02	  -1.0923351e+00	
   2.6581500e+02	  -1.1381160e+00	
   2.6587000e+02	  -1.1713267e+00	
   2.6592500e+02	  -1.1833371e+00	
   2.6598000e+02	  -1.1683519e+00	
   2.6603500e+02	  -1.1247403e+00	
   2.6609000e+02	  -1.0559219e+00	
   2.6614500e+02	  -9.7024794e-01	
   2.6620000e+02	  -8.7955476e-01	
   2.6625500e+02	  -7.9677383e-01	
   2.6631000e+02	  -7.3338602e-01	
   2.6636500e+02	  -6.9735601e-01	
   2.6642000e+02	  -6.9191748e-01	
   2.6647500e+02	  -7.1536381e-01	
   2.6653000e+02	  -7.6170978e-01	
   2.6658500e+02	  -8.2184968e-01	
   2.6664000e+02	  -8.8488680e-01	
   2.6669500e+02	  -9.3956295e-01	
   2.6675000e+02	  -9.7586642e-01	
   2.6680500e+02	  -9.8680308e-01	
   2.6686000e+02	  -9.7003781e-01	
   2.6691500e+02	  -9.2880988e-01	
   2.6697000e+02	  -8.7150581e-01	
   2.6702500e+02	  -8.0975736e-01	
   2.6708000e+02	  -7.5566654e-01	
   2.6713500e+02	  -7.1916069e-01	
   2.6719000e+02	  -7.0621688e-01	
   2.6724500e+02	  -7.1810607e-01	
   2.6730000e+02	  -7.5149230e-01	
   2.6735500e+02	  -7.9924505e-01	
   2.6741000e+02	  -8.5181633e-01	
   2.6746500e+02	  -8.9891958e-01	
   2.6752000e+02	  -9.3123595e-01	
   2.6757500e+02	  -9.4196543e-01	
   2.6763000e+02	  -9.2807681e-01	
   2.6768500e+02	  -8.9107116e-01	
   2.6774000e+02	  -8.3702816e-01	
   2.6779500e+02	  -7.7572363e-01	
   2.6785000e+02	  -7.1881728e-01	
   2.6790500e+02	  -6.7752011e-01	
   2.6796000e+02	  -6.6044694e-01	
   2.6801500e+02	  -6.7223145e-01	
   2.6807000e+02	  -7.1304813e-01	
   2.6812500e+02	  -7.7885574e-01	
   2.6818000e+02	  -8.6215634e-01	
   2.6823500e+02	  -9.5315974e-01	
   2.6829000e+02	  -1.0412228e+00	
   2.6834500e+02	  -1.1163891e+00	
   2.6840000e+02	  -1.1709304e+00	
   2.6845500e+02	  -1.2007984e+00	
   2.6851000e+02	  -1.2066457e+00	
   2.6856500e+02	  -1.1939182e+00	
   2.6862000e+02	  -1.1717955e+00	
   2.6867500e+02	  -1.1512517e+00	
   2.6873000e+02	  -1.1427631e+00	
   2.6878500e+02	  -1.1541746e+00	
   2.6884000e+02	  -1.1891709e+00	
   2.6889500e+02	  -1.2466873e+00	
   2.6895000e+02	  -1.3213351e+00	
   2.6900500e+02	  -1.4046120e+00	
   2.6906000e+02	  -1.4865900e+00	
   2.6911500e+02	  -1.5578467e+00	
   2.6917000e+02	  -1.6113628e+00	
   2.6922500e+02	  -1.6439310e+00	
   2.6928000e+02	  -1.6566233e+00	
   2.6933500e+02	  -1.6541640e+00	
   2.6939000e+02	  -1.6434475e+00	
   2.6944500e+02	  -1.6316879e+00	
   2.6950000e+02	  -1.6247062e+00	
   2.6955500e+02	  -1.6257064e+00	
   2.6961000e+02	  -1.6346715e+00	
   2.6966500e+02	  -1.6483660e+00	
   2.6972000e+02	  -1.6609457e+00	
   2.6977500e+02	  -1.6652472e+00	
   2.6983000e+02	  -1.6546544e+00	
   2.6988500e+02	  -1.6250789e+00	
   2.6994000e+02	  -1.5764033e+00	
   2.6999500e+02	  -1.5129164e+00	
   2.7005000e+02	  -1.4425705e+00	
   2.7010500e+02	  -1.3752522e+00	
   2.7016000e+02	  -1.3206385e+00	
   2.7021500e+02	  -1.2863354e+00	
   2.7027000e+02	  -1.2766374e+00	
   2.7032500e+02	  -1.2918142e+00	
   2.7038000e+02	  -1.3278702e+00	
   2.7043500e+02	  -1.3769619e+00	
   2.7049000e+02	  -1.4285613e+00	
   2.7054500e+02	  -1.4711664e+00	
   2.7060000e+02	  -1.4942764e+00	
   2.7065500e+02	  -1.4903423e+00	
   2.7071000e+02	  -1.4563180e+00	
   2.7076500e+02	  -1.3943978e+00	
   2.7082000e+02	  -1.3116675e+00	
   2.7087500e+02	  -1.2187162e+00	
   2.7093000e+02	  -1.1275669e+00	
   2.7098500e+02	  -1.0493947e+00	
   2.7104000e+02	  -9.9246488e-01	
   2.7109500e+02	  -9.6067834e-01	
   2.7115000e+02	  -9.5301138e-01	
   2.7120500e+02	  -9.6390434e-01	
   2.7126000e+02	  -9.8443094e-01	
   2.7131500e+02	  -1.0039740e+00	
   2.7137000e+02	  -1.0121025e+00	
   2.7142500e+02	  -1.0003921e+00	
   2.7148000e+02	  -9.6403819e-01	
   2.7153500e+02	  -9.0306577e-01	
   2.7159000e+02	  -8.2272072e-01	
   2.7164500e+02	  -7.3261028e-01	
   2.7170000e+02	  -6.4463238e-01	
   2.7175500e+02	  -5.7032855e-01	
   2.7181000e+02	  -5.1845950e-01	
   2.7186500e+02	  -4.9331532e-01	
   2.7192000e+02	  -4.9397133e-01	
   2.7197500e+02	  -5.1457456e-01	
   2.7203000e+02	  -5.4560255e-01	
   2.7208500e+02	  -5.7583627e-01	
   2.7214000e+02	  -5.9468713e-01	
   2.7219500e+02	  -5.9446120e-01	
   2.7225000e+02	  -5.7203993e-01	
   2.7230500e+02	  -5.2945603e-01	
   2.7236000e+02	  -4.7311473e-01	
   2.7241500e+02	  -4.1190562e-01	
   2.7247000e+02	  -3.5486790e-01	
   2.7252500e+02	  -3.0910143e-01	
   2.7258000e+02	  -2.7834547e-01	
   2.7263500e+02	  -2.6240316e-01	
   2.7269000e+02	  -2.5745547e-01	
   2.7274500e+02	  -2.5715915e-01	
   2.7280000e+02	  -2.5424389e-01	
   2.7285500e+02	  -2.4227585e-01	
   2.7291000e+02	  -2.1733455e-01	
   2.7296500e+02	  -1.7927083e-01	
   2.7302000e+02	  -1.3204778e-01	
   2.7307500e+02	  -8.2880676e-02	
   2.7313000e+02	  -4.0437118e-02	
   2.7318500e+02	  -1.2696208e-02	
   2.7324000e+02	  -5.0435116e-03	
   2.7329500e+02	  -1.9025005e-02	
   2.7335000e+02	  -5.1959879e-02	
   2.7340500e+02	  -9.7335090e-02	
   2.7346000e+02	  -1.4579797e-01	
   2.7351500e+02	  -1.8665723e-01	
   2.7357000e+02	  -2.0976751e-01	
   2.7362500e+02	  -2.0744826e-01	
   2.7368000e+02	  -1.7601705e-01	
   2.7373500e+02	  -1.1665453e-01	
   2.7379000e+02	  -3.5372588e-02	
   2.7384500e+02	   5.8134950e-02	
   2.7390000e+02	   1.5266228e-01	
   2.7395500e+02	   2.3803889e-01	
   2.7401000e+02	   3.0719073e-01	
   2.7406500e+02	   3.5719836e-01	
   2.7412000e+02	   3.8936220e-01	
   2.7417500e+02	   4.0851352e-01	
   2.7423000e+02	   4.2176551e-01	
   2.7428500e+02	   4.3692046e-01	
   2.7434000e+02	   4.6081527e-01	
   2.7439500e+02	   4.9779410e-01	
   2.7445000e+02	   5.4849119e-01	
   2.7450500e+02	   6.0934677e-01	
   2.7456000e+02	   6.7328511e-01	
   2.7461500e+02	   7.3144042e-01	
   2.7467000e+02	   7.7524266e-01	
   2.7472500e+02	   7.9817858e-01	
   2.7478000e+02	   7.9695533e-01	
   2.7483500e+02	   7.7205273e-01	
   2.7489000e+02	   7.2765357e-01	
   2.7494500e+02	   6.7095887e-01	
   2.7500000e+02	   6.1101987e-01	
   2.7505500e+02	   5.5731149e-01	
   2.7511000e+02	   5.1824873e-01	
   2.7516500e+02	   4.9981515e-01	
   2.7522000e+02	   5.0453286e-01	
   2.7527500e+02	   5.3104146e-01	
   2.7533000e+02	   5.7444580e-01	
   2.7538500e+02	   6.2740477e-01	
   2.7544000e+02	   6.8172570e-01	
   2.7549500e+02	   7.3005506e-01	
   2.7555000e+02	   7.6724721e-01	
   2.7560500e+02	   7.9116601e-01	
