1.1742 	WARNING 	Movie2 stim could not be imported and won't be available
129.8592 	EXP 	New trial (rep=0, index=14): {u'color': u'BLUE', u'congruent': 0, u'word': u'\u0110\u1ece', u'corrans': u'm'}
129.8753 	EXP 	text_2: autoDraw = False
129.8753 	EXP 	fixationmain: autoDraw = False
129.8753 	EXP 	text_2: color = u'BLUE (named)'
129.8753 	EXP 	text_2: text = u'\u0110\u1ece'
129.8753 	EXP 	fixationmain: autoDraw = True
130.6751 	EXP 	fixationmain: autoDraw = False
130.6917 	EXP 	text_2: autoDraw = True
131.6250 	DATA 	Keypress: m
131.9748 	EXP 	text_2: autoDraw = False
132.8584 	EXP 	New trial (rep=0, index=15): {u'color': u'BLUE', u'congruent': 0, u'word': u'XANH L\xc1', u'corrans': u'm'}
132.8745 	EXP 	text_2: autoDraw = False
132.8745 	EXP 	fixationmain: autoDraw = False
132.8745 	EXP 	text_2: color = u'BLUE (named)'
132.8745 	EXP 	text_2: text = u'XANH L\xc1'
132.8745 	EXP 	fixationmain: autoDraw = True
133.6743 	EXP 	fixationmain: autoDraw = False
133.6909 	EXP 	text_2: autoDraw = True
134.4076 	DATA 	Keypress: n
134.9739 	EXP 	text_2: autoDraw = False
135.8576 	EXP 	New trial (rep=0, index=16): {u'color': u'YELLOW', u'congruent': 0, u'word': u'XANH L\xc1', u'corrans': u'x'}
135.8737 	EXP 	text_2: autoDraw = False
135.8737 	EXP 	fixationmain: autoDraw = False
135.8737 	EXP 	text_2: color = u'YELLOW (named)'
135.8737 	EXP 	text_2: text = u'XANH L\xc1'
135.8737 	EXP 	fixationmain: autoDraw = True
136.6735 	EXP 	fixationmain: autoDraw = False
136.6902 	EXP 	text_2: autoDraw = True
137.4901 	DATA 	Keypress: x
137.9731 	EXP 	text_2: autoDraw = False
138.8569 	EXP 	New trial (rep=0, index=17): {u'color': u'RED', u'congruent': 0, u'word': u'V\xc0NG', u'corrans': u'z'}
138.8728 	EXP 	text_2: autoDraw = False
138.8728 	EXP 	fixationmain: autoDraw = False
138.8728 	EXP 	text_2: color = u'RED (named)'
138.8728 	EXP 	text_2: text = u'V\xc0NG'
138.8728 	EXP 	fixationmain: autoDraw = True
139.6727 	EXP 	fixationmain: autoDraw = False
139.6894 	EXP 	text_2: autoDraw = True
140.3227 	DATA 	Keypress: z
140.9723 	EXP 	text_2: autoDraw = False
141.8560 	EXP 	New trial (rep=0, index=18): {u'color': u'RED', u'congruent': 0, u'word': u'XANH D\u01af\u01a0NG', u'corrans': u'z'}
141.8721 	EXP 	text_2: autoDraw = False
141.8721 	EXP 	fixationmain: autoDraw = False
141.8721 	EXP 	text_2: color = u'RED (named)'
141.8721 	EXP 	text_2: text = u'XANH D\u01af\u01a0NG'
141.8721 	EXP 	fixationmain: autoDraw = True
142.6719 	EXP 	fixationmain: autoDraw = False
142.6886 	EXP 	text_2: autoDraw = True
143.5885 	DATA 	Keypress: z
143.9716 	EXP 	text_2: autoDraw = False
144.8552 	EXP 	New trial (rep=0, index=19): {u'color': u'GREEN', u'congruent': 0, u'word': u'\u0110\u1ece', u'corrans': u'm'}
144.8713 	EXP 	text_2: autoDraw = False
144.8713 	EXP 	fixationmain: autoDraw = False
144.8713 	EXP 	text_2: color = u'GREEN (named)'
144.8713 	EXP 	text_2: text = u'\u0110\u1ece'
144.8713 	EXP 	fixationmain: autoDraw = True
145.6711 	EXP 	fixationmain: autoDraw = False
145.6878 	EXP 	text_2: autoDraw = True
146.3878 	DATA 	Keypress: n
146.9709 	EXP 	text_2: autoDraw = False
147.8545 	EXP 	New trial (rep=0, index=20): {u'color': u'BLUE', u'congruent': 0, u'word': u'XANH L\xc1', u'corrans': u'm'}
147.8705 	EXP 	text_2: autoDraw = False
147.8705 	EXP 	fixationmain: autoDraw = False
147.8705 	EXP 	text_2: color = u'BLUE (named)'
147.8705 	EXP 	text_2: text = u'XANH L\xc1'
147.8705 	EXP 	fixationmain: autoDraw = True
148.6703 	EXP 	fixationmain: autoDraw = False
148.6871 	EXP 	text_2: autoDraw = True
149.4537 	DATA 	Keypress: m
149.9700 	EXP 	text_2: autoDraw = False
150.8537 	EXP 	New trial (rep=0, index=21): {u'color': u'RED', u'congruent': 0, u'word': u'V\xc0NG', u'corrans': u'z'}
150.8697 	EXP 	text_2: autoDraw = False
150.8697 	EXP 	fixationmain: autoDraw = False
150.8697 	EXP 	text_2: color = u'RED (named)'
150.8697 	EXP 	text_2: text = u'V\xc0NG'
150.8697 	EXP 	fixationmain: autoDraw = True
151.6695 	EXP 	fixationmain: autoDraw = False
151.6862 	EXP 	text_2: autoDraw = True
152.7860 	DATA 	Keypress: z
152.9692 	EXP 	text_2: autoDraw = False
153.8530 	EXP 	New trial (rep=0, index=22): {u'color': u'GREEN', u'congruent': 0, u'word': u'XANH D\u01af\u01a0NG', u'corrans': u'n'}
153.8689 	EXP 	text_2: autoDraw = False
153.8689 	EXP 	fixationmain: autoDraw = False
153.8689 	EXP 	text_2: color = u'GREEN (named)'
153.8689 	EXP 	text_2: text = u'XANH D\u01af\u01a0NG'
153.8689 	EXP 	fixationmain: autoDraw = True
154.6687 	EXP 	fixationmain: autoDraw = False
154.6854 	EXP 	text_2: autoDraw = True
155.8520 	DATA 	Keypress: n
155.9684 	EXP 	text_2: autoDraw = False
156.8521 	EXP 	New trial (rep=0, index=23): {u'color': u'YELLOW', u'congruent': 1, u'word': u'V\xc0NG', u'corrans': u'x'}
156.8682 	EXP 	text_2: autoDraw = False
156.8682 	EXP 	fixationmain: autoDraw = False
156.8682 	EXP 	text_2: color = u'YELLOW (named)'
156.8682 	EXP 	text_2: text = u'V\xc0NG'
156.8682 	EXP 	fixationmain: autoDraw = True
157.6679 	EXP 	fixationmain: autoDraw = False
157.6846 	EXP 	text_2: autoDraw = True
158.9676 	EXP 	text_2: autoDraw = False
159.0011 	DATA 	Keypress: x
159.8514 	EXP 	New trial (rep=0, index=24): {u'color': u'RED', u'congruent': 0, u'word': u'XANH D\u01af\u01a0NG', u'corrans': u'z'}
159.8673 	EXP 	text_2: autoDraw = False
159.8673 	EXP 	fixationmain: autoDraw = False
159.8673 	EXP 	text_2: color = u'RED (named)'
159.8673 	EXP 	text_2: text = u'XANH D\u01af\u01a0NG'
159.8673 	EXP 	fixationmain: autoDraw = True
160.6672 	EXP 	fixationmain: autoDraw = False
160.6838 	EXP 	text_2: autoDraw = True
161.9668 	EXP 	text_2: autoDraw = False
162.0170 	DATA 	Keypress: z
162.8505 	EXP 	New trial (rep=0, index=25): {u'color': u'GREEN', u'congruent': 0, u'word': u'\u0110\u1ece', u'corrans': u'n'}
162.8666 	EXP 	text_2: autoDraw = False
162.8666 	EXP 	fixationmain: autoDraw = False
162.8666 	EXP 	text_2: color = u'GREEN (named)'
162.8666 	EXP 	text_2: text = u'\u0110\u1ece'
162.8666 	EXP 	fixationmain: autoDraw = True
163.6663 	EXP 	fixationmain: autoDraw = False
163.6830 	EXP 	text_2: autoDraw = True
164.5831 	DATA 	Keypress: n
164.9660 	EXP 	text_2: autoDraw = False
165.8498 	EXP 	New trial (rep=0, index=26): {u'color': u'BLUE', u'congruent': 0, u'word': u'XANH L\xc1', u'corrans': u'm'}
165.8658 	EXP 	text_2: autoDraw = False
165.8658 	EXP 	fixationmain: autoDraw = False
165.8658 	EXP 	text_2: color = u'BLUE (named)'
165.8658 	EXP 	text_2: text = u'XANH L\xc1'
165.8658 	EXP 	fixationmain: autoDraw = True
166.6655 	EXP 	fixationmain: autoDraw = False
166.6823 	EXP 	text_2: autoDraw = True
167.9652 	EXP 	text_2: autoDraw = False
168.1487 	DATA 	Keypress: m
168.8489 	EXP 	New trial (rep=0, index=27): {u'color': u'YELLOW', u'congruent': 0, u'word': u'XANH L\xc1', u'corrans': u'x'}
168.8650 	EXP 	text_2: autoDraw = False
168.8650 	EXP 	fixationmain: autoDraw = False
168.8650 	EXP 	text_2: color = u'YELLOW (named)'
168.8650 	EXP 	text_2: text = u'XANH L\xc1'
168.8650 	EXP 	fixationmain: autoDraw = True
169.6648 	EXP 	fixationmain: autoDraw = False
169.6814 	EXP 	text_2: autoDraw = True
170.8813 	DATA 	Keypress: x
170.9645 	EXP 	text_2: autoDraw = False
171.8482 	EXP 	New trial (rep=0, index=28): {u'color': u'GREEN', u'congruent': 0, u'word': u'V\xc0NG', u'corrans': u'n'}
171.8641 	EXP 	text_2: autoDraw = False
171.8641 	EXP 	fixationmain: autoDraw = False
171.8641 	EXP 	text_2: color = u'GREEN (named)'
171.8641 	EXP 	text_2: text = u'V\xc0NG'
171.8641 	EXP 	fixationmain: autoDraw = True
172.6640 	EXP 	fixationmain: autoDraw = False
172.6806 	EXP 	text_2: autoDraw = True
173.7639 	DATA 	Keypress: n
173.9636 	EXP 	text_2: autoDraw = False
174.8474 	EXP 	New trial (rep=0, index=29): {u'color': u'RED', u'congruent': 0, u'word': u'V\xc0NG', u'corrans': u'z'}
174.8635 	EXP 	text_2: autoDraw = False
174.8635 	EXP 	fixationmain: autoDraw = False
174.8635 	EXP 	text_2: color = u'RED (named)'
174.8635 	EXP 	text_2: text = u'V\xc0NG'
174.8635 	EXP 	fixationmain: autoDraw = True
175.6632 	EXP 	fixationmain: autoDraw = False
175.6798 	EXP 	text_2: autoDraw = True
176.4633 	DATA 	Keypress: z
176.9629 	EXP 	text_2: autoDraw = False
177.8466 	EXP 	New trial (rep=0, index=30): {u'color': u'YELLOW', u'congruent': 0, u'word': u'XANH L\xc1', u'corrans': u'x'}
177.8626 	EXP 	text_2: autoDraw = False
177.8626 	EXP 	fixationmain: autoDraw = False
177.8626 	EXP 	text_2: color = u'YELLOW (named)'
177.8626 	EXP 	text_2: text = u'XANH L\xc1'
177.8626 	EXP 	fixationmain: autoDraw = True
178.6624 	EXP 	fixationmain: autoDraw = False
178.6791 	EXP 	text_2: autoDraw = True
179.9620 	EXP 	text_2: autoDraw = False
179.9956 	DATA 	Keypress: x
180.8458 	EXP 	New trial (rep=0, index=31): {u'color': u'BLUE', u'congruent': 0, u'word': u'V\xc0NG', u'corrans': u'm'}
180.8618 	EXP 	text_2: autoDraw = False
180.8618 	EXP 	fixationmain: autoDraw = False
180.8618 	EXP 	text_2: color = u'BLUE (named)'
180.8618 	EXP 	text_2: text = u'V\xc0NG'
180.8618 	EXP 	fixationmain: autoDraw = True
